DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DD3)
2019-10-18 00:00:00;0;12;4;0;0;9;2;5;1;0;4;5;5
2019-10-18 00:15:00;0;15;10;1;4;6;0;7;5;1;12;10;6
2019-10-18 00:30:00;0;9;5;0;4;9;3;7;1;2;4;5;0
2019-10-18 00:45:00;0;6;3;0;1;4;1;4;3;1;3;7;5
2019-10-18 01:00:00;0;3;4;0;0;1;0;6;2;1;2;4;1
2019-10-18 01:15:00;0;6;1;0;2;5;3;4;2;0;6;6;1
2019-10-18 01:30:00;0;8;2;0;0;4;1;2;1;0;3;5;3
2019-10-18 01:45:00;0;2;2;0;2;5;0;5;1;0;1;8;2
2019-10-18 02:00:00;0;3;2;0;1;5;2;1;0;0;2;1;1
2019-10-18 02:15:00;0;7;1;1;0;2;1;2;1;0;3;3;1
2019-10-18 02:30:00;0;4;2;0;2;2;0;1;0;0;1;1;1
2019-10-18 02:45:00;0;0;2;1;1;9;4;2;0;0;4;4;2
2019-10-18 03:00:00;0;3;4;1;1;1;0;0;2;0;1;1;1
2019-10-18 03:15:00;0;1;1;0;2;3;0;2;3;0;3;0;2
2019-10-18 03:30:00;0;2;2;0;3;6;2;2;0;0;0;1;1
2019-10-18 03:45:00;0;4;2;0;6;20;5;4;3;1;4;6;0
2019-10-18 04:00:00;0;9;8;2;6;18;14;3;1;2;3;6;3
2019-10-18 04:15:00;0;13;14;1;16;31;15;7;2;1;10;9;5
2019-10-18 04:30:00;0;8;11;0;7;15;11;10;5;2;14;12;0
2019-10-18 04:45:00;0;11;5;2;6;15;2;12;2;2;21;22;5
2019-10-18 05:00:00;0;16;8;1;10;25;13;33;16;3;51;68;8
2019-10-18 05:15:00;0;17;17;1;9;22;18;56;29;7;62;85;19
2019-10-18 05:30:00;0;24;17;3;23;52;21;54;40;4;68;96;22
2019-10-18 05:45:00;0;29;28;1;37;64;30;59;51;6;69;67;27
2019-10-18 06:00:00;0;36;32;1;32;56;44;45;47;1;63;72;23
2019-10-18 06:15:00;0;31;26;5;30;51;27;77;64;5;65;92;22
2019-10-18 06:30:00;0;36;34;6;36;69;26;118;108;3;82;87;28
2019-10-18 06:45:00;0;44;34;6;33;54;27;115;118;5;85;102;43
2019-10-18 07:00:00;0;47;38;6;35;63;12;116;134;11;75;92;37
2019-10-18 07:15:00;0;65;49;3;43;74;18;158;174;10;95;107;59
2019-10-18 07:30:00;0;71;64;10;52;68;42;120;143;29;102;98;66
2019-10-18 07:45:00;0;77;84;5;61;93;34;132;150;15;98;92;64
2019-10-18 08:00:00;0;65;61;8;54;58;25;101;118;13;101;99;66
2019-10-18 08:15:00;0;58;44;3;57;69;19;97;105;15;63;82;44
2019-10-18 08:30:00;0;49;36;11;49;61;29;101;78;15;88;96;51
2019-10-18 08:45:00;0;68;58;16;45;65;31;81;75;21;61;62;45
2019-10-18 09:00:00;0;52;47;8;39;52;21;65;51;15;52;50;41
2019-10-18 09:15:00;0;46;43;5;46;59;16;73;53;8;50;81;42
2019-10-18 09:30:00;0;52;39;6;39;58;18;62;57;21;59;61;49
2019-10-18 09:45:00;0;52;44;10;46;73;27;74;51;15;76;55;56
2019-10-18 10:00:00;0;70;55;9;47;55;17;57;43;14;61;53;37
2019-10-18 10:15:00;0;60;51;8;56;73;37;60;38;9;58;59;43
2019-10-18 10:30:00;0;63;53;9;49;54;23;63;27;21;43;94;42
2019-10-18 10:45:00;0;71;56;10;45;72;33;72;46;14;75;134;56
2019-10-18 11:00:00;0;76;59;8;47;78;34;72;54;15;53;73;52
2019-10-18 11:15:00;0;67;57;16;53;75;33;60;36;14;71;75;45
2019-10-18 11:30:00;0;81;63;16;45;69;32;80;47;20;83;62;53
2019-10-18 11:45:00;0;86;75;16;63;78;40;74;61;13;71;63;49
2019-10-18 12:00:00;0;102;92;20;68;104;47;70;45;19;81;83;44
2019-10-18 12:15:00;0;116;119;23;73;109;45;105;44;26;56;56;56
2019-10-18 12:30:00;0;114;134;17;66;94;38;82;62;15;69;62;54
2019-10-18 12:45:00;0;120;132;11;90;92;55;74;61;12;91;78;70
2019-10-18 13:00:00;0;119;129;15;61;85;46;90;69;25;75;90;55
2019-10-18 13:15:00;0;145;160;19;59;89;48;94;70;18;82;105;51
2019-10-18 13:30:00;0;113;118;12;62;78;48;100;75;32;94;118;55
2019-10-18 13:45:00;0;90;100;7;66;81;52;83;76;29;86;93;42
2019-10-18 14:00:00;0;105;119;16;71;87;67;73;64;19;78;83;44
2019-10-18 14:15:00;0;119;144;7;82;100;56;69;41;26;55;57;43
2019-10-18 14:30:00;0;136;157;10;88;116;46;64;48;30;71;71;55
2019-10-18 14:45:00;0;116;147;4;83;109;60;71;36;20;85;81;54
2019-10-18 15:00:00;0;127;141;16;87;102;60;88;60;22;73;68;38
2019-10-18 15:15:00;0;124;140;19;96;101;65;74;53;22;79;89;52
2019-10-18 15:30:00;0;126;152;12;68;99;60;79;113;21;87;83;55
2019-10-18 15:45:00;0;111;124;16;94;111;53;92;66;32;82;70;62
2019-10-18 16:00:00;0;96;121;10;79;102;49;81;57;17;73;72;45
2019-10-18 16:15:00;0;102;121;11;89;97;59;59;44;23;84;83;57
2019-10-18 16:30:00;0;112;113;11;78;97;79;91;51;16;67;73;51
2019-10-18 16:45:00;0;93;87;9;75;94;41;85;63;18;71;70;49
2019-10-18 17:00:00;0;90;79;13;74;89;50;88;68;31;62;68;41
2019-10-18 17:15:00;0;96;112;12;62;84;32;94;60;24;72;92;54
2019-10-18 17:30:00;0;85;78;6;58;90;38;90;55;21;70;57;49
2019-10-18 17:45:00;0;79;82;10;56;77;38;71;46;20;57;67;54
2019-10-18 18:00:00;0;73;86;13;63;84;45;70;46;17;67;66;48
2019-10-18 18:15:00;0;70;70;6;63;81;42;67;45;17;56;69;52
2019-10-18 18:30:00;0;75;57;11;43;65;29;82;53;22;60;57;39
2019-10-18 18:45:00;0;66;53;6;52;58;24;81;47;15;50;63;55
2019-10-18 19:00:00;0;67;61;5;46;60;31;63;44;19;67;55;42
