DATUM;1(DA1);2(DB1);3(DC1);4(DC2);5(DRES1);6(DRES2);7(TAFGA);8(TAFBA)
2020-04-19 00:00:00;5;8;0;0;0;0;0;0
2020-04-19 00:15:00;7;0;2;0;0;0;0;0
2020-04-19 00:30:00;3;8;3;1;0;0;0;0
2020-04-19 00:45:00;5;1;0;0;0;0;0;0
2020-04-19 01:00:00;2;5;1;0;0;0;0;0
2020-04-19 01:15:00;2;6;0;1;0;0;0;0
2020-04-19 01:30:00;0;4;0;1;0;0;0;0
2020-04-19 01:45:00;0;3;0;0;0;0;0;0
2020-04-19 02:00:00;3;1;0;0;0;0;0;0
2020-04-19 02:15:00;1;2;0;1;0;0;0;0
2020-04-19 02:30:00;3;0;0;0;0;0;0;0
2020-04-19 02:45:00;1;2;2;2;0;0;0;0
2020-04-19 03:00:00;0;4;0;1;0;0;0;0
2020-04-19 03:15:00;1;2;0;2;0;0;0;0
2020-04-19 03:30:00;1;0;0;0;0;0;0;0
2020-04-19 03:45:00;0;2;2;0;0;0;0;0
2020-04-19 04:00:00;3;6;1;0;0;0;0;0
2020-04-19 04:15:00;4;4;1;0;0;0;0;0
2020-04-19 04:30:00;1;3;0;0;0;0;0;0
2020-04-19 04:45:00;2;1;0;0;0;0;0;0
2020-04-19 05:00:00;0;1;0;0;0;0;0;0
2020-04-19 05:15:00;3;3;0;0;0;0;0;0
2020-04-19 05:30:00;1;6;1;1;0;0;0;0
2020-04-19 05:45:00;4;5;0;0;0;0;0;0
2020-04-19 06:00:00;2;3;1;2;0;0;0;0
2020-04-19 06:15:00;3;2;1;1;0;0;0;0
2020-04-19 06:30:00;0;5;0;0;0;0;0;0
2020-04-19 06:45:00;4;2;0;0;0;0;0;0
2020-04-19 07:00:00;3;3;0;0;0;0;0;0
2020-04-19 07:15:00;2;6;0;0;0;0;0;0
2020-04-19 07:30:00;2;2;0;0;0;0;0;0
2020-04-19 07:45:00;1;6;1;0;0;0;0;0
2020-04-19 08:00:00;5;5;0;0;0;0;0;0
2020-04-19 08:15:00;0;3;0;0;0;0;0;0
2020-04-19 08:30:00;3;1;0;0;0;0;0;0
2020-04-19 08:45:00;9;7;0;0;0;0;0;0
2020-04-19 09:00:00;8;1;1;2;0;0;0;0
2020-04-19 09:15:00;8;10;4;3;0;0;0;0
2020-04-19 09:30:00;9;8;2;1;0;0;0;0
2020-04-19 09:45:00;8;5;1;0;0;0;0;0
2020-04-19 10:00:00;16;8;3;2;0;0;0;0
2020-04-19 10:15:00;10;9;1;0;0;0;0;0
2020-04-19 10:30:00;8;12;0;0;0;0;0;0
2020-04-19 10:45:00;13;10;3;4;0;0;0;0
2020-04-19 11:00:00;10;10;1;0;0;0;0;0
2020-04-19 11:15:00;16;11;3;2;0;0;0;0
2020-04-19 11:30:00;11;8;4;4;0;0;0;0
2020-04-19 11:45:00;8;14;2;1;0;0;0;0
2020-04-19 12:00:00;14;5;0;0;0;0;0;0
2020-04-19 12:15:00;13;13;2;0;0;0;0;0
2020-04-19 12:30:00;20;15;1;1;0;0;0;0
2020-04-19 12:45:00;11;12;0;0;0;0;0;0
2020-04-19 13:00:00;14;12;0;0;0;0;0;0
2020-04-19 13:15:00;12;14;0;0;0;0;0;0
2020-04-19 13:30:00;13;6;0;0;0;0;0;0
2020-04-19 13:45:00;11;20;0;2;0;0;0;0
2020-04-19 14:00:00;21;16;2;3;0;0;0;0
2020-04-19 14:15:00;8;17;1;3;0;0;0;0
