DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2020-07-12 00:00:00;2;8;6;0;1;8;15;10;4;11;7
2020-07-12 00:15:00;0;6;9;1;1;9;12;3;7;13;7
2020-07-12 00:30:00;3;4;10;2;5;8;16;6;4;6;3
2020-07-12 00:45:00;1;4;8;1;2;12;12;8;7;12;10
2020-07-12 01:00:00;1;2;6;2;2;5;15;4;1;3;5
2020-07-12 01:15:00;2;3;6;1;3;5;14;4;3;11;6
2020-07-12 01:30:00;1;5;9;1;4;6;8;6;0;8;2
2020-07-12 01:45:00;1;7;4;1;2;3;4;3;6;5;2
2020-07-12 02:00:00;1;1;5;0;1;7;5;1;2;5;5
2020-07-12 02:15:00;1;2;2;0;1;5;2;3;2;5;4
2020-07-12 02:30:00;0;3;4;1;1;7;5;3;1;9;4
2020-07-12 02:45:00;0;2;2;1;1;3;7;2;1;8;1
2020-07-12 03:00:00;0;1;1;2;2;5;5;2;1;2;1
2020-07-12 03:15:00;1;2;1;0;1;6;4;1;0;1;2
2020-07-12 03:30:00;0;0;1;1;1;2;7;0;0;2;5
2020-07-12 03:45:00;0;2;2;0;0;2;5;1;2;3;1
2020-07-12 04:00:00;1;1;2;0;1;1;4;0;1;7;0
2020-07-12 04:15:00;0;0;3;0;0;2;3;0;1;1;1
2020-07-12 04:30:00;1;0;1;1;1;5;5;0;0;1;1
2020-07-12 04:45:00;0;2;4;0;0;4;2;0;1;2;0
2020-07-12 05:00:00;0;1;0;0;0;1;0;0;1;6;4
2020-07-12 05:15:00;1;1;4;0;0;1;3;0;1;3;5
2020-07-12 05:30:00;0;5;2;0;0;0;0;0;3;7;5
2020-07-12 05:45:00;0;3;3;2;2;0;7;2;2;3;1
2020-07-12 06:00:00;0;2;7;0;0;1;2;0;1;6;5
2020-07-12 06:15:00;0;5;2;1;1;0;4;2;0;5;4
2020-07-12 06:30:00;0;2;2;1;1;0;1;0;2;4;2
2020-07-12 06:45:00;1;1;1;0;0;0;2;4;1;3;2
2020-07-12 07:00:00;1;8;5;0;1;0;2;0;1;4;3
2020-07-12 07:15:00;0;1;4;0;1;1;7;0;2;1;3
2020-07-12 07:30:00;0;5;3;0;0;1;4;2;5;2;3
2020-07-12 07:45:00;1;6;8;4;7;3;7;4;9;3;3
2020-07-12 08:00:00;1;7;4;0;0;1;2;2;2;3;7
2020-07-12 08:15:00;1;6;3;0;0;1;2;1;2;1;8
2020-07-12 08:30:00;0;8;6;2;2;3;2;1;1;1;7
