DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC3);7(DD12);8(TAFBB);9(TAFBC);10(TAFBD);11(TARDB);12(TARDD)
2020-06-27 00:00:00;5;6;19;2;1;13;1;0;0;0;0;0
2020-06-27 00:15:00;6;8;23;2;5;13;0;0;0;0;0;0
2020-06-27 00:30:00;3;5;19;2;0;13;0;0;0;0;0;0
2020-06-27 00:45:00;1;5;12;1;0;7;0;0;0;0;0;0
2020-06-27 01:00:00;2;9;19;0;0;11;0;0;0;0;0;0
2020-06-27 01:15:00;1;3;9;1;0;7;0;0;0;0;0;0
2020-06-27 01:30:00;1;5;12;1;0;5;0;0;0;0;0;0
2020-06-27 01:45:00;4;9;12;0;0;5;0;0;0;0;0;0
2020-06-27 02:00:00;3;5;7;0;0;3;0;0;0;0;0;0
2020-06-27 02:15:00;2;2;3;0;0;1;0;0;0;0;0;0
2020-06-27 02:30:00;2;2;9;4;1;5;0;0;0;0;0;0
2020-06-27 02:45:00;3;2;7;0;0;3;0;0;0;0;0;0
2020-06-27 03:00:00;1;2;6;0;0;4;0;0;0;0;0;0
2020-06-27 03:15:00;0;3;7;0;0;3;0;0;0;0;0;0
2020-06-27 03:30:00;4;6;8;0;0;2;0;0;0;0;0;0
2020-06-27 03:45:00;1;1;5;0;0;3;0;0;0;0;0;0
2020-06-27 04:00:00;0;3;4;0;0;1;0;0;0;0;0;0
2020-06-27 04:15:00;4;6;6;2;0;1;0;0;0;0;0;0
2020-06-27 04:30:00;2;4;4;0;0;1;0;0;0;0;0;0
2020-06-27 04:45:00;3;2;5;0;1;3;0;0;0;0;0;0
2020-06-27 05:00:00;3;2;6;0;0;5;0;0;0;0;0;0
2020-06-27 05:15:00;1;1;4;1;1;3;0;0;0;0;0;0
2020-06-27 05:30:00;6;3;10;1;0;5;0;0;0;0;0;0
2020-06-27 05:45:00;6;5;5;0;0;0;0;0;0;0;0;0
2020-06-27 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-27 06:15:00;14;10;15;0;3;7;0;0;0;0;0;0
2020-06-27 06:30:00;16;17;25;1;1;15;0;0;0;0;0;0
2020-06-27 06:45:00;18;12;18;2;3;14;0;0;0;0;0;0
2020-06-27 07:00:00;17;14;25;6;4;17;0;0;1;0;0;0
2020-06-27 07:15:00;17;23;38;11;3;17;0;0;0;0;0;0
2020-06-27 07:30:00;23;25;42;14;5;21;0;0;1;0;0;0
2020-06-27 07:45:00;30;24;40;8;4;30;0;0;2;0;0;0
2020-06-27 08:00:00;21;15;34;4;5;22;0;0;0;0;0;0
2020-06-27 08:15:00;24;19;36;4;4;24;0;0;0;0;0;0
2020-06-27 08:30:00;35;36;44;7;6;21;0;0;0;0;0;0
2020-06-27 08:45:00;36;28;46;5;3;19;1;1;1;0;0;0
2020-06-27 09:00:00;36;32;65;7;5;44;0;0;1;0;0;0
2020-06-27 09:15:00;42;45;57;22;4;22;1;0;1;1;0;0
2020-06-27 09:30:00;43;43;69;27;5;47;1;0;0;0;0;0
2020-06-27 09:45:00;49;36;65;15;5;45;3;0;0;0;0;0
2020-06-27 10:00:00;48;39;72;14;5;46;1;0;0;2;0;0
2020-06-27 10:15:00;41;32;68;13;4;45;0;0;0;0;0;0
2020-06-27 10:30:00;49;33;65;19;5;44;1;1;10;2;0;0
2020-06-27 10:45:00;40;37;72;22;5;50;0;0;0;0;0;0
2020-06-27 11:00:00;42;31;71;14;7;48;0;0;1;0;0;0
2020-06-27 11:15:00;44;36;73;20;3;45;1;0;1;0;0;0
2020-06-27 11:30:00;38;32;76;29;6;57;0;1;1;0;0;0
2020-06-27 12:00:00;23;34;79;28;6;46;0;0;1;1;0;0
2020-06-27 12:15:00;37;32;103;32;5;50;0;0;0;0;0;0
2020-06-27 12:30:00;32;29;84;9;4;71;1;0;5;0;0;0
2020-06-27 12:45:00;38;30;65;21;7;57;0;0;6;0;0;0
2020-06-27 13:00:00;35;34;76;18;6;53;1;0;0;0;0;0
2020-06-27 13:15:00;29;33;81;21;3;67;2;0;3;0;0;0
2020-06-27 13:30:00;35;27;62;17;5;52;1;0;2;0;0;0
2020-06-27 13:45:00;34;31;68;21;4;51;1;2;2;0;0;0
2020-06-27 14:00:00;30;34;75;15;5;64;0;3;1;0;0;0
2020-06-27 14:15:00;31;23;58;23;5;46;2;0;0;0;0;0
2020-06-27 14:30:00;38;27;59;21;4;45;2;0;3;0;0;0
2020-06-27 14:45:00;25;28;51;10;4;49;1;0;0;0;0;0
2020-06-27 15:00:00;24;22;61;21;6;46;2;0;0;2;0;0
2020-06-27 15:15:00;29;27;60;19;4;49;1;0;1;0;0;0
2020-06-27 15:30:00;32;23;58;17;8;44;2;0;13;0;0;0
2020-06-27 15:45:00;26;15;52;15;3;48;0;0;3;0;0;0
2020-06-27 16:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-27 16:15:00;35;26;61;5;6;49;0;0;0;0;0;0
2020-06-27 16:30:00;19;24;63;20;7;50;0;0;0;0;0;0
2020-06-27 16:45:00;37;31;65;21;6;39;2;0;26;0;0;0
2020-06-27 17:00:00;22;20;60;16;6;50;1;0;2;0;0;0
2020-06-27 17:15:00;23;29;61;21;3;43;0;1;2;3;0;0
2020-06-27 17:30:00;20;29;63;17;6;39;5;0;0;0;0;0
2020-06-27 17:45:00;27;21;52;17;3;40;1;0;0;1;0;0
2020-06-27 18:00:00;27;30;53;19;4;40;1;0;2;0;0;0
2020-06-27 18:15:00;28;28;57;15;5;41;2;0;0;1;0;0
2020-06-27 18:30:00;28;29;52;15;7;43;0;0;6;0;0;0
2020-06-27 18:45:00;32;42;79;29;4;49;0;0;0;0;0;0
2020-06-27 19:00:00;26;36;65;18;4;41;2;0;0;1;0;0
2020-06-27 19:15:00;16;25;47;14;6;37;0;0;0;0;0;0
2020-06-27 19:30:00;28;23;45;14;9;31;1;0;0;0;0;0
2020-06-27 19:45:00;31;23;37;14;4;21;0;0;0;0;0;0
2020-06-27 20:00:00;22;29;46;10;7;28;1;0;0;0;0;0
2020-06-27 20:15:00;18;34;49;34;6;35;0;0;0;0;0;0
2020-06-27 20:30:00;24;39;56;19;4;32;1;0;0;0;0;0
2020-06-27 20:45:00;16;24;44;12;2;26;0;0;0;0;0;0
2020-06-27 21:00:00;17;22;46;13;8;37;0;0;0;0;0;0
2020-06-27 21:15:00;12;18;42;9;0;26;0;0;0;0;0;0
2020-06-27 21:30:00;9;11;37;11;2;30;0;0;0;0;0;0
2020-06-27 21:45:00;16;25;47;8;1;35;1;0;0;0;0;0
2020-06-27 22:00:00;14;15;40;14;7;34;0;0;0;0;0;0
2020-06-27 22:15:00;12;19;40;8;2;21;0;0;0;0;0;0
2020-06-27 22:30:00;11;16;63;48;1;31;1;0;0;0;0;0
2020-06-27 22:45:00;14;21;46;33;1;24;3;0;0;0;0;0
2020-06-27 23:00:00;11;21;40;15;4;24;2;0;0;0;0;0
2020-06-27 23:15:00;4;8;27;11;2;14;0;0;0;0;0;0
2020-06-27 23:30:00;6;9;32;8;1;24;0;0;0;0;0;0
2020-06-27 23:45:00;6;14;34;8;0;18;1;0;0;0;0;0
