DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(TAFBA);10(TAFBB);11(TAFBC)
2020-05-29 00:00:00;1;2;0;1;0;1;0;0;0;0;0
2020-05-29 00:15:00;2;3;0;11;0;4;1;1;0;0;0
2020-05-29 00:30:00;0;0;0;1;0;1;0;0;0;0;0
2020-05-29 00:45:00;
2020-05-29 01:00:00;
2020-05-29 01:15:00;0;3;0;2;0;1;0;0;0;0;0
2020-05-29 01:30:00;0;1;0;0;0;0;0;0;0;0;0
2020-05-29 01:45:00;
2020-05-29 02:00:00;
2020-05-29 02:15:00;2;2;0;1;0;1;0;0;0;0;0
2020-05-29 02:30:00;1;1;0;1;0;1;0;0;0;0;0
2020-05-29 02:45:00;1;2;0;2;0;2;0;0;0;0;0
2020-05-29 03:00:00;1;1;0;1;1;1;0;0;0;0;0
2020-05-29 03:15:00;0;1;0;0;0;0;0;0;0;0;0
2020-05-29 03:30:00;0;0;0;1;0;1;0;0;0;0;0
2020-05-29 03:45:00;1;0;0;1;0;1;0;1;0;0;0
2020-05-29 04:00:00;
2020-05-29 04:15:00;2;2;0;0;0;0;0;0;0;0;0
2020-05-29 04:30:00;0;1;0;4;0;2;0;0;0;0;0
2020-05-29 04:45:00;0;2;0;3;2;3;0;0;0;0;0
2020-05-29 05:00:00;3;3;0;5;0;3;0;1;0;0;0
2020-05-29 05:15:00;2;2;0;1;0;0;1;3;0;0;0
2020-05-29 05:30:00;5;3;0;14;2;8;1;3;0;0;0
2020-05-29 05:45:00;8;18;0;10;2;7;3;6;0;0;0
2020-05-29 06:00:00;
2020-05-29 06:15:00;
2020-05-29 06:30:00;28;29;0;22;6;17;3;11;0;0;0
2020-05-29 06:45:00;39;40;0;34;11;28;5;15;0;0;0
2020-05-29 07:00:00;14;21;0;12;7;10;4;11;0;0;0
2020-05-29 07:15:00;
2020-05-29 07:30:00;36;27;0;29;7;17;0;16;0;0;0
2020-05-29 08:00:00;56;38;0;33;8;25;5;18;0;0;0
2020-05-29 08:15:00;42;42;0;28;4;19;2;14;2;2;0
2020-05-29 08:30:00;47;53;0;52;8;51;4;18;1;0;0
2020-05-29 08:45:00;48;54;0;41;6;28;4;11;2;7;0
2020-05-29 09:00:00;16;16;0;15;3;13;0;0;0;0;0
2020-05-29 09:15:00;41;49;0;55;3;32;4;10;0;0;0
2020-05-29 09:30:00;31;49;0;46;7;30;7;11;0;0;0
2020-05-29 09:45:00;51;53;0;62;7;42;6;14;0;1;0
2020-05-29 10:00:00;16;39;0;38;8;32;7;5;0;0;2
2020-05-29 10:15:00;43;46;0;67;4;40;9;10;1;2;1
2020-05-29 10:30:00;41;35;0;63;9;39;5;14;0;0;0
2020-05-29 10:45:00;21;23;0;47;7;32;6;8;0;0;0
2020-05-29 11:00:00;41;48;0;58;8;41;7;14;0;0;2
2020-05-29 11:15:00;37;45;0;76;11;57;9;15;0;0;0
2020-05-29 11:30:00;50;52;0;89;6;72;5;13;0;0;0
2020-05-29 11:45:00;37;34;0;73;9;58;6;12;3;0;0
2020-05-29 12:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-05-29 12:15:00;41;50;0;102;16;74;7;22;0;1;0
2020-05-29 12:30:00;33;38;0;74;8;54;14;22;0;0;0
2020-05-29 12:45:00;42;51;0;101;6;71;13;33;0;0;0
2020-05-29 13:00:00;35;45;0;93;7;67;8;17;0;0;0
2020-05-29 13:15:00;37;43;0;116;16;87;5;14;0;0;0
2020-05-29 13:30:00;33;48;0;80;4;64;6;17;35;0;0
2020-05-29 13:45:00;43;39;0;69;12;57;9;22;17;0;0
2020-05-29 14:00:00;27;44;0;67;3;44;8;16;0;0;0
2020-05-29 14:15:00;43;52;0;81;9;54;10;18;8;1;0
2020-05-29 14:30:00;44;45;0;88;8;70;11;14;3;1;0
2020-05-29 14:45:00;38;44;0;97;7;80;9;18;1;5;0
2020-05-29 15:00:00;33;31;0;86;7;74;10;18;0;0;3
2020-05-29 15:15:00;35;36;0;92;6;58;14;17;25;0;0
2020-05-29 15:30:00;53;38;0;70;8;47;6;17;2;0;0
2020-05-29 15:45:00;26;29;0;64;9;42;5;12;0;0;0
2020-05-29 16:00:00;23;36;0;67;11;54;9;25;5;0;0
2020-05-29 16:15:00;39;48;0;73;8;50;11;22;0;0;22
2020-05-29 16:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-05-29 16:45:00;26;19;0;41;6;40;6;14;0;26;0
2020-05-29 17:00:00;23;40;0;78;16;66;10;16;0;0;0
2020-05-29 17:15:00;20;24;0;51;11;33;9;10;11;9;0
2020-05-29 17:30:00;20;34;0;51;9;27;5;19;1;2;0
2020-05-29 17:45:00;31;43;0;79;5;45;4;15;0;0;0
2020-05-29 18:00:00;19;28;0;52;6;40;11;19;0;0;0
2020-05-29 18:15:00;25;36;0;71;10;57;4;16;0;9;0
2020-05-29 18:30:00;5;13;0;7;0;5;5;4;0;0;0
2020-05-29 18:45:00;2;4;0;8;0;5;0;0;0;0;0
2020-05-29 19:00:00;21;34;0;53;9;38;6;10;0;26;0
2020-05-29 19:15:00;27;27;0;49;12;39;6;15;0;0;0
2020-05-29 19:30:00;18;23;0;29;6;20;3;12;0;3;0
2020-05-29 19:45:00;18;31;0;35;7;23;3;10;2;1;0
2020-05-29 20:00:00;10;17;0;16;3;15;4;7;0;0;0
2020-05-29 20:15:00;22;25;0;41;4;22;2;15;0;0;0
2020-05-29 20:30:00;11;14;0;11;1;7;1;4;0;0;0
2020-05-29 20:45:00;17;13;0;27;4;17;3;7;0;0;0
2020-05-29 21:00:00;11;16;0;31;5;22;2;6;0;0;0
2020-05-29 21:15:00;2;3;0;1;0;1;0;1;0;0;0
2020-05-29 21:30:00;11;10;0;29;4;19;5;8;0;0;0
2020-05-29 21:45:00;6;13;0;13;2;11;0;5;0;0;0
2020-05-29 22:00:00;
2020-05-29 22:15:00;5;7;0;11;1;7;3;7;0;0;0
2020-05-29 22:30:00;7;10;0;27;1;18;2;3;0;0;0
2020-05-29 22:45:00;8;15;0;20;6;14;2;5;0;0;0
2020-05-29 23:00:00;1;7;0;9;2;7;3;2;0;0;0
2020-05-29 23:15:00;6;7;0;11;4;9;0;5;0;0;0
2020-05-29 23:30:00;2;7;0;9;2;7;2;5;0;0;0
2020-05-29 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
