DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2);10(DE1);11(DF1);12(TAFGA)
2019-08-16 00:00:00;2;5;9;0;3;5;20;0;0;0;0;0
2019-08-16 00:15:00;0;7;7;1;5;3;15;3;4;0;0;0
2019-08-16 00:30:00;3;6;7;0;1;3;8;0;1;0;0;0
2019-08-16 00:45:00;6;5;9;0;3;1;3;0;0;0;0;0
2019-08-16 01:00:00;2;2;2;2;1;1;6;1;1;0;0;0
2019-08-16 01:15:00;0;2;3;0;5;1;16;0;0;0;0;0
2019-08-16 01:30:00;0;2;2;4;3;4;13;0;1;0;0;0
2019-08-16 01:45:00;2;1;2;1;2;5;12;0;0;0;0;0
2019-08-16 02:00:00;1;3;4;2;2;1;8;0;1;0;0;0
2019-08-16 02:15:00;0;3;3;0;0;2;4;0;3;0;0;0
2019-08-16 02:30:00;0;1;1;0;5;2;3;0;0;0;0;0
2019-08-16 02:45:00;0;0;0;0;0;1;2;1;1;0;0;0
2019-08-16 03:00:00;1;2;2;0;0;0;2;0;0;0;0;0
2019-08-16 03:15:00;0;0;0;0;0;1;1;0;0;0;0;0
2019-08-16 03:30:00;0;0;0;0;0;0;1;0;0;0;0;0
2019-08-16 03:45:00;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-16 04:00:00;0;1;1;0;0;0;0;0;0;0;0;0
2019-08-16 04:15:00;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-16 04:30:00;2;1;2;0;0;1;2;0;0;0;0;0
2019-08-16 04:45:00;0;2;1;1;1;3;4;0;0;0;0;0
2019-08-16 05:00:00;0;4;3;0;0;1;1;0;0;0;0;0
2019-08-16 05:15:00;1;2;2;0;1;1;5;0;0;0;0;0
2019-08-16 05:30:00;8;5;6;1;0;1;6;0;0;0;254;1
2019-08-16 05:45:00;6;7;8;0;0;0;6;0;0;0;0;0
2019-08-16 06:00:00;1;5;6;1;1;2;3;0;0;0;0;0
2019-08-16 06:15:00;6;5;8;0;0;1;11;0;0;0;0;0
2019-08-16 06:30:00;7;5;11;0;1;3;15;0;1;1;0;3
2019-08-16 06:45:00;6;12;11;1;1;4;10;0;1;1;0;0
2019-08-16 07:00:00;9;6;10;1;2;4;16;0;0;0;0;0
2019-08-16 07:15:00;9;16;21;1;2;4;13;0;0;0;0;0
2019-08-16 07:30:00;269;17;27;0;2;4;14;1;2;0;0;0
2019-08-16 07:45:00;8;24;29;1;2;4;11;0;0;0;0;0
2019-08-16 08:00:00;260;29;55;2;3;7;26;1;4;0;0;0
2019-08-16 08:15:00;275;48;55;3;7;8;22;0;5;0;0;0
2019-08-16 08:30:00;22;34;39;6;4;9;24;0;7;0;0;1
2019-08-16 08:45:00;275;50;53;2;5;6;25;1;4;0;0;0
2019-08-16 09:00:00;282;64;73;0;8;14;33;0;15;0;0;1
2019-08-16 09:15:00;15;61;70;5;10;18;39;1;13;1;0;1
2019-08-16 09:30:00;277;68;74;10;16;19;38;5;18;1;0;0
2019-08-16 09:45:00;92;83;95;7;20;19;45;6;29;1;0;0
2019-08-16 10:00:00;288;97;93;10;24;24;51;5;25;5;0;2
2019-08-16 10:15:00;254;86;86;12;24;28;55;6;20;1;0;1
2019-08-16 10:30:00;82;73;75;18;16;34;75;7;23;2;0;0
2019-08-16 10:45:00;98;88;83;21;28;41;79;8;28;0;0;4
2019-08-16 11:00:00;80;82;78;30;15;47;73;7;30;2;0;0
2019-08-16 11:15:00;82;84;82;21;21;34;68;10;29;1;0;1
2019-08-16 11:30:00;71;83;87;23;19;53;89;7;34;1;0;2
2019-08-16 11:45:00;62;72;80;28;20;43;75;28;22;0;0;2
