DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2019-10-13 00:00:00;0;23;1;1;2;3;25;17;0;0
2019-10-13 00:15:00;0;29;0;1;2;3;21;15;0;0
2019-10-13 00:30:00;0;21;1;1;0;1;28;20;0;0
2019-10-13 00:45:00;0;26;1;1;1;5;30;16;0;0
2019-10-13 01:00:00;0;34;1;1;4;3;25;20;0;0
2019-10-13 01:15:00;0;27;1;1;0;0;16;9;0;0
2019-10-13 01:30:00;0;16;1;2;1;0;21;14;0;0
2019-10-13 01:45:00;0;25;0;0;0;2;23;10;0;0
2019-10-13 02:00:00;0;28;0;1;4;2;12;13;0;0
2019-10-13 02:15:00;0;13;0;0;1;2;18;7;0;0
2019-10-13 02:30:00;0;15;0;1;1;2;9;9;0;0
2019-10-13 02:45:00;0;14;1;1;2;2;7;6;0;0
2019-10-13 03:00:00;0;16;0;0;0;1;16;7;0;0
2019-10-13 03:15:00;0;14;0;0;2;0;14;4;0;0
2019-10-13 03:30:00;0;9;0;1;1;1;8;9;0;0
2019-10-13 03:45:00;0;14;0;1;2;0;10;10;0;0
2019-10-13 04:00:00;0;16;1;1;1;2;12;10;0;0
2019-10-13 04:15:00;0;12;0;0;0;1;8;7;0;0
2019-10-13 04:30:00;0;11;0;0;0;1;8;5;0;0
2019-10-13 04:45:00;0;10;0;0;0;2;7;6;0;0
2019-10-13 05:00:00;0;11;1;0;0;6;10;7;0;0
2019-10-13 05:15:00;0;13;0;0;1;7;6;6;0;0
2019-10-13 05:30:00;0;16;1;1;1;14;11;17;0;0
2019-10-13 05:45:00;0;16;0;1;0;8;11;12;0;0
2019-10-13 06:00:00;0;13;4;7;9;5;14;11;0;0
2019-10-13 06:15:00;0;16;2;2;1;8;17;10;0;0
2019-10-13 06:30:00;0;19;0;1;2;24;13;10;0;0
2019-10-13 06:45:00;0;14;2;0;0;5;11;13;0;0
2019-10-13 07:00:00;0;26;0;2;1;1;11;9;0;0
2019-10-13 07:15:00;0;18;1;1;0;2;16;8;0;0
2019-10-13 07:30:00;0;23;5;1;2;3;12;7;0;0
2019-10-13 07:45:00;0;27;2;8;6;4;19;12;0;0
