DATUM;1(DA1);2(DB1);3(DC1);4(DC2);5(DRES1);6(DRES2);7(TAFGA);8(TAFBA)
2019-11-18 00:00:00;5;6;0;0;0;0;0;0
2019-11-18 00:15:00;7;4;1;1;0;0;0;0
2019-11-18 00:30:00;3;4;0;1;0;0;0;0
2019-11-18 00:45:00;1;3;0;0;0;0;0;0
2019-11-18 01:00:00;11;3;3;1;0;0;0;0
2019-11-18 01:15:00;5;3;2;0;0;0;0;0
2019-11-18 01:30:00;2;3;0;0;0;0;0;0
2019-11-18 01:45:00;3;4;1;3;0;0;0;0
2019-11-18 02:00:00;0;0;0;1;0;0;0;0
2019-11-18 02:15:00;0;3;1;0;0;0;0;0
2019-11-18 02:30:00;0;1;2;0;0;0;0;0
2019-11-18 02:45:00;2;2;0;1;0;0;0;0
2019-11-18 03:00:00;1;1;1;1;0;0;0;0
2019-11-18 03:15:00;1;1;0;0;0;0;0;0
2019-11-18 03:30:00;3;2;1;2;0;0;0;0
2019-11-18 03:45:00;1;0;0;0;0;0;0;0
2019-11-18 04:00:00;4;2;1;1;0;0;0;0
2019-11-18 04:15:00;3;3;2;0;0;0;0;0
2019-11-18 04:30:00;6;3;1;1;0;0;0;0
2019-11-18 04:45:00;11;7;0;0;0;0;0;0
2019-11-18 05:00:00;10;6;3;1;0;0;0;0
2019-11-18 05:15:00;25;16;2;1;0;0;0;0
2019-11-18 05:30:00;32;23;3;3;0;0;0;0
2019-11-18 05:45:00;43;40;3;3;0;0;0;0
2019-11-18 06:00:00;56;40;1;1;0;0;1;0
2019-11-18 06:15:00;75;34;4;5;0;0;0;0
2019-11-18 06:30:00;111;39;5;5;0;0;0;0
2019-11-18 06:45:00;90;49;2;3;0;0;0;0
2019-11-18 07:00:00;91;51;2;1;0;0;0;0
2019-11-18 07:15:00;91;74;5;3;0;0;0;0
2019-11-18 07:30:00;99;90;1;2;0;0;2;0
2019-11-18 07:45:00;119;76;5;5;0;0;12;1
2019-11-18 08:00:00;121;75;4;4;0;0;0;6
2019-11-18 08:15:00;108;69;1;3;0;0;6;0
2019-11-18 08:30:00;83;46;1;3;0;0;0;0
2019-11-18 08:45:00;73;54;1;6;0;0;0;0
2019-11-18 09:00:00;73;50;4;3;0;0;2;1
2019-11-18 09:15:00;80;62;5;1;0;0;1;0
2019-11-18 09:30:00;50;48;3;2;0;0;0;0
2019-11-18 09:45:00;53;59;2;2;0;0;1;0
2019-11-18 10:00:00;64;73;1;1;0;0;1;0
2019-11-18 10:15:00;58;43;4;2;0;0;0;0
2019-11-18 10:30:00;59;54;2;0;0;0;0;0
2019-11-18 10:45:00;45;66;0;0;0;0;5;0
2019-11-18 11:00:00;72;44;5;4;0;0;0;0
2019-11-18 11:15:00;59;71;2;4;0;0;0;2
2019-11-18 11:30:00;81;55;2;2;0;0;1;0
2019-11-18 11:45:00;59;55;3;0;0;0;1;0
2019-11-18 12:00:00;85;40;2;1;0;0;0;0
2019-11-18 12:15:00;59;37;3;2;0;0;3;0
2019-11-18 12:30:00;64;66;6;5;0;0;0;0
2019-11-18 12:45:00;55;49;3;1;0;0;0;0
2019-11-18 13:00:00;84;54;3;2;0;0;0;0
2019-11-18 13:15:00;85;56;6;6;0;0;1;0
