DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2020-06-12 00:00:00;9;4;4;2;1;7;6;3;6;10;4
2020-06-12 00:15:00;14;8;3;3;2;12;7;1;4;6;1
2020-06-12 00:30:00;11;8;0;2;3;13;7;2;3;8;2
2020-06-12 00:45:00;13;8;3;3;1;12;5;1;1;2;0
2020-06-12 01:00:00;12;10;3;6;5;10;3;2;1;9;4
2020-06-12 01:15:00;3;2;0;5;4;11;8;2;1;5;3
2020-06-12 01:30:00;4;9;1;2;1;7;6;0;0;1;0
2020-06-12 01:45:00;6;4;1;0;1;3;5;1;1;1;1
2020-06-12 02:00:00;6;4;0;1;1;3;3;0;1;3;1
2020-06-12 02:15:00;9;9;0;0;0;6;5;1;1;1;1
2020-06-12 02:30:00;7;4;1;0;0;3;2;1;0;1;1
2020-06-12 02:45:00;0;0;0;2;0;7;5;1;1;2;2
2020-06-12 03:00:00;6;6;1;1;1;4;5;0;0;2;0
2020-06-12 03:15:00;6;4;1;1;0;5;3;0;2;1;0
2020-06-12 03:30:00;7;1;1;0;0;11;3;0;1;4;0
2020-06-12 03:45:00;2;3;1;3;0;4;5;0;0;1;0
2020-06-12 04:00:00;4;3;1;2;2;3;4;0;0;0;0
2020-06-12 04:15:00;5;5;1;3;3;8;5;0;1;3;2
2020-06-12 04:30:00;8;9;1;1;1;7;1;0;1;1;0
2020-06-12 04:45:00;17;11;2;4;4;9;9;5;0;3;1
2020-06-12 05:00:00;11;10;0;6;2;9;3;1;0;4;2
2020-06-12 05:15:00;26;15;8;7;2;15;11;3;3;6;2
2020-06-12 05:30:00;30;14;8;15;5;31;26;2;10;6;3
2020-06-12 05:45:00;22;19;6;9;9;33;22;2;7;6;5
2020-06-12 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-12 06:15:00;29;26;2;11;12;44;34;7;8;14;6
2020-06-12 06:30:00;39;35;9;31;14;44;43;6;10;12;4
2020-06-12 06:45:00;54;37;10;25;11;42;32;10;14;19;5
2020-06-12 07:00:00;38;56;11;35;16;38;41;12;7;19;5
2020-06-12 07:15:00;47;42;8;36;13;37;32;5;11;12;4
2020-06-12 07:30:00;58;54;7;38;12;40;30;11;16;22;5
2020-06-12 07:45:00;45;49;11;41;23;50;51;18;21;35;14
2020-06-12 08:00:00;63;45;16;36;16;35;39;30;17;29;15
2020-06-12 08:15:00;59;41;7;31;24;53;35;12;18;42;19
2020-06-12 08:30:00;55;52;11;45;23;56;30;18;22;31;14
2020-06-12 08:45:00;59;54;14;59;25;58;57;19;22;32;12
2020-06-12 09:15:00;77;76;19;62;22;57;60;13;29;51;18
2020-06-12 09:30:00;71;78;35;49;27;67;60;19;34;45;24
2020-06-12 09:45:00;75;85;26;64;24;70;57;26;29;49;23
2020-06-12 10:00:00;88;94;15;73;29;67;64;14;26;59;26
2020-06-12 10:15:00;87;93;30;60;24;74;70;28;32;55;27
2020-06-12 10:30:00;86;93;18;57;21;75;59;23;24;50;22
2020-06-12 10:45:00;96;93;32;51;28;80;78;30;34;60;24
2020-06-12 11:00:00;92;95;32;52;28;66;66;29;28;61;24
2020-06-12 11:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-12 11:30:00;87;111;24;76;24;75;73;26;27;67;27
2020-06-12 11:45:00;90;91;31;42;26;76;64;27;29;57;27
2020-06-12 12:00:00;90;93;24;43;24;72;68;25;35;73;19
2020-06-12 12:15:00;80;90;21;49;20;52;46;18;26;66;31
2020-06-12 12:30:00;98;105;25;48;38;85;76;23;28;56;22
2020-06-12 12:45:00;86;87;28;53;27;75;62;26;28;77;29
2020-06-12 13:00:00;89;96;29;52;23;80;69;16;34;57;29
2020-06-12 13:15:00;109;98;27;54;20;76;74;17;32;63;24
2020-06-12 13:30:00;83;79;19;47;23;71;63;30;28;62;26
2020-06-12 13:45:00;99;92;25;60;20;72;51;21;31;44;20
2020-06-12 14:00:00;111;106;31;49;26;76;67;14;22;49;24
2020-06-12 14:15:00;99;101;27;57;17;66;55;23;27;48;19
2020-06-12 14:30:00;92;85;25;57;22;83;71;23;38;63;24
2020-06-12 14:45:00;96;99;27;58;18;67;64;24;27;55;20
2020-06-12 15:00:00;82;85;25;56;34;69;64;25;23;48;19
2020-06-12 15:15:00;80;104;30;45;26;61;48;31;26;52;22
2020-06-12 15:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-12 15:45:00;77;80;27;54;17;68;66;23;35;61;27
2020-06-12 16:00:00;87;71;21;48;24;64;65;26;28;60;29
2020-06-12 16:15:00;92;96;26;48;21;83;60;26;27;70;31
2020-06-12 16:30:00;84;88;35;57;23;85;62;23;24;54;20
2020-06-12 16:45:00;77;80;37;50;18;66;56;22;29;52;18
2020-06-12 17:00:00;91;89;26;45;20;74;68;23;27;51;22
2020-06-12 17:15:00;79;62;24;34;19;82;75;19;27;56;22
2020-06-12 17:30:00;78;74;25;41;15;76;58;26;26;41;14
2020-06-12 17:45:00;72;63;14;39;17;62;57;18;13;64;16
2020-06-12 18:00:00;80;81;22;40;25;79;54;26;25;62;17
2020-06-12 18:15:00;83;74;24;41;18;72;61;17;24;42;15
2020-06-12 18:30:00;73;63;15;49;22;63;45;15;23;43;14
2020-06-12 18:45:00;77;56;19;35;21;64;53;19;22;28;10
2020-06-12 19:00:00;54;51;17;38;19;67;56;17;18;46;22
2020-06-12 19:15:00;19;25;8;13;6;25;21;6;9;20;8
2020-06-12 19:30:00;31;27;8;11;5;22;20;7;4;18;8
2020-06-12 19:45:00;73;52;20;34;7;56;49;11;13;36;12
2020-06-12 20:00:00;54;48;27;26;10;47;45;8;5;34;9
2020-06-12 20:15:00;53;39;18;28;6;56;45;6;13;33;10
2020-06-12 20:30:00;46;29;13;26;8;32;33;8;9;31;12
2020-06-12 20:45:00;23;19;12;14;5;30;19;7;6;16;5
2020-06-12 21:00:00;8;6;2;9;3;7;3;3;2;9;1
2020-06-12 21:15:00;36;20;13;13;8;35;32;7;14;27;8
2020-06-12 21:30:00;39;28;14;20;7;43;32;5;3;11;2
2020-06-12 21:45:00;4;6;0;5;4;5;4;0;0;2;1
2020-06-12 22:00:00;
2020-06-12 22:15:00;
2020-06-12 22:30:00;
2020-06-12 22:45:00;
2020-06-12 23:00:00;
2020-06-12 23:15:00;
2020-06-12 23:30:00;
2020-06-12 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
