DATUM;1(DA2);2(DA3);3(DB1);4(DB2);5(TA1);6(TA2);7(TA3);8(IRA1);9(IRC1);10(IRC2)
2020-09-11 00:00:00;4;1;1;6;1;5;5;0;0;0
2020-09-11 00:15:00;7;4;1;5;2;5;7;0;0;0
2020-09-11 00:30:00;4;2;0;3;0;4;4;0;0;0
2020-09-11 00:45:00;5;2;1;5;3;6;4;0;0;0
2020-09-11 01:00:00;4;2;1;6;4;10;3;0;0;0
2020-09-11 01:15:00;5;3;6;6;4;4;1;0;0;0
2020-09-11 01:30:00;1;3;2;1;10;7;3;0;0;0
2020-09-11 01:45:00;7;5;0;2;2;7;4;0;0;0
2020-09-11 02:00:00;7;3;1;5;2;2;1;0;0;0
2020-09-11 02:15:00;1;2;0;1;1;8;2;0;0;0
2020-09-11 02:30:00;4;2;0;3;4;6;4;0;0;0
2020-09-11 02:45:00;5;4;1;2;1;8;3;0;0;0
2020-09-11 03:00:00;1;3;1;8;3;6;2;0;0;0
2020-09-11 03:15:00;3;1;0;2;7;3;1;0;0;0
2020-09-11 03:30:00;5;0;0;0;1;11;3;0;0;0
2020-09-11 03:45:00;2;1;1;2;8;13;4;0;0;0
2020-09-11 04:00:00;4;4;3;2;2;7;5;0;0;0
2020-09-11 04:15:00;2;6;2;3;6;9;3;0;0;0
2020-09-11 04:30:00;8;8;1;3;4;9;5;0;0;0
2020-09-11 04:45:00;6;15;12;11;6;23;15;0;0;0
2020-09-11 05:00:00;19;28;36;11;4;32;21;0;0;0
2020-09-11 05:15:00;46;80;101;45;11;49;34;0;0;0
2020-09-11 05:30:00;49;66;82;54;22;48;43;0;0;0
2020-09-11 05:45:00;77;45;59;169;25;38;40;2;0;0
2020-09-11 06:00:00;84;26;49;133;41;33;30;0;0;0
2020-09-11 06:15:00;45;42;47;54;17;36;39;0;0;0
2020-09-11 06:30:00;47;51;57;69;18;35;46;0;1;0
2020-09-11 06:45:00;52;51;71;72;12;33;56;0;0;0
2020-09-11 07:00:00;67;46;62;46;18;30;52;0;0;0
2020-09-11 07:15:00;94;61;84;58;15;69;39;0;0;0
2020-09-11 07:30:00;100;34;54;62;14;42;49;0;0;0
2020-09-11 07:45:00;96;34;58;87;21;25;71;0;0;0
2020-09-11 08:00:00;87;26;37;77;12;29;54;1;0;0
2020-09-11 08:15:00;74;35;40;47;14;31;51;0;0;0
2020-09-11 08:30:00;87;27;35;56;13;32;65;0;0;0
2020-09-11 08:45:00;75;19;32;42;16;30;41;0;0;0
2020-09-11 09:00:00;91;24;26;28;15;28;51;0;0;0
2020-09-11 09:15:00;111;30;23;51;17;20;30;1;0;0
2020-09-11 09:30:00;91;24;23;33;11;21;42;0;0;0
2020-09-11 09:45:00;83;30;23;42;15;27;48;0;0;0
2020-09-11 10:00:00;83;22;28;40;19;24;69;0;0;0
2020-09-11 10:15:00;83;20;21;41;15;31;48;2;0;0
2020-09-11 10:30:00;73;20;21;48;18;35;61;1;0;0
2020-09-11 10:45:00;75;28;19;45;20;28;63;0;0;0
2020-09-11 11:00:00;67;16;14;42;12;29;60;0;0;0
2020-09-11 11:15:00;65;17;27;47;24;22;64;1;0;0
2020-09-11 11:30:00;80;22;27;42;21;34;60;0;0;0
2020-09-11 11:45:00;74;23;29;58;21;36;51;0;0;0
2020-09-11 12:00:00;123;32;32;65;26;43;50;0;0;0
2020-09-11 12:15:00;90;34;40;91;28;33;71;0;0;0
2020-09-11 12:30:00;94;32;30;94;19;34;64;1;0;0
2020-09-11 12:45:00;115;32;35;67;24;35;59;0;0;0
2020-09-11 13:00:00;84;34;37;76;25;36;59;4;0;0
2020-09-11 13:15:00;97;33;64;107;19;40;77;1;0;0
2020-09-11 13:30:00;99;50;70;88;17;60;65;0;0;0
2020-09-11 13:45:00;118;54;58;125;27;52;80;0;17;0
2020-09-11 14:00:00;138;35;49;140;50;36;59;1;0;0
2020-09-11 14:15:00;151;34;52;197;65;43;43;0;1;0
2020-09-11 14:30:00;136;33;37;203;64;35;42;0;0;0
2020-09-11 14:45:00;101;30;22;107;21;75;67;0;0;0
2020-09-11 15:00:00;115;28;38;98;31;28;52;0;0;0
2020-09-11 15:15:00;122;35;26;129;28;32;51;0;0;0
2020-09-11 15:30:00;108;26;31;85;24;30;54;1;0;0
2020-09-11 15:45:00;111;19;25;71;27;30;60;0;0;0
2020-09-11 16:00:00;100;28;21;76;16;23;87;0;0;0
2020-09-11 16:15:00;96;26;23;58;21;31;68;0;0;0
2020-09-11 16:30:00;105;20;28;62;16;40;72;0;0;0
2020-09-11 16:45:00;82;19;20;61;13;32;60;0;0;0
2020-09-11 17:00:00;84;29;24;70;18;30;56;0;0;0
2020-09-11 17:15:00;75;24;17;58;12;22;77;0;0;0
2020-09-11 17:30:00;72;23;20;62;15;26;74;0;0;0
2020-09-11 17:45:00;91;28;29;50;8;25;71;1;0;0
2020-09-11 18:00:00;86;31;16;41;18;27;64;0;0;0
2020-09-11 18:15:00;72;21;21;57;10;21;67;0;0;0
2020-09-11 18:30:00;65;17;31;48;16;26;67;0;0;0
2020-09-11 18:45:00;55;20;21;38;5;27;61;0;0;0
2020-09-11 19:00:00;63;20;17;38;11;12;52;0;0;0
2020-09-11 19:15:00;49;19;15;28;5;23;43;0;0;0
2020-09-11 19:30:00;51;19;24;40;13;21;39;0;0;0
2020-09-11 19:45:00;48;12;21;31;8;25;41;0;0;0
2020-09-11 20:00:00;34;8;16;27;7;21;28;0;0;0
2020-09-11 20:15:00;38;12;14;28;9;23;30;0;0;0
2020-09-11 20:30:00;29;18;25;23;5;22;29;0;0;0
2020-09-11 20:45:00;35;18;29;28;6;20;24;0;0;0
2020-09-11 21:00:00;33;36;53;46;5;27;36;0;0;0
2020-09-11 21:15:00;46;45;52;51;7;42;37;0;0;0
2020-09-11 21:30:00;77;37;43;43;18;39;39;0;0;0
2020-09-11 21:45:00;59;25;21;84;34;20;30;0;0;0
2020-09-11 22:00:00;45;17;11;128;35;23;29;0;2;0
2020-09-11 22:15:00;26;11;9;42;14;18;24;0;0;0
2020-09-11 22:30:00;17;5;3;25;10;10;12;0;0;0
2020-09-11 22:45:00;11;5;9;16;7;17;14;0;0;0
2020-09-11 23:00:00;16;4;1;11;7;9;15;0;0;0
2020-09-11 23:15:00;5;6;7;14;8;9;12;0;0;0
2020-09-11 23:30:00;10;10;4;7;2;13;9;0;0;0
2020-09-11 23:45:00;15;8;11;18;6;15;9;0;0;0
