DATUM;1(DA1);2(DA2RES);3(DB1);4(DC1);5(DC2RES);6(DD1);7(TAFBA);8(TAFGB);9(TAFBB);10(TAFBC);11(TAFGD);12(TAFBD);13(TAFGB2);14(TAFBB2)
2020-09-24 00:00:00;1;0;4;0;0;4;0;0;0;0;0;0;0;0
2020-09-24 00:15:00;1;0;5;0;0;9;0;0;0;0;0;0;0;0
2020-09-24 00:30:00;0;0;3;0;0;7;0;0;0;0;0;0;0;0
2020-09-24 00:45:00;1;0;7;0;0;8;0;0;0;0;0;0;0;0
2020-09-24 01:00:00;0;0;5;0;0;6;0;0;0;0;0;0;0;0
2020-09-24 01:15:00;0;0;2;1;2;8;0;0;0;0;0;0;0;0
2020-09-24 01:30:00;0;0;0;0;1;2;0;0;0;0;0;0;0;0
2020-09-24 01:45:00;0;0;5;0;0;4;0;0;0;0;0;0;0;0
2020-09-24 02:00:00;0;0;3;0;0;3;0;0;0;0;0;0;0;0
2020-09-24 02:15:00;0;0;4;0;0;1;0;0;0;0;0;0;0;0
2020-09-24 02:30:00;0;0;2;0;0;3;0;0;0;0;0;0;0;0
2020-09-24 02:45:00;0;0;3;1;1;3;0;0;0;0;0;0;0;0
2020-09-24 03:00:00;0;0;6;0;0;2;0;0;0;0;0;0;0;0
2020-09-24 03:15:00;1;0;4;0;0;4;0;0;0;0;0;0;0;0
2020-09-24 03:30:00;0;0;4;0;0;4;0;0;0;0;0;0;0;0
2020-09-24 03:45:00;0;0;4;0;0;4;0;0;0;0;0;0;0;0
2020-09-24 04:00:00;0;0;4;1;1;3;0;0;0;0;0;0;0;0
2020-09-24 04:15:00;0;0;12;1;1;2;0;0;0;0;0;0;0;0
2020-09-24 04:30:00;0;0;13;0;0;5;0;0;0;0;0;0;0;0
2020-09-24 04:45:00;0;0;24;0;2;7;0;0;0;0;0;0;0;0
2020-09-24 05:00:00;0;0;70;5;6;9;0;0;0;0;0;0;0;0
2020-09-24 05:15:00;3;0;145;2;2;6;0;0;0;0;0;0;0;0
2020-09-24 05:30:00;3;0;153;3;3;15;0;0;0;0;0;0;0;0
2020-09-24 05:45:00;4;0;131;3;6;58;0;0;0;0;0;0;0;0
2020-09-24 06:00:00;1;0;104;3;4;71;0;0;0;0;0;0;0;0
2020-09-24 06:15:00;1;0;172;2;3;68;0;0;0;0;0;0;0;0
2020-09-24 06:30:00;1;0;219;10;11;64;0;0;0;0;0;0;0;0
2020-09-24 06:45:00;0;0;243;8;8;66;0;0;0;0;0;0;0;0
2020-09-24 07:00:00;1;0;240;9;11;53;0;1;0;0;0;0;0;0
2020-09-24 07:15:00;4;0;271;30;34;84;0;1;0;0;0;0;1;0
