DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2020-05-11 00:00:00;8;4;3;2;0;2;7;6;0;0;0
2020-05-11 00:15:00;9;2;1;0;0;0;9;0;0;4;0
2020-05-11 00:30:00;6;4;1;2;0;3;10;1;0;2;0
2020-05-11 00:45:00;5;7;0;0;0;1;9;2;0;1;0
2020-05-11 01:00:00;4;3;0;1;0;1;10;1;0;2;0
2020-05-11 01:15:00;8;3;1;1;0;1;7;2;0;1;0
2020-05-11 01:30:00;3;6;1;1;1;2;6;3;0;0;0
2020-05-11 01:45:00;8;7;0;0;0;0;5;2;0;1;0
2020-05-11 02:00:00;4;1;0;0;0;0;9;2;0;2;0
2020-05-11 02:15:00;3;4;0;2;0;2;5;2;0;0;0
2020-05-11 02:30:00;4;4;1;0;0;0;6;1;0;0;0
2020-05-11 02:45:00;3;1;0;0;0;0;3;0;0;0;0
2020-05-11 03:00:00;5;2;0;0;0;0;5;1;0;0;0
2020-05-11 03:15:00;3;1;0;1;0;2;8;0;0;0;0
2020-05-11 03:30:00;3;6;0;1;0;1;8;0;0;0;0
2020-05-11 03:45:00;1;1;0;1;0;1;4;2;0;1;0
2020-05-11 04:00:00;6;4;1;1;0;2;15;4;0;1;0
2020-05-11 04:15:00;3;6;2;1;0;2;12;2;0;1;0
2020-05-11 04:30:00;12;8;3;0;0;1;19;0;0;1;0
2020-05-11 04:45:00;4;9;4;1;0;1;34;13;0;1;0
2020-05-11 05:00:00;22;15;7;2;1;4;59;20;0;6;0
2020-05-11 05:15:00;24;27;13;3;1;5;91;81;0;1;0
2020-05-11 05:30:00;46;32;28;13;2;19;111;98;0;3;0
2020-05-11 05:45:00;46;24;16;18;5;31;93;87;1;5;1
2020-05-11 06:00:00;60;32;25;14;2;14;98;76;0;2;0
2020-05-11 06:15:00;51;32;18;24;3;30;112;99;0;5;0
2020-05-11 06:30:00;73;44;44;32;6;40;125;119;2;6;0
2020-05-11 06:45:00;71;44;44;37;15;58;129;113;4;4;1
2020-05-11 07:00:00;71;31;24;39;12;56;111;118;0;12;0
2020-05-11 07:15:00;68;38;34;49;16;65;128;125;1;10;0
2020-05-11 07:30:00;70;27;23;42;25;76;118;133;3;13;0
2020-05-11 07:45:00;82;30;34;36;15;48;112;109;3;10;0
2020-05-11 08:00:00;54;32;21;27;8;37;94;105;1;7;1
2020-05-11 08:15:00;74;29;18;23;6;29;92;85;0;10;1
2020-05-11 08:30:00;82;30;24;28;10;37;84;82;1;5;2
2020-05-11 08:45:00;84;42;29;26;8;35;86;88;0;13;0
2020-05-11 09:00:00;83;35;22;21;3;26;93;85;2;9;0
2020-05-11 09:15:00;83;29;29;24;3;25;91;74;0;7;0
2020-05-11 09:30:00;88;48;37;23;8;31;85;81;2;16;1
2020-05-11 09:45:00;113;33;29;11;9;20;87;75;1;12;0
2020-05-11 10:00:00;95;32;16;14;5;19;91;59;3;16;3
2020-05-11 10:15:00;81;40;36;15;0;15;80;64;1;4;1
2020-05-11 10:30:00;111;49;18;19;4;21;86;83;1;8;1
2020-05-11 10:45:00;77;46;31;17;6;25;79;71;0;12;0
2020-05-11 11:00:00;110;46;29;17;4;20;82;52;1;11;1
2020-05-11 11:15:00;91;37;34;14;3;18;84;66;2;11;0
2020-05-11 11:30:00;118;41;35;11;4;14;87;70;3;6;2
2020-05-11 11:45:00;91;40;28;19;8;29;81;67;2;12;1
