DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(TAFGA);10(TAFBA);11(TAFGB);12(TAFBB);13(TAFBC)
2020-11-05 00:00:00;4;4;4;4;4;0;0;0;0;0;0;0;0
2020-11-05 00:15:00;20;20;20;20;0;0;1;1;0;0;0;0;0
2020-11-05 00:30:00;34;33;32;32;5;0;0;1;0;0;0;0;0
2020-11-05 00:45:00;42;41;41;41;4;0;0;0;0;0;0;0;0
2020-11-05 01:00:00;25;24;24;24;8;0;0;0;0;0;0;0;0
2020-11-05 01:15:00;15;15;15;15;2;1;0;0;0;0;0;0;0
2020-11-05 01:30:00;0;0;0;0;1;0;0;0;0;0;0;0;0
2020-11-05 01:45:00;0;0;0;0;2;0;0;0;0;0;0;0;0
2020-11-05 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 02:15:00;0;0;0;0;1;1;0;0;0;0;0;0;0
2020-11-05 02:30:00;0;0;0;0;0;0;0;1;0;0;0;0;0
2020-11-05 02:45:00;0;0;0;0;2;0;0;0;0;0;0;0;0
2020-11-05 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 03:15:00;0;0;0;0;2;0;0;0;0;0;0;0;0
2020-11-05 03:30:00;0;0;0;0;3;0;0;0;0;0;0;0;0
2020-11-05 03:45:00;0;0;0;0;3;0;0;1;0;0;0;0;0
2020-11-05 04:00:00;0;0;0;0;5;2;0;2;0;0;0;0;0
2020-11-05 04:15:00;0;0;0;0;6;0;0;0;0;0;0;0;0
2020-11-05 04:30:00;1;1;1;1;4;1;0;0;0;0;0;0;0
2020-11-05 04:45:00;1;1;1;1;10;1;2;3;0;0;0;0;0
2020-11-05 05:00:00;0;0;0;0;59;3;0;2;0;0;0;0;0
2020-11-05 05:15:00;0;0;0;0;106;1;0;4;0;0;0;0;0
2020-11-05 05:30:00;0;0;0;0;90;3;0;0;0;0;0;0;0
2020-11-05 05:45:00;0;0;0;0;80;4;2;4;0;0;0;0;0
2020-11-05 06:00:00;0;0;0;0;81;2;9;10;0;0;0;0;0
2020-11-05 06:15:00;0;0;0;0;103;7;11;10;0;0;0;0;0
2020-11-05 06:30:00;1;1;1;1;107;19;11;12;9;4;0;0;0
2020-11-05 06:45:00;0;0;0;0;93;19;13;13;3;2;4;0;0
2020-11-05 07:00:00;0;0;0;0;97;16;5;14;0;0;0;0;0
2020-11-05 07:15:00;0;0;0;0;96;21;10;13;0;0;6;2;0
2020-11-05 07:30:00;0;0;0;0;101;32;14;14;4;0;0;0;0
2020-11-05 07:45:00;2;2;2;2;80;37;14;21;10;0;5;0;0
2020-11-05 08:00:00;0;0;0;0;81;23;15;18;0;0;9;0;0
2020-11-05 08:15:00;2;2;2;2;75;26;18;33;3;0;6;0;0
2020-11-05 08:30:00;0;0;0;0;61;19;11;21;8;0;1;0;0
2020-11-05 08:45:00;2;2;2;2;54;28;17;25;1;0;9;0;0
2020-11-05 09:00:00;5;5;5;5;59;19;19;25;17;2;7;0;0
2020-11-05 09:15:00;44;44;44;44;66;25;16;25;63;11;33;2;0
2020-11-05 09:30:00;133;133;134;134;49;18;19;31;8;0;7;0;0
2020-11-05 09:45:00;191;191;190;190;59;23;28;33;5;0;13;0;0
2020-11-05 10:00:00;93;93;90;90;42;31;27;34;23;0;2;0;0
2020-11-05 10:15:00;11;11;11;11;40;20;25;34;11;0;0;0;0
2020-11-05 10:30:00;33;33;33;33;73;22;28;43;14;0;9;0;0
2020-11-05 10:45:00;35;35;35;35;53;13;24;35;8;1;19;0;0
2020-11-05 11:00:00;19;19;19;19;42;25;21;43;12;0;6;3;5
2020-11-05 11:15:00;17;17;17;17;52;26;25;43;9;4;3;17;2
2020-11-05 11:30:00;25;25;25;25;47;25;28;41;15;0;2;0;0
2020-11-05 11:45:00;10;10;10;10;50;14;23;34;9;2;7;0;0
2020-11-05 12:00:00;67;67;67;67;40;21;38;40;4;0;9;8;2
2020-11-05 12:15:00;20;20;20;20;46;15;18;41;18;0;14;0;2
2020-11-05 12:30:00;26;26;26;26;65;13;13;37;6;4;0;0;0
2020-11-05 12:45:00;14;14;14;14;72;15;34;33;3;0;2;1;1
2020-11-05 13:00:00;14;14;14;14;78;28;16;31;10;3;5;0;0
2020-11-05 13:15:00;74;74;74;74;91;20;21;30;8;2;25;3;0
2020-11-05 13:30:00;124;124;123;123;113;13;22;40;45;19;8;4;0
2020-11-05 13:45:00;45;45;45;45;79;10;19;33;9;0;8;0;0
2020-11-05 14:00:00;39;40;40;40;85;14;28;25;1;0;5;0;0
2020-11-05 14:15:00;40;40;40;40;74;16;22;31;14;0;4;2;0
2020-11-05 14:30:00;50;50;50;50;60;9;29;27;3;0;1;0;0
2020-11-05 14:45:00;30;30;30;30;54;15;27;21;7;2;12;0;0
2020-11-05 15:00:00;65;65;65;65;61;15;28;31;17;0;15;0;0
2020-11-05 15:15:00;51;51;51;51;49;22;27;22;8;0;13;2;0
2020-11-05 15:30:00;65;65;64;64;69;14;23;32;12;0;9;0;0
2020-11-05 15:45:00;26;26;26;26;53;23;41;46;7;7;15;3;0
2020-11-05 16:00:00;25;25;25;25;70;21;39;35;37;0;6;0;0
2020-11-05 16:15:00;27;27;27;27;83;17;31;35;10;0;6;0;0
2020-11-05 16:30:00;44;44;44;44;67;32;32;36;6;4;5;3;0
2020-11-05 16:45:00;19;19;19;19;58;26;41;37;8;0;14;1;0
2020-11-05 17:00:00;83;83;83;83;71;31;40;38;11;0;3;1;0
2020-11-05 17:15:00;19;19;19;19;59;26;47;50;4;4;3;0;0
2020-11-05 17:30:00;21;21;21;21;67;28;41;42;11;0;9;0;0
2020-11-05 17:45:00;2;2;2;2;60;28;28;43;16;0;15;0;0
2020-11-05 18:00:00;0;0;0;0;50;18;21;40;9;0;3;0;0
2020-11-05 18:15:00;0;0;0;0;51;20;29;31;3;0;3;0;0
2020-11-05 18:30:00;0;0;0;0;36;17;24;32;1;0;2;0;0
2020-11-05 18:45:00;40;40;40;40;33;9;18;23;3;0;0;0;0
2020-11-05 19:00:00;6;6;6;6;35;8;18;16;2;0;0;0;0
2020-11-05 19:15:00;0;0;0;0;26;11;12;11;1;0;2;0;0
2020-11-05 19:30:00;3;3;3;3;18;11;16;19;1;0;3;0;0
2020-11-05 19:45:00;71;72;72;72;19;3;17;20;4;1;0;0;0
2020-11-05 20:00:00;44;44;44;44;31;2;14;12;1;0;0;0;0
2020-11-05 20:15:00;22;22;22;22;31;2;4;9;0;0;0;0;0
2020-11-05 20:30:00;34;34;34;34;27;1;1;6;1;0;0;0;0
2020-11-05 20:45:00;76;76;77;77;38;0;0;1;0;0;0;0;0
2020-11-05 21:00:00;58;59;59;59;76;0;1;8;2;0;0;0;0
2020-11-05 21:15:00;5;5;5;5;68;1;14;10;0;0;0;0;0
2020-11-05 21:30:00;30;30;30;30;50;0;0;1;0;0;0;0;0
2020-11-05 21:45:00;62;62;62;62;11;0;0;1;0;0;0;0;0
2020-11-05 22:00:00;10;10;10;10;22;0;2;5;0;0;0;0;0
2020-11-05 22:15:00;22;22;22;22;14;1;0;0;0;0;0;0;0
2020-11-05 22:30:00;26;26;26;26;15;1;0;0;0;0;0;0;0
2020-11-05 22:45:00;18;18;18;18;11;0;0;1;0;0;0;0;0
2020-11-05 23:00:00;0;0;0;0;6;2;0;0;0;0;0;0;0
2020-11-05 23:15:00;11;11;11;11;4;0;0;0;0;0;0;0;0
2020-11-05 23:30:00;29;29;29;29;6;0;0;1;0;0;0;0;0
2020-11-05 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
