DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2020-03-17 00:00:00;3;0;6;0;0;0
2020-03-17 00:15:00;2;0;4;0;0;0
2020-03-17 00:30:00;3;0;2;0;0;0
2020-03-17 00:45:00;5;0;6;0;0;0
2020-03-17 01:00:00;7;0;3;0;0;0
2020-03-17 01:15:00;6;0;5;0;0;0
2020-03-17 01:30:00;8;0;4;0;0;0
2020-03-17 01:45:00;1;1;1;0;0;0
2020-03-17 02:00:00;4;0;4;0;0;0
2020-03-17 02:15:00;2;0;4;0;0;0
2020-03-17 02:30:00;3;0;1;0;0;0
2020-03-17 02:45:00;3;0;8;0;0;0
2020-03-17 03:00:00;4;0;4;1;0;0
2020-03-17 03:15:00;1;0;7;0;0;0
2020-03-17 03:30:00;4;1;3;2;0;0
2020-03-17 03:45:00;0;0;6;0;0;0
2020-03-17 04:00:00;4;0;8;0;0;0
2020-03-17 04:15:00;5;1;4;0;0;0
2020-03-17 04:30:00;6;1;12;1;0;0
2020-03-17 04:45:00;7;3;22;0;0;0
2020-03-17 05:00:00;17;15;89;0;5;0
2020-03-17 05:15:00;69;33;145;2;5;13
2020-03-17 05:30:00;60;34;180;12;9;6
2020-03-17 05:45:00;115;28;121;63;6;4
2020-03-17 06:00:00;108;8;92;87;8;24
2020-03-17 06:15:00;86;26;123;30;3;12
2020-03-17 06:30:00;86;31;170;11;27;4
2020-03-17 06:45:00;77;7;129;1;3;13
2020-03-17 07:00:00;66;8;112;4;4;7
2020-03-17 07:15:00;79;8;104;0;7;9
2020-03-17 07:30:00;77;11;122;2;8;8
2020-03-17 07:45:00;66;4;107;3;1;9
2020-03-17 08:00:00;43;9;84;3;1;4
2020-03-17 08:15:00;56;2;70;2;0;12
2020-03-17 08:30:00;47;2;65;1;0;2
2020-03-17 08:45:00;51;1;67;1;0;1
2020-03-17 09:00:00;44;3;52;5;5;0
2020-03-17 09:15:00;47;1;54;3;2;1
2020-03-17 09:30:00;45;0;45;3;2;1
2020-03-17 09:45:00;40;4;44;0;0;2
2020-03-17 10:00:00;49;1;74;5;0;0
2020-03-17 10:15:00;56;2;52;0;0;2
2020-03-17 10:30:00;47;1;57;2;0;3
2020-03-17 10:45:00;45;3;53;1;1;1
2020-03-17 11:00:00;55;2;35;5;2;0
2020-03-17 11:15:00;54;0;47;0;1;0
2020-03-17 11:30:00;56;2;40;5;5;0
2020-03-17 11:45:00;57;1;47;4;1;2
2020-03-17 12:00:00;56;2;40;5;1;3
2020-03-17 12:15:00;58;2;51;4;0;0
2020-03-17 12:30:00;52;2;47;3;5;1
2020-03-17 12:45:00;51;9;68;4;2;17
2020-03-17 13:00:00;57;13;94;7;13;15
2020-03-17 13:15:00;75;37;152;4;6;20
2020-03-17 13:30:00;89;50;195;5;5;20
2020-03-17 13:45:00;102;60;143;21;7;15
2020-03-17 14:00:00;95;23;120;52;14;20
2020-03-17 14:15:00;116;5;99;89;16;12
2020-03-17 14:30:00;99;1;65;40;17;27
2020-03-17 14:45:00;85;3;59;32;15;4
2020-03-17 15:00:00;114;1;54;46;16;10
2020-03-17 15:15:00;162;7;88;38;17;19
2020-03-17 15:30:00;121;0;61;28;11;3
2020-03-17 15:45:00;79;4;58;18;10;3
2020-03-17 16:00:00;90;1;39;18;5;8
2020-03-17 16:15:00;103;1;59;21;4;6
2020-03-17 16:30:00;111;3;55;26;30;13
2020-03-17 16:45:00;80;6;45;16;8;15
2020-03-17 17:00:00;85;3;41;16;3;4
2020-03-17 17:15:00;65;2;61;9;9;5
2020-03-17 17:30:00;78;1;50;8;4;2
2020-03-17 17:45:00;66;1;50;5;0;13
2020-03-17 18:00:00;58;0;35;3;0;0
2020-03-17 18:15:00;49;0;48;8;0;2
2020-03-17 18:30:00;45;1;32;5;0;0
2020-03-17 18:45:00;31;1;33;5;0;1
2020-03-17 19:00:00;37;0;17;6;2;0
2020-03-17 19:15:00;34;0;33;3;0;0
2020-03-17 19:30:00;35;0;19;1;0;1
2020-03-17 19:45:00;25;1;19;1;0;0
2020-03-17 20:00:00;26;0;17;0;0;0
2020-03-17 20:15:00;25;0;31;1;1;0
2020-03-17 20:30:00;21;2;25;1;0;0
2020-03-17 20:45:00;20;4;52;2;4;0
2020-03-17 21:00:00;26;14;107;2;13;2
2020-03-17 21:15:00;22;26;145;3;12;7
2020-03-17 21:30:00;19;14;92;24;2;9
2020-03-17 21:45:00;67;5;62;119;8;10
2020-03-17 22:00:00;107;2;36;171;9;12
2020-03-17 22:15:00;40;2;14;40;0;3
2020-03-17 22:30:00;17;0;5;13;2;0
2020-03-17 22:45:00;12;0;12;4;0;0
2020-03-17 23:00:00;11;0;11;1;0;0
2020-03-17 23:15:00;8;1;2;0;0;0
2020-03-17 23:30:00;9;0;7;3;0;0
