DATUM;1(RES1);2(DE1);3(DE2);4(DH1);5(DH2);6(DDL1);7(DDL2);8(DAL1);9(RES2);10(DBR1);11(DBR2)
2020-03-28 00:00:00;8;10;6;4;2;2;0;3;0;0;0
2020-03-28 00:15:00;6;8;4;10;2;1;12;2;0;1;0
2020-03-28 00:30:00;4;5;3;8;1;4;0;2;0;3;2
2020-03-28 00:45:00;4;4;3;1;1;4;2;1;0;0;1
2020-03-28 01:00:00;6;7;2;7;2;1;0;3;0;0;1
2020-03-28 01:15:00;6;9;6;11;4;0;0;1;0;2;0
2020-03-28 01:30:00;9;9;8;1;0;0;0;0;0;1;1
2020-03-28 01:45:00;5;6;2;3;2;0;0;0;0;1;1
2020-03-28 02:00:00;6;6;5;1;1;0;0;0;0;1;0
2020-03-28 02:15:00;8;9;7;1;1;2;0;2;0;1;1
2020-03-28 02:30:00;4;5;3;4;0;1;0;0;0;0;1
2020-03-28 02:45:00;7;8;4;6;1;3;1;1;0;0;0
2020-03-28 03:00:00;4;4;4;7;2;1;0;1;0;0;0
2020-03-28 03:15:00;5;6;4;3;0;2;1;0;0;0;1
2020-03-28 03:30:00;2;6;3;6;4;0;0;0;0;1;2
2020-03-28 03:45:00;1;5;0;7;2;2;0;0;0;0;0
2020-03-28 04:00:00;7;9;4;5;5;0;0;2;0;1;0
2020-03-28 04:15:00;4;5;3;4;0;0;0;1;0;0;1
2020-03-28 04:30:00;5;6;6;6;2;1;0;1;0;1;3
2020-03-28 04:45:00;12;13;9;2;4;0;0;2;0;0;1
2020-03-28 05:00:00;8;8;7;10;2;2;0;2;0;2;1
2020-03-28 05:15:00;12;13;8;5;3;7;0;4;0;2;3
2020-03-28 05:30:00;16;17;8;16;5;6;1;3;0;2;6
2020-03-28 05:45:00;21;23;10;9;9;10;1;7;0;1;6
2020-03-28 06:00:00;10;12;8;15;7;3;0;6;0;2;3
2020-03-28 06:15:00;20;25;17;12;10;10;3;8;0;4;4
2020-03-28 06:30:00;23;28;11;15;11;3;1;4;0;5;9
2020-03-28 06:45:00;17;27;8;18;17;7;2;11;0;4;7
2020-03-28 07:00:00;14;18;7;22;13;6;4;6;0;8;9
2020-03-28 07:15:00;20;26;15;17;16;12;3;11;0;8;11
2020-03-28 07:30:00;24;29;20;35;18;9;5;10;0;4;4
2020-03-28 07:45:00;36;49;26;27;19;6;3;9;0;4;14
2020-03-28 08:00:00;27;40;18;23;16;11;68;11;0;7;10
2020-03-28 08:15:00;29;40;26;19;14;7;3;7;0;6;9
2020-03-28 08:30:00;40;51;31;34;29;13;4;12;0;9;12
2020-03-28 08:45:00;43;53;29;37;20;13;9;12;0;8;10
2020-03-28 09:00:00;41;54;34;45;24;16;5;15;0;13;13
2020-03-28 09:15:00;51;57;40;39;16;15;7;13;0;9;15
2020-03-28 09:30:00;57;72;52;49;32;15;10;20;0;12;9
2020-03-28 09:45:00;57;79;66;39;44;11;5;21;0;18;22
2020-03-28 10:00:00;46;66;51;52;37;12;3;26;0;20;20
2020-03-28 10:15:00;69;90;54;49;42;20;6;29;0;13;16
2020-03-28 10:30:00;51;68;46;84;37;16;7;33;0;12;18
2020-03-28 10:45:00;66;91;58;51;56;13;26;29;0;16;12
2020-03-28 11:00:00;65;83;61;52;50;10;16;35;0;15;16
2020-03-28 11:15:00;65;85;54;47;44;14;5;26;0;19;22
