DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2020-09-28 00:00:00;3;1;2;4;1;4;0;0;1
2020-09-28 00:15:00;2;1;2;4;0;8;4;0;2
2020-09-28 00:30:00;3;0;0;4;0;9;2;0;1
2020-09-28 00:45:00;4;1;0;0;0;1;2;0;1
2020-09-28 01:00:00;4;1;2;1;0;6;1;0;1
2020-09-28 01:15:00;1;2;1;1;0;4;3;0;1
2020-09-28 01:30:00;1;1;0;0;0;1;0;0;0
2020-09-28 01:45:00;1;2;0;0;0;5;2;0;2
2020-09-28 02:00:00;1;1;2;6;0;3;0;0;0
2020-09-28 02:15:00;1;2;3;2;0;0;1;0;2
2020-09-28 02:30:00;2;2;2;1;0;1;1;0;1
2020-09-28 02:45:00;5;1;0;5;2;2;3;0;3
2020-09-28 03:00:00;3;3;1;0;0;3;1;0;4
2020-09-28 03:15:00;2;2;0;2;0;2;1;0;4
2020-09-28 03:30:00;3;1;0;1;0;1;1;0;3
2020-09-28 03:45:00;3;5;0;4;0;3;0;0;6
2020-09-28 04:00:00;3;2;1;6;1;2;2;0;1
2020-09-28 04:15:00;4;3;1;8;2;5;2;0;3
2020-09-28 04:30:00;2;1;1;4;0;6;1;0;2
2020-09-28 04:45:00;8;8;3;6;2;4;6;0;1
2020-09-28 05:00:00;20;15;3;14;4;18;18;0;7
2020-09-28 05:15:00;30;10;3;28;11;20;23;0;10
2020-09-28 05:30:00;44;34;4;31;14;40;32;0;13
2020-09-28 05:45:00;46;17;10;37;25;47;47;0;15
2020-09-28 06:00:00;43;19;6;32;33;48;61;0;14
2020-09-28 06:15:00;44;25;7;31;23;52;73;0;10
2020-09-28 06:30:00;55;39;11;33;23;85;112;0;23
2020-09-28 06:45:00;50;31;4;40;36;103;109;0;22
2020-09-28 07:00:00;43;29;7;35;23;130;140;0;17
2020-09-28 07:15:00;61;39;10;37;30;181;152;0;22
2020-09-28 07:30:00;78;45;14;30;15;161;149;0;21
2020-09-28 07:45:00;67;50;22;41;49;127;131;0;25
2020-09-28 08:00:00;70;47;17;37;26;109;95;0;30
2020-09-28 08:15:00;71;39;23;44;28;84;90;0;23
2020-09-28 08:30:00;51;29;19;39;30;80;78;0;12
2020-09-28 08:45:00;59;39;21;38;28;71;72;0;28
2020-09-28 09:00:00;56;27;17;29;27;55;68;0;19
2020-09-28 09:15:00;67;35;20;34;27;59;67;0;15
2020-09-28 09:30:00;76;40;21;33;33;48;67;0;19
2020-09-28 09:45:00;79;34;21;48;35;59;79;0;23
2020-09-28 10:00:00;70;43;22;40;34;64;65;0;31
2020-09-28 10:15:00;65;47;23;36;23;55;58;0;21
2020-09-28 10:30:00;67;40;14;39;42;41;65;0;16
2020-09-28 10:45:00;81;44;27;51;38;46;56;0;26
2020-09-28 11:00:00;72;46;14;48;44;51;54;0;28
2020-09-28 11:15:00;71;38;17;43;40;58;60;0;19
2020-09-28 11:30:00;79;47;20;42;38;61;70;0;23
2020-09-28 11:45:00;65;48;22;44;39;56;62;0;19
2020-09-28 12:00:00;78;63;14;40;38;47;54;0;18
2020-09-28 12:15:00;73;58;18;45;42;50;58;0;21
2020-09-28 12:30:00;83;54;19;43;38;56;69;0;31
2020-09-28 12:45:00;73;48;16;61;45;64;70;0;16
2020-09-28 13:00:00;86;68;26;57;56;54;63;0;28
2020-09-28 13:15:00;120;87;26;57;57;66;71;0;21
2020-09-28 13:30:00;101;58;14;57;61;80;103;0;23
2020-09-28 13:45:00;78;71;22;50;40;70;72;0;20
2020-09-28 14:00:00;97;71;22;53;54;84;89;0;24
2020-09-28 14:15:00;71;69;17;60;77;64;85;0;15
2020-09-28 14:30:00;102;83;15;102;114;74;88;0;21
