DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2019-11-14 00:00:00;12;10;9;5;2;10;14;1;1
2019-11-14 00:15:00;12;11;9;5;1;7;9;1;6
2019-11-14 00:30:00;7;7;4;1;0;7;6;0;1
2019-11-14 00:45:00;11;7;6;4;2;8;7;2;2
2019-11-14 01:00:00;7;7;3;3;2;6;3;0;0
2019-11-14 01:15:00;10;9;8;5;1;5;6;0;0
2019-11-14 01:30:00;3;1;4;4;1;3;6;0;0
2019-11-14 01:45:00;9;5;5;0;1;9;8;0;0
2019-11-14 02:00:00;6;2;5;1;1;13;10;0;0
2019-11-14 02:15:00;3;6;7;4;1;5;8;0;0
2019-11-14 02:30:00;10;2;3;1;0;6;2;0;0
2019-11-14 02:45:00;6;4;5;2;0;4;6;0;0
2019-11-14 03:00:00;7;8;2;1;0;1;2;0;0
2019-11-14 03:15:00;5;4;6;3;0;6;6;0;0
2019-11-14 03:30:00;7;2;2;0;1;4;3;0;1
2019-11-14 03:45:00;6;6;3;2;0;7;1;1;1
2019-11-14 04:00:00;4;2;2;0;0;6;3;0;0
2019-11-14 04:15:00;11;7;3;2;0;7;4;0;0
2019-11-14 04:30:00;11;4;6;1;1;20;8;1;0
2019-11-14 04:45:00;17;9;9;3;3;33;18;1;0
2019-11-14 05:00:00;26;11;15;4;0;21;22;2;4
2019-11-14 05:15:00;37;18;23;4;0;36;32;3;8
2019-11-14 05:30:00;36;19;34;11;2;41;36;7;10
2019-11-14 05:45:00;63;45;57;12;4;70;77;10;16
2019-11-14 06:00:00;64;51;49;8;4;59;54;4;12
2019-11-14 06:15:00;75;48;59;12;6;83;73;7;13
2019-11-14 06:30:00;94;71;91;25;12;108;100;22;21
2019-11-14 06:45:00;102;114;77;17;9;102;123;6;18
2019-11-14 07:00:00;126;192;99;33;9;97;113;14;31
2019-11-14 07:15:00;134;181;89;31;10;95;89;18;29
2019-11-14 07:30:00;123;143;74;27;13;78;113;21;36
2019-11-14 07:45:00;111;140;83;39;10;126;143;27;34
2019-11-14 08:00:00;114;132;82;19;10;108;120;13;27
2019-11-14 08:15:00;115;131;100;27;9;90;106;18;22
2019-11-14 08:30:00;116;132;107;22;10;110;112;22;26
2019-11-14 08:45:00;117;100;93;29;12;105;117;16;22
2019-11-14 09:00:00;101;90;69;22;11;102;79;9;19
2019-11-14 09:15:00;113;117;100;19;11;83;78;16;64
2019-11-14 09:30:00;86;105;90;20;12;83;100;13;23
2019-11-14 09:45:00;94;114;96;24;13;101;86;9;19
2019-11-14 10:00:00;94;99;91;17;8;88;81;16;21
2019-11-14 10:15:00;109;106;88;14;9;93;79;14;17
2019-11-14 10:30:00;99;90;75;15;11;100;72;17;19
2019-11-14 10:45:00;97;100;82;24;10;83;97;17;22
2019-11-14 11:00:00;89;88;87;25;8;100;91;18;23
2019-11-14 11:15:00;95;87;100;28;11;112;90;21;24
2019-11-14 11:30:00;101;106;75;21;12;110;97;27;23
2019-11-14 11:45:00;90;98;89;14;12;86;87;11;22
2019-11-14 12:00:00;85;90;80;16;12;109;92;12;24
2019-11-14 12:15:00;74;90;87;23;10;98;95;12;24
2019-11-14 12:30:00;83;94;82;25;12;115;98;18;17
2019-11-14 12:45:00;96;91;82;25;6;92;80;12;20
2019-11-14 13:00:00;91;106;82;28;11;112;100;11;20
2019-11-14 13:15:00;102;92;95;23;10;115;103;14;23
2019-11-14 13:30:00;96;108;95;21;10;93;99;15;17
2019-11-14 13:45:00;87;100;93;25;10;99;95;16;19
2019-11-14 14:00:00;111;126;96;25;9;112;113;15;21
2019-11-14 14:15:00;117;118;75;26;13;111;88;16;22
2019-11-14 14:30:00;113;110;103;26;13;105;111;15;19
2019-11-14 14:45:00;106;131;95;36;12;113;99;18;18
2019-11-14 15:00:00;89;112;83;24;11;120;143;19;27
2019-11-14 15:15:00;121;123;94;23;14;118;121;16;23
2019-11-14 15:30:00;105;119;89;41;12;123;127;31;37
2019-11-14 15:45:00;117;134;98;29;13;121;110;24;33
2019-11-14 16:00:00;123;137;92;30;11;120;152;169;36
2019-11-14 16:15:00;122;143;78;30;11;125;139;21;46
2019-11-14 16:30:00;121;166;84;39;12;128;134;15;62
2019-11-14 16:45:00;134;172;69;41;12;112;138;74;28
2019-11-14 17:00:00;138;172;90;46;15;133;142;20;48
2019-11-14 17:15:00;132;179;87;39;10;119;115;15;23
2019-11-14 17:30:00;110;160;88;41;10;112;120;27;37
2019-11-14 17:45:00;115;147;87;35;11;115;109;12;21
2019-11-14 18:00:00;120;161;70;39;14;97;113;10;26
2019-11-14 18:15:00;114;148;90;28;13;112;113;16;25
2019-11-14 18:30:00;88;111;63;26;14;99;95;9;12
2019-11-14 18:45:00;90;116;71;23;10;96;79;11;16
2019-11-14 19:00:00;69;83;74;18;12;73;75;5;13
2019-11-14 19:15:00;94;102;77;25;11;66;68;13;16
2019-11-14 19:30:00;78;64;50;14;9;59;51;10;16
2019-11-14 19:45:00;59;61;42;12;9;51;45;12;12
2019-11-14 20:00:00;59;62;58;28;9;61;52;11;16
2019-11-14 20:15:00;39;45;45;16;10;54;49;5;7
2019-11-14 20:30:00;40;43;35;10;3;51;31;4;11
2019-11-14 20:45:00;41;40;35;8;0;48;36;7;11
2019-11-14 21:00:00;44;40;31;9;4;53;24;6;10
2019-11-14 21:15:00;38;49;35;6;2;53;43;5;7
2019-11-14 21:30:00;24;35;26;6;1;42;27;2;7
2019-11-14 21:45:00;30;31;32;8;2;43;51;5;6
2019-11-14 22:00:00;30;24;33;8;3;60;36;2;8
2019-11-14 22:15:00;32;39;32;12;2;50;34;5;10
2019-11-14 22:30:00;24;39;39;9;1;44;27;1;3
2019-11-14 22:45:00;30;26;17;10;3;21;15;1;1
2019-11-14 23:00:00;26;18;23;9;0;30;18;3;5
2019-11-14 23:15:00;22;18;14;3;3;26;16;1;5
2019-11-14 23:30:00;20;23;11;4;1;33;14;0;0
2019-11-14 23:45:00;12;11;13;4;0;16;17;0;6
