DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFGB);10(TAFBB)
2020-08-29 00:00:00;4;3;4;5;2;1;6;3;0;0
2020-08-29 00:15:00;7;8;11;1;4;3;6;3;0;0
2020-08-29 00:30:00;1;3;8;0;2;1;2;4;0;0
2020-08-29 00:45:00;6;8;10;4;2;2;5;3;0;0
2020-08-29 01:00:00;4;4;6;1;3;2;4;1;0;0
2020-08-29 01:15:00;7;5;6;3;2;2;2;1;0;0
2020-08-29 01:30:00;3;4;6;3;0;1;5;1;0;0
2020-08-29 01:45:00;2;3;6;4;0;1;5;1;0;0
2020-08-29 02:00:00;5;6;3;4;4;2;6;3;0;0
2020-08-29 02:15:00;6;6;5;1;1;2;4;0;0;0
2020-08-29 02:30:00;3;4;5;4;0;0;2;4;0;0
2020-08-29 02:45:00;2;5;5;7;3;2;4;2;0;0
2020-08-29 03:00:00;2;6;6;1;0;0;1;1;0;0
2020-08-29 03:15:00;4;5;3;5;1;1;4;3;0;0
2020-08-29 03:30:00;0;1;1;1;0;0;4;1;0;0
2020-08-29 03:45:00;1;2;4;3;1;1;3;0;0;0
2020-08-29 04:00:00;2;2;1;0;0;0;2;1;0;0
2020-08-29 04:15:00;3;3;7;1;1;0;2;0;0;0
2020-08-29 04:30:00;1;3;4;2;0;0;1;2;0;0
2020-08-29 04:45:00;2;3;7;9;0;0;5;2;0;0
2020-08-29 05:00:00;4;5;14;2;2;0;3;0;0;0
2020-08-29 05:15:00;5;10;18;3;1;0;7;2;0;0
2020-08-29 05:30:00;11;9;26;5;5;2;15;9;0;0
2020-08-29 05:45:00;8;12;7;10;14;1;57;26;0;0
2020-08-29 06:00:00;10;23;19;30;39;2;125;62;0;0
2020-08-29 06:15:00;4;14;6;4;15;1;24;18;0;0
2020-08-29 06:30:00;11;14;16;4;1;0;14;13;0;0
2020-08-29 06:45:00;9;11;13;4;1;0;15;5;0;0
2020-08-29 07:00:00;10;15;15;2;1;1;12;6;0;0
2020-08-29 07:15:00;8;8;13;6;1;2;12;1;0;0
2020-08-29 07:30:00;12;17;18;1;0;0;13;3;1;0
2020-08-29 07:45:00;11;17;32;2;0;0;11;2;0;0
2020-08-29 08:00:00;14;20;30;3;0;2;19;8;0;0
2020-08-29 08:15:00;19;22;38;3;3;3;27;3;0;0
2020-08-29 08:30:00;8;28;32;1;1;1;25;1;1;1
2020-08-29 08:45:00;21;32;32;5;1;0;31;6;1;0
2020-08-29 09:00:00;19;36;40;5;1;1;38;6;1;0
2020-08-29 09:15:00;18;34;51;2;1;2;30;4;0;0
2020-08-29 09:30:00;27;50;49;4;3;5;46;3;5;0
2020-08-29 09:45:00;36;43;55;10;4;3;63;8;5;0
2020-08-29 10:00:00;25;56;52;6;3;3;56;9;0;0
2020-08-29 10:15:00;21;47;65;6;3;1;57;3;0;0
2020-08-29 10:30:00;25;51;75;5;4;3;72;3;2;1
2020-08-29 10:45:00;40;57;91;9;5;5;51;5;3;0
2020-08-29 11:00:00;33;46;68;7;5;3;64;5;6;6
2020-08-29 11:15:00;32;56;108;8;4;5;76;5;5;1
2020-08-29 11:30:00;24;44;81;6;6;4;56;6;1;0
2020-08-29 11:45:00;24;42;83;9;9;8;58;4;2;0
2020-08-29 12:00:00;24;43;87;3;2;5;47;7;5;0
2020-08-29 12:15:00;34;62;92;6;6;10;47;5;2;0
2020-08-29 12:30:00;30;56;105;6;4;5;51;9;0;1
2020-08-29 12:45:00;33;62;66;4;2;2;49;3;2;4
2020-08-29 13:00:00;23;35;102;8;8;3;45;4;3;10
2020-08-29 13:15:00;29;46;83;13;6;9;55;7;4;0
2020-08-29 13:30:00;18;41;90;3;4;2;51;11;1;0
2020-08-29 13:45:00;32;60;103;4;5;1;57;2;0;0
2020-08-29 14:00:00;29;69;97;7;5;4;65;7;2;3
2020-08-29 14:15:00;33;51;93;3;3;6;53;12;0;1
2020-08-29 14:30:00;33;44;92;5;5;6;63;13;1;2
2020-08-29 14:45:00;41;79;88;2;3;4;66;8;1;0
2020-08-29 15:00:00;23;52;105;7;2;5;59;12;2;0
2020-08-29 15:15:00;32;66;82;8;2;1;60;2;3;0
2020-08-29 15:30:00;30;47;84;12;6;5;67;9;1;0
2020-08-29 15:45:00;36;52;94;9;3;2;60;6;0;0
2020-08-29 16:00:00;25;41;93;7;1;4;51;12;1;0
2020-08-29 16:15:00;36;61;83;5;1;6;54;4;0;6
2020-08-29 16:30:00;37;42;87;4;3;2;45;4;0;0
2020-08-29 16:45:00;33;56;83;7;1;0;51;3;2;2
2020-08-29 17:00:00;26;42;83;8;1;3;57;8;0;0
2020-08-29 17:15:00;29;48;85;7;7;6;63;10;0;0
2020-08-29 17:30:00;24;42;78;8;5;2;51;5;0;0
2020-08-29 17:45:00;23;39;75;5;5;7;54;7;0;0
2020-08-29 18:00:00;38;49;75;1;5;5;39;10;1;0
2020-08-29 18:15:00;22;41;85;6;5;6;39;6;0;0
2020-08-29 18:30:00;24;40;82;7;2;2;39;4;0;0
2020-08-29 18:45:00;33;44;86;11;4;11;37;5;0;0
2020-08-29 19:00:00;22;27;82;5;5;3;30;4;0;0
2020-08-29 19:15:00;19;22;80;4;2;8;29;5;1;1
2020-08-29 19:30:00;20;32;75;14;3;4;31;12;2;4
2020-08-29 19:45:00;16;21;74;5;0;3;17;8;1;7
2020-08-29 20:00:00;19;19;68;3;0;2;17;6;0;0
2020-08-29 20:15:00;9;12;57;6;1;3;19;9;0;0
2020-08-29 20:30:00;22;22;35;9;0;4;11;2;0;0
2020-08-29 20:45:00;18;18;26;8;5;2;14;6;0;0
2020-08-29 21:00:00;18;16;21;5;0;2;15;7;0;0
2020-08-29 21:15:00;15;14;25;10;4;3;16;4;0;0
2020-08-29 21:30:00;12;16;22;3;0;0;6;3;0;0
