DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-07-21 00:00:00;5;8;1;0;10;8;0;0;6;0;0
2020-07-21 00:15:00;7;5;0;1;8;7;2;0;6;0;0
2020-07-21 00:30:00;12;7;0;0;11;6;0;0;8;0;0
2020-07-21 00:45:00;4;8;1;0;12;9;0;0;10;0;0
2020-07-21 01:00:00;5;5;0;0;12;10;0;0;12;0;0
2020-07-21 01:15:00;5;6;0;0;8;6;1;0;3;0;0
2020-07-21 01:30:00;8;6;0;2;6;2;0;0;3;0;0
2020-07-21 01:45:00;8;8;1;0;6;2;0;0;4;0;0
2020-07-21 02:00:00;6;4;0;0;3;3;0;0;3;0;0
2020-07-21 02:15:00;6;7;0;0;6;2;0;0;2;0;0
2020-07-21 02:30:00;8;6;0;0;5;7;1;0;7;0;0
2020-07-21 02:45:00;4;4;0;0;5;2;0;0;4;0;0
2020-07-21 03:00:00;6;10;2;1;10;6;0;0;9;0;0
2020-07-21 03:15:00;4;5;0;0;4;5;0;0;5;0;0
2020-07-21 03:30:00;10;9;0;0;5;5;0;0;6;0;0
2020-07-21 03:45:00;2;3;0;0;5;4;0;0;7;0;0
2020-07-21 04:00:00;10;12;0;1;5;4;0;0;6;0;0
2020-07-21 04:15:00;10;5;0;0;8;5;0;0;8;0;0
2020-07-21 04:30:00;22;16;1;0;12;3;0;0;7;0;0
2020-07-21 04:45:00;21;15;2;1;13;4;0;0;6;0;0
2020-07-21 05:00:00;26;28;3;0;27;18;1;0;23;0;0
2020-07-21 05:15:00;38;37;2;1;26;16;2;0;18;0;0
2020-07-21 05:30:00;60;70;13;4;37;33;2;0;32;0;0
2020-07-21 05:45:00;61;74;18;13;83;49;4;0;48;0;0
2020-07-21 06:00:00;53;81;28;8;89;47;2;0;47;0;0
2020-07-21 06:15:00;60;70;21;10;93;54;2;0;65;0;0
2020-07-21 06:30:00;104;124;34;17;139;92;6;0;97;0;12
2020-07-21 06:45:00;89;120;20;14;116;106;9;0;107;0;7
2020-07-21 07:00:00;78;106;9;6;124;117;4;0;117;0;8
2020-07-21 07:15:00;83;109;8;11;124;150;11;0;159;2;1
2020-07-21 07:30:00;85;140;22;9;127;144;9;0;144;1;12
2020-07-21 07:45:00;92;110;12;9;124;135;13;0;145;1;3
2020-07-21 08:00:00;70;89;4;15;106;95;8;0;103;5;8
2020-07-21 08:15:00;94;109;6;4;112;97;4;0;108;3;6
2020-07-21 08:30:00;77;103;12;2;94;83;9;0;95;4;5
2020-07-21 08:45:00;89;106;8;11;102;92;14;0;88;5;6
2020-07-21 09:00:00;76;100;9;11;81;68;6;0;82;11;9
2020-07-21 09:15:00;82;104;10;9;100;84;7;0;85;3;3
2020-07-21 09:30:00;103;85;11;7;95;82;8;0;96;6;8
2020-07-21 09:45:00;96;103;11;5;90;83;11;0;87;7;8
2020-07-21 10:00:00;92;105;23;17;101;98;10;0;111;6;9
2020-07-21 10:15:00;100;97;10;7;117;109;10;0;105;9;9
2020-07-21 10:30:00;103;100;14;7;102;108;11;0;121;9;10
2020-07-21 10:45:00;101;107;15;8;89;98;8;0;115;12;0
2020-07-21 11:00:00;95;109;13;12;93;88;8;0;92;6;33
2020-07-21 11:15:00;88;91;15;9;87;96;12;0;98;6;9
2020-07-21 11:30:00;80;91;35;13;75;77;8;0;75;9;13
2020-07-21 11:45:00;101;115;14;9;92;100;5;0;102;9;24
2020-07-21 12:00:00;87;99;9;9;96;92;8;0;103;12;3
2020-07-21 12:15:00;45;138;21;6;93;86;6;0;94;2;4
2020-07-21 12:30:00;39;175;28;8;90;74;0;0;78;6;2
