DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(DA4);11(DA5);12(DC4);13(DC5);14(DA6);15(DC6);16(TA1FBA);17(TA2FBA);18(TA1FBB);19(TA2FBB);20(TA1FBC);21(TA2FBC);22(TA1FBD);23(TA2FBD)
2019-11-04 00:00:00;13;15;0;2;13;8;2;0;2;1;1;0;0;16;16;0;0;0;0;0;0;0;0
2019-11-04 00:15:00;22;25;3;1;18;10;1;5;8;2;2;2;2;28;22;0;0;0;0;0;0;0;0
2019-11-04 00:30:00;12;12;2;0;12;11;0;3;4;1;1;1;1;14;18;0;0;0;0;0;0;0;0
2019-11-04 00:45:00;12;12;0;0;9;11;3;5;1;1;1;1;1;15;15;0;0;0;0;0;0;0;0
2019-11-04 01:00:00;4;2;0;2;7;4;0;4;4;0;0;0;0;4;8;0;0;0;0;0;0;0;0
2019-11-04 01:15:00;6;8;0;0;7;9;0;1;0;1;1;0;0;8;10;0;0;0;0;0;0;0;0
2019-11-04 01:30:00;9;9;0;0;5;1;0;2;0;1;1;0;0;13;6;0;0;0;0;0;0;0;0
2019-11-04 01:45:00;0;4;0;2;15;2;1;0;1;0;1;0;0;2;15;0;0;0;0;0;0;0;0
2019-11-04 02:00:00;6;2;1;1;8;6;1;0;0;0;0;0;0;7;9;0;0;0;0;0;0;0;0
2019-11-04 02:15:00;10;11;1;1;4;4;0;0;0;0;1;1;0;11;5;0;0;0;0;0;0;0;0
2019-11-04 02:30:00;8;8;0;0;9;4;1;0;1;0;0;1;1;11;9;0;0;0;0;0;0;0;0
2019-11-04 02:45:00;7;5;1;0;5;5;2;0;1;0;0;0;0;8;6;0;0;0;0;0;0;0;0
2019-11-04 03:00:00;6;3;1;0;7;8;1;0;0;0;0;1;1;6;12;0;0;0;0;0;0;0;0
2019-11-04 03:15:00;1;2;1;1;1;1;0;2;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0
2019-11-04 03:30:00;4;2;1;1;8;3;1;2;0;0;0;1;1;4;9;0;0;0;0;0;0;0;0
2019-11-04 03:45:00;7;5;0;0;5;2;0;2;1;0;0;0;0;8;6;0;0;0;0;0;0;0;0
2019-11-04 04:00:00;6;5;0;4;5;6;0;0;1;0;0;1;1;7;6;0;0;0;0;0;0;0;0
2019-11-04 04:15:00;9;11;0;2;17;15;4;2;4;1;1;1;1;11;22;0;0;0;0;0;0;0;0
2019-11-04 04:30:00;16;6;0;3;14;10;1;2;4;1;0;0;0;16;19;0;0;0;0;0;0;0;0
2019-11-04 04:45:00;23;16;2;5;19;10;2;2;2;0;1;2;1;27;22;0;0;0;0;0;0;0;0
2019-11-04 05:00:00;30;27;3;1;25;14;2;2;9;2;2;1;1;41;32;0;0;0;0;0;0;0;0
2019-11-04 05:15:00;66;62;2;7;35;23;6;12;9;6;6;3;2;80;48;0;4;0;0;0;0;0;0
2019-11-04 05:30:00;89;71;2;10;41;32;7;18;7;5;4;3;4;104;57;0;0;0;0;12;0;0;0
2019-11-04 05:45:00;79;84;3;15;41;33;4;13;12;6;4;2;3;106;63;0;0;0;0;0;0;0;0
2019-11-04 06:00:00;100;86;2;15;42;48;11;14;15;4;4;8;10;116;70;0;0;0;0;0;0;0;0
2019-11-04 06:15:00;128;122;3;20;42;47;3;28;17;10;10;5;6;143;69;0;2;0;0;0;0;0;0
2019-11-04 06:30:00;117;137;3;26;65;70;7;25;21;6;6;15;16;148;105;0;0;0;0;0;0;2;0
2019-11-04 06:45:00;135;138;9;36;71;77;14;30;12;17;15;13;12;132;90;0;0;0;0;0;0;0;0
2019-11-04 07:00:00;179;182;6;32;72;69;16;46;24;9;12;18;16;178;98;0;22;0;0;0;0;0;1
2019-11-04 07:15:00;178;195;7;37;94;101;15;64;40;18;19;16;20;156;121;0;1;0;0;0;3;0;14
2019-11-04 07:30:00;167;199;6;60;115;108;7;71;51;17;14;22;19;151;123;0;6;2;0;0;0;1;1
2019-11-04 07:45:00;163;173;10;59;99;98;22;52;49;18;19;15;14;164;132;0;3;0;2;3;0;0;1
2019-11-04 08:00:00;135;143;7;36;100;109;11;39;34;14;14;16;19;153;129;0;0;0;0;0;0;0;0
2019-11-04 08:15:00;153;162;12;30;103;108;17;44;31;19;24;16;14;163;139;0;5;0;0;0;0;0;3
2019-11-04 08:30:00;139;137;9;30;91;94;5;23;36;10;10;11;11;163;125;0;0;0;0;0;0;0;0
2019-11-04 08:45:00;130;129;6;28;82;116;15;34;34;17;15;9;9;149;117;0;0;4;0;0;4;4;0
2019-11-04 09:00:00;126;130;13;43;92;104;7;24;36;11;9;19;18;144;122;0;0;0;0;0;0;0;0
2019-11-04 09:15:00;133;128;13;30;88;85;12;32;36;13;11;7;8;157;123;0;0;0;0;0;0;0;0
2019-11-04 09:30:00;124;133;11;24;85;89;17;32;36;14;13;17;16;156;123;0;0;0;0;0;0;0;0
2019-11-04 09:45:00;139;131;10;36;113;119;16;29;43;18;18;15;17;167;142;0;0;0;0;0;0;0;0
2019-11-04 10:00:00;152;143;9;31;114;108;13;37;30;15;14;10;8;172;147;0;9;0;0;0;0;0;0
2019-11-04 10:15:00;131;124;8;36;114;109;14;25;30;12;19;12;12;162;132;0;0;0;0;0;0;0;0
2019-11-04 10:30:00;138;123;13;35;106;116;10;30;25;20;20;20;21;148;137;0;4;0;0;0;0;0;0
2019-11-04 10:45:00;131;133;8;25;101;104;15;21;26;15;14;9;12;158;130;0;0;0;0;0;0;0;0
2019-11-04 11:00:00;117;114;15;28;122;94;12;23;30;9;4;9;9;157;152;0;0;0;0;0;0;0;0
