DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2);10(DE1);11(DF1);12(TAFGA)
2020-02-02 00:00:00;14;12;13;5;8;3;10;0;0;0;0;0
2020-02-02 00:15:00;1;257;12;86;101;71;84;0;0;0;0;0
2020-02-02 00:30:00;1;4;4;4;2;8;10;1;3;0;0;0
2020-02-02 00:45:00;1;7;8;1;5;1;7;0;0;0;0;0
2020-02-02 01:00:00;4;7;7;2;4;4;16;0;1;0;0;0
2020-02-02 01:15:00;4;7;9;4;7;9;21;0;0;0;0;0
2020-02-02 01:30:00;4;6;6;6;12;4;10;0;1;0;0;0
2020-02-02 01:45:00;2;3;3;2;1;6;19;0;1;0;0;0
2020-02-02 02:00:00;4;6;7;0;5;6;19;0;1;0;0;0
2020-02-02 02:15:00;0;2;2;4;4;2;9;0;5;0;0;0
2020-02-02 02:30:00;1;1;2;0;0;0;1;0;0;0;0;0
2020-02-02 02:45:00;3;4;4;1;1;2;9;1;1;0;0;0
2020-02-02 03:00:00;2;6;6;0;1;3;9;0;0;0;0;0
2020-02-02 03:15:00;2;5;4;2;4;0;3;0;0;0;0;0
2020-02-02 03:30:00;0;1;1;0;1;0;3;0;0;0;0;0
2020-02-02 03:45:00;5;4;6;0;0;2;8;0;0;0;0;0
2020-02-02 04:00:00;0;3;2;0;0;0;3;0;0;0;0;0
2020-02-02 04:15:00;1;5;5;0;0;2;7;0;0;0;0;0
2020-02-02 04:30:00;1;3;3;0;0;0;4;0;0;0;0;0
2020-02-02 04:45:00;1;2;3;2;0;2;8;0;0;0;0;0
2020-02-02 05:00:00;2;2;2;0;0;3;5;0;0;0;0;0
2020-02-02 05:15:00;0;2;2;0;0;1;5;1;1;0;0;0
2020-02-02 05:30:00;8;5;6;0;0;1;4;0;0;0;0;0
2020-02-02 05:45:00;6;1;5;3;1;1;3;0;0;0;0;0
2020-02-02 06:00:00;7;4;6;1;2;0;1;0;0;0;0;0
2020-02-02 06:15:00;2;2;3;2;7;2;2;0;0;0;0;0
2020-02-02 06:30:00;5;1;4;0;1;0;4;0;0;0;0;0
2020-02-02 06:45:00;4;2;4;1;0;2;4;0;0;0;0;0
2020-02-02 07:00:00;1;0;0;0;0;0;3;0;0;0;0;0
2020-02-02 07:15:00;4;4;5;0;1;0;4;0;0;0;0;0
2020-02-02 07:30:00;3;3;2;0;0;2;8;0;0;0;0;0
2020-02-02 07:45:00;13;12;18;0;1;1;7;0;0;0;0;0
2020-02-02 08:00:00;5;15;18;0;0;0;5;255;2;0;0;0
2020-02-02 08:15:00;10;15;18;0;2;1;3;3;0;0;0;0
2020-02-02 08:30:00;10;19;22;0;0;2;3;0;0;0;0;0
2020-02-02 08:45:00;16;29;36;1;0;4;10;0;0;0;0;0
2020-02-02 09:00:00;16;23;27;0;2;3;16;0;0;0;0;0
2020-02-02 09:15:00;15;29;34;0;1;6;14;0;0;0;0;0
2020-02-02 09:30:00;21;25;32;1;2;6;13;0;0;2;0;0
2020-02-02 09:45:00;25;34;38;2;2;7;28;0;0;0;0;0
2020-02-02 10:00:00;21;39;43;0;1;9;27;0;1;0;0;0
2020-02-02 10:15:00;27;31;41;2;1;7;38;1;1;0;0;0
2020-02-02 10:30:00;23;27;34;0;1;9;39;0;0;1;0;0
2020-02-02 10:45:00;19;24;31;1;2;11;33;0;1;0;0;0
2020-02-02 11:00:00;22;23;35;2;2;11;45;0;1;0;0;0
2020-02-02 11:15:00;35;30;46;1;1;10;38;0;1;0;0;0
2020-02-02 11:30:00;24;27;38;2;4;12;37;0;1;0;0;0
2020-02-02 11:45:00;22;45;53;2;6;14;56;0;0;0;0;0
2020-02-02 12:00:00;24;32;39;2;1;13;51;0;0;0;0;0
2020-02-02 12:15:00;35;24;37;6;2;11;45;0;0;0;0;0
2020-02-02 12:30:00;6;25;25;2;1;15;38;0;0;0;0;0
2020-02-02 12:45:00;25;32;40;0;3;17;44;0;3;0;0;0
2020-02-02 13:00:00;30;43;47;3;5;9;48;1;2;0;0;0
2020-02-02 13:15:00;29;56;64;1;4;13;37;257;0;0;0;0
2020-02-02 13:30:00;22;50;53;3;2;13;46;255;1;0;0;0
2020-02-02 13:45:00;36;37;52;4;1;17;40;3;1;0;0;0
2020-02-02 14:00:00;31;51;59;3;4;13;44;0;0;0;0;0
2020-02-02 14:15:00;34;46;56;3;6;10;38;1;1;0;0;0
2020-02-02 14:30:00;27;34;45;5;3;14;44;0;0;0;0;0
2020-02-02 14:45:00;31;38;50;2;1;9;41;0;0;0;0;0
2020-02-02 15:00:00;22;35;45;1;4;10;37;0;1;0;0;0
2020-02-02 15:15:00;27;39;44;0;3;20;43;1;1;0;0;0
2020-02-02 15:30:00;24;35;38;1;0;16;51;254;2;0;0;0
2020-02-02 15:45:00;36;39;51;3;5;11;35;3;0;0;0;0
2020-02-02 16:00:00;19;50;54;4;2;22;65;0;0;0;0;0
2020-02-02 16:15:00;28;44;52;8;6;36;70;1;3;0;0;0
2020-02-02 16:30:00;23;50;60;4;7;23;60;1;4;0;0;0
2020-02-02 16:45:00;32;56;69;4;2;26;65;1;3;1;0;0
2020-02-02 17:00:00;27;53;63;4;4;22;66;255;1;0;0;0
2020-02-02 17:15:00;26;41;49;5;3;15;46;259;4;0;0;0
2020-02-02 17:30:00;19;47;50;2;4;19;54;3;0;0;0;0
2020-02-02 17:45:00;23;38;42;6;10;24;57;0;1;0;0;0
2020-02-02 18:00:00;29;40;47;7;10;16;64;0;0;0;0;0
2020-02-02 18:15:00;21;40;48;6;10;17;57;255;2;0;0;0
2020-02-02 18:30:00;16;38;44;3;6;15;49;4;1;0;0;0
2020-02-02 18:45:00;22;39;53;4;6;20;65;0;1;0;0;0
2020-02-02 19:00:00;25;49;59;6;5;20;59;4;6;0;0;0
2020-02-02 19:15:00;17;43;52;1;10;12;62;0;0;0;0;0
2020-02-02 19:30:00;17;21;26;5;5;18;50;1;1;0;0;0
2020-02-02 19:45:00;15;40;43;4;10;14;47;1;1;0;0;0
2020-02-02 20:00:00;8;32;33;7;17;17;34;0;1;0;0;0
2020-02-02 20:15:00;21;28;34;2;10;23;52;0;0;0;0;0
2020-02-02 20:30:00;9;18;21;6;8;18;35;0;3;0;0;0
2020-02-02 20:45:00;8;10;11;5;4;10;33;0;0;0;0;0
2020-02-02 21:00:00;14;19;24;6;4;16;30;0;1;0;0;0
2020-02-02 21:15:00;13;19;22;5;8;5;28;0;4;0;0;0
2020-02-02 21:30:00;6;21;23;4;6;9;34;2;4;0;0;0
2020-02-02 21:45:00;10;15;19;2;3;15;36;0;1;0;0;0
2020-02-02 22:00:00;6;15;17;2;8;13;38;1;1;0;0;0
2020-02-02 22:15:00;5;9;11;5;4;14;33;1;1;0;0;0
2020-02-02 22:30:00;5;7;8;2;7;17;39;0;0;0;0;0
2020-02-02 22:45:00;1;6;6;4;6;6;19;1;1;0;0;0
2020-02-02 23:00:00;0;2;2;0;0;4;9;0;0;0;0;0
2020-02-02 23:15:00;6;12;13;7;6;5;16;0;0;0;0;0
2020-02-02 23:30:00;3;6;7;0;1;4;12;0;0;0;0;0
2020-02-02 23:45:00;2;1;2;0;3;4;7;1;1;0;0;0
