DATUM;1(DB1);2(DB2);3(DB3);4(DC1);5(DC2);6(DC3);7(DE1);8(DE2);9(DE3);10(DR2);11(DR3);12(TA1);13(TA2);14(TA3)
2020-01-25 00:00:00;15;20;0;11;19;2;3;7;1;0;0;0;0;0
2020-01-25 00:15:00;21;35;0;14;24;3;9;10;3;0;0;0;0;0
2020-01-25 00:30:00;14;27;0;10;16;4;7;10;4;0;0;0;0;0
2020-01-25 00:45:00;20;22;0;10;16;5;9;10;1;0;0;0;0;0
2020-01-25 01:00:00;16;18;0;13;13;12;5;7;2;3;0;0;0;0
2020-01-25 01:15:00;8;17;0;6;17;7;8;15;6;0;0;0;0;0
2020-01-25 01:30:00;7;15;0;5;14;3;4;6;1;0;0;0;0;0
2020-01-25 01:45:00;11;15;0;13;24;9;4;4;3;0;0;0;0;0
2020-01-25 02:00:00;7;6;0;7;22;4;5;3;5;0;0;0;0;0
2020-01-25 02:15:00;3;10;0;5;12;5;6;10;3;0;0;0;0;0
2020-01-25 02:30:00;4;4;0;4;7;3;4;5;0;0;1;0;0;0
2020-01-25 02:45:00;7;9;0;7;13;6;0;2;1;0;0;0;0;0
2020-01-25 03:00:00;3;8;0;5;9;5;2;5;3;0;0;0;0;0
2020-01-25 03:15:00;4;7;0;5;10;6;4;9;3;0;0;0;0;0
2020-01-25 03:30:00;3;5;0;1;6;3;4;5;1;0;0;0;0;0
2020-01-25 03:45:00;6;7;0;10;7;3;2;4;2;0;0;0;0;0
2020-01-25 04:00:00;8;5;0;5;6;0;3;4;1;0;0;0;0;0
2020-01-25 04:15:00;3;5;0;5;11;6;2;3;0;0;0;0;0;0
2020-01-25 04:30:00;10;9;0;4;5;2;1;5;4;0;0;0;0;0
2020-01-25 04:45:00;8;11;0;8;9;5;1;4;1;0;0;0;0;0
2020-01-25 05:00:00;14;15;0;12;14;3;4;7;3;0;0;0;0;0
2020-01-25 05:15:00;16;23;0;7;25;10;2;2;0;0;0;0;0;0
2020-01-25 05:30:00;28;38;0;11;20;5;0;1;1;0;0;0;0;0
2020-01-25 05:45:00;23;40;0;42;59;4;1;1;0;0;0;0;0;0
2020-01-25 06:00:00;13;26;0;41;66;6;2;4;1;1;0;0;0;0
2020-01-25 06:15:00;14;22;1;47;75;12;1;1;3;0;0;0;0;0
2020-01-25 06:30:00;19;27;0;26;42;6;0;3;3;2;0;0;0;0
2020-01-25 06:45:00;19;22;0;18;39;6;1;3;0;0;0;0;0;0
2020-01-25 07:00:00;13;25;0;19;26;12;0;1;4;4;0;0;0;0
2020-01-25 07:15:00;13;44;0;23;27;22;3;4;1;3;0;0;0;0
2020-01-25 07:30:00;34;49;0;27;42;11;4;2;1;3;1;0;0;0
2020-01-25 07:45:00;39;47;0;40;57;27;3;7;8;3;0;0;2;0
2020-01-25 08:00:00;30;50;0;26;39;18;2;7;3;3;0;0;0;0
2020-01-25 08:15:00;32;61;0;36;47;35;1;8;6;0;0;0;0;0
2020-01-25 08:30:00;40;70;1;58;52;32;4;10;5;10;2;0;4;0
2020-01-25 08:45:00;47;90;2;50;68;46;2;10;8;9;1;0;0;0
2020-01-25 09:00:00;66;93;1;53;56;38;5;14;7;8;1;0;2;0
2020-01-25 09:15:00;60;103;1;45;55;39;9;12;11;4;1;1;0;2
2020-01-25 09:30:00;65;115;1;72;84;40;5;17;6;7;0;0;0;0
2020-01-25 09:45:00;86;137;2;91;103;57;9;19;6;8;1;1;0;0
2020-01-25 10:00:00;86;135;2;89;107;48;8;32;9;11;0;3;4;0
2020-01-25 10:15:00;83;135;1;83;93;48;14;24;8;8;11;0;0;0
2020-01-25 10:30:00;82;154;1;87;100;58;12;21;9;11;3;2;0;3
2020-01-25 10:45:00;112;165;3;92;113;69;8;34;14;8;1;0;4;3
2020-01-25 11:00:00;95;156;2;90;104;59;19;30;11;11;1;0;1;2
2020-01-25 11:15:00;92;149;3;106;115;71;15;39;12;7;1;0;1;1
2020-01-25 11:30:00;98;159;2;107;110;54;8;26;11;8;3;1;5;0
2020-01-25 11:45:00;108;157;2;96;134;56;10;24;15;17;3;6;2;5
2020-01-25 12:00:00;96;160;4;80;104;39;10;16;9;8;7;0;10;0
2020-01-25 12:15:00;112;181;4;107;113;67;18;38;5;8;2;0;15;1
2020-01-25 12:30:00;103;181;1;111;116;52;15;33;7;6;4;19;6;2
2020-01-25 12:45:00;114;164;3;114;118;59;16;31;16;8;1;0;4;2
2020-01-25 13:00:00;92;152;0;89;107;42;20;31;11;7;1;9;2;0
2020-01-25 13:15:00;117;180;4;114;127;49;12;32;10;5;1;0;4;0
2020-01-25 13:30:00;120;168;1;118;132;52;20;32;14;12;3;0;1;1
2020-01-25 13:45:00;121;183;1;110;120;44;17;31;13;8;3;2;0;1
2020-01-25 14:00:00;100;157;1;105;113;54;13;22;13;3;2;0;4;8
2020-01-25 14:15:00;126;188;0;110;125;41;11;29;8;13;1;0;7;0
2020-01-25 14:30:00;119;186;1;119;142;47;14;31;15;9;1;3;2;0
2020-01-25 14:45:00;127;178;2;122;141;57;15;39;13;3;0;0;3;0
2020-01-25 15:00:00;124;170;2;119;136;52;20;31;10;3;0;0;2;1
2020-01-25 15:15:00;112;169;4;102;131;52;14;32;11;1;2;9;8;1
2020-01-25 15:30:00;93;146;0;117;128;49;14;18;15;6;0;8;5;1
2020-01-25 15:45:00;113;167;3;116;141;60;18;28;7;3;0;3;2;0
2020-01-25 16:00:00;114;185;1;110;125;41;14;18;16;2;6;3;1;0
2020-01-25 16:15:00;92;154;0;108;111;45;18;27;11;12;3;0;0;1
2020-01-25 16:30:00;118;161;1;94;117;48;16;32;7;2;0;8;5;0
2020-01-25 16:45:00;109;148;2;107;120;61;15;20;7;4;1;12;1;0
2020-01-25 17:00:00;98;164;1;102;117;53;22;22;5;9;0;0;0;0
2020-01-25 17:15:00;99;148;0;114;120;54;15;20;5;6;1;4;0;15
2020-01-25 17:30:00;108;150;0;112;116;56;24;30;9;0;4;0;1;0
2020-01-25 17:45:00;123;168;0;96;131;63;17;31;5;8;10;0;0;1
2020-01-25 18:00:00;95;137;0;104;126;63;15;19;13;2;2;2;5;0
2020-01-25 18:15:00;94;136;0;109;120;57;15;20;7;1;0;4;0;0
2020-01-25 18:30:00;82;145;1;108;120;62;15;22;7;2;1;0;2;0
2020-01-25 18:45:00;104;160;2;100;111;80;12;18;5;10;2;0;1;0
2020-01-25 19:00:00;83;130;0;112;109;73;13;17;8;1;3;0;3;2
2020-01-25 19:15:00;61;118;0;103;103;64;12;16;3;11;0;0;1;0
2020-01-25 19:30:00;61;118;0;82;92;48;11;16;3;4;0;0;0;0
2020-01-25 19:45:00;54;107;0;80;86;58;10;14;4;3;1;0;0;0
