DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2020-04-24 00:00:00;9;5;0;0;2;4;2;0;0
2020-04-24 00:15:00;12;7;1;0;0;10;7;0;0
2020-04-24 00:30:00;5;5;0;2;0;12;2;0;0
2020-04-24 00:45:00;2;3;0;0;0;7;3;0;0
2020-04-24 01:00:00;10;5;0;0;0;8;2;0;0
2020-04-24 01:15:00;6;1;0;0;0;4;4;0;0
2020-04-24 01:30:00;7;4;0;0;0;10;2;0;0
2020-04-24 01:45:00;8;4;0;0;0;5;3;0;0
2020-04-24 02:00:00;9;5;1;0;0;2;3;0;0
2020-04-24 02:15:00;2;0;0;0;0;3;3;0;0
2020-04-24 02:30:00;9;3;0;0;0;7;1;0;0
2020-04-24 02:45:00;1;3;0;0;0;2;1;0;0
2020-04-24 03:00:00;4;2;0;0;0;3;3;0;0
2020-04-24 03:15:00;2;2;0;0;0;4;0;0;0
2020-04-24 03:30:00;2;0;0;0;0;9;9;0;0
2020-04-24 03:45:00;4;2;0;0;0;6;2;0;0
2020-04-24 04:00:00;8;5;0;0;0;4;0;0;0
2020-04-24 04:15:00;7;3;0;0;1;6;1;0;0
2020-04-24 04:30:00;9;7;0;0;1;13;3;0;0
2020-04-24 04:45:00;13;10;1;1;0;21;10;0;0
2020-04-24 05:00:00;24;15;1;0;0;27;16;0;0
2020-04-24 05:15:00;22;19;0;1;1;57;23;0;0
2020-04-24 05:30:00;44;33;3;2;1;116;68;0;1
2020-04-24 05:45:00;44;27;1;0;1;101;69;0;3
2020-04-24 06:00:00;78;68;1;0;3;82;63;0;3
2020-04-24 06:15:00;53;49;6;3;2;100;96;0;0
2020-04-24 06:30:00;75;75;5;5;8;144;132;1;3
2020-04-24 06:45:00;57;71;4;3;11;121;115;5;0
2020-04-24 07:00:00;67;77;4;9;15;108;94;0;3
2020-04-24 07:15:00;67;59;8;9;9;98;125;3;3
2020-04-24 07:30:00;56;53;6;12;14;111;131;3;5
2020-04-24 07:45:00;67;79;8;12;15;92;125;26;2
2020-04-24 08:00:00;59;68;12;7;9;101;98;1;3
2020-04-24 08:15:00;58;58;6;13;6;97;81;3;4
2020-04-24 08:30:00;62;67;17;12;10;92;109;18;1
2020-04-24 08:45:00;73;64;10;16;20;94;95;5;2
2020-04-24 09:00:00;82;72;10;15;5;78;79;2;0
2020-04-24 09:15:00;80;69;11;18;23;85;102;4;0
2020-04-24 09:30:00;85;74;6;15;14;92;102;4;4
2020-04-24 09:45:00;82;77;16;23;15;82;111;2;0
