DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2020-06-06 00:00:00;0;5;7;1;1;4;5;0;2;7;3
2020-06-06 00:15:00;1;9;8;1;2;5;15;2;6;7;7
2020-06-06 00:30:00;0;4;8;0;0;3;8;2;0;7;7
2020-06-06 00:45:00;0;6;7;1;2;5;7;4;1;3;2
2020-06-06 01:00:00;0;3;0;0;0;1;7;0;2;10;2
2020-06-06 01:15:00;1;2;3;0;0;1;2;2;1;5;6
2020-06-06 01:30:00;0;2;3;1;1;2;3;0;1;0;2
2020-06-06 01:45:00;0;1;3;1;0;1;2;1;1;2;2
2020-06-06 02:00:00;0;0;5;0;0;0;3;1;2;3;0
2020-06-06 02:15:00;0;2;2;1;1;2;1;1;0;4;3
2020-06-06 02:30:00;0;2;2;0;0;1;1;0;2;3;0
2020-06-06 02:45:00;0;2;2;2;2;1;2;0;0;1;1
2020-06-06 03:00:00;0;2;2;0;0;2;2;0;2;3;1
2020-06-06 03:15:00;0;0;1;0;0;1;3;0;0;3;1
2020-06-06 03:30:00;0;1;2;0;0;0;0;0;0;2;2
2020-06-06 03:45:00;0;0;0;0;0;2;2;0;0;3;0
2020-06-06 04:00:00;0;0;1;1;1;0;0;0;0;0;4
2020-06-06 04:15:00;0;2;1;0;0;1;1;2;1;2;0
2020-06-06 04:30:00;0;2;0;0;0;0;0;0;1;1;3
2020-06-06 04:45:00;0;1;1;0;0;1;1;0;0;1;1
2020-06-06 05:00:00;1;3;1;0;1;0;0;0;0;4;5
2020-06-06 05:15:00;1;5;4;1;2;0;1;0;0;2;1
2020-06-06 05:30:00;2;5;5;1;3;0;4;0;1;13;3
2020-06-06 05:45:00;0;8;7;1;1;2;3;0;5;7;0
2020-06-06 06:00:00;3;9;5;3;6;0;10;2;6;3;1
2020-06-06 06:15:00;0;7;8;3;3;1;4;1;5;3;5
2020-06-06 06:30:00;3;11;11;1;4;4;5;1;7;11;4
2020-06-06 06:45:00;2;5;5;1;2;2;7;1;7;5;3
2020-06-06 07:00:00;1;8;4;3;3;0;2;2;4;6;5
2020-06-06 07:15:00;1;8;2;4;4;1;7;2;4;4;7
2020-06-06 07:30:00;3;9;7;0;1;6;11;4;2;11;8
2020-06-06 07:45:00;0;15;10;2;2;5;5;1;5;6;8
2020-06-06 08:00:00;0;11;10;4;4;4;6;4;5;7;8
2020-06-06 08:15:00;0;5;4;1;1;4;8;3;6;9;8
2020-06-06 08:30:00;2;17;14;6;8;2;9;3;7;5;4
2020-06-06 08:45:00;1;12;15;6;4;5;15;6;10;11;7
2020-06-06 09:00:00;2;14;11;2;4;5;12;4;10;10;13
2020-06-06 09:15:00;2;12;14;4;6;3;12;6;16;16;8
2020-06-06 09:30:00;5;18;19;4;7;6;18;8;17;14;14
2020-06-06 09:45:00;9;22;22;5;10;7;11;7;16;26;19
2020-06-06 10:00:00;2;24;19;7;9;10;13;8;11;17;13
2020-06-06 10:15:00;3;23;24;4;6;8;15;13;13;14;18
2020-06-06 10:30:00;8;2;63;7;8;9;18;11;18;23;19
2020-06-06 10:45:00;3;0;68;8;13;5;18;8;16;23;21
2020-06-06 11:00:00;7;1;56;2;9;12;25;10;17;17;17
2020-06-06 11:15:00;3;11;51;7;9;11;29;13;22;18;23
2020-06-06 11:30:00;7;29;21;11;14;15;17;15;20;18;16
2020-06-06 12:00:00;9;29;26;7;12;10;26;14;19;16;23
2020-06-06 12:15:00;1;24;29;11;12;15;17;15;11;18;22
2020-06-06 12:30:00;5;31;32;8;11;17;23;8;17;27;18
2020-06-06 12:45:00;2;29;31;1;4;17;15;14;17;24;16
2020-06-06 13:00:00;1;33;31;8;8;10;18;14;13;20;19
2020-06-06 13:15:00;2;36;35;3;6;13;22;11;19;20;31
2020-06-06 13:30:00;3;32;39;7;9;16;19;11;18;22;27
2020-06-06 13:45:00;2;33;42;1;5;8;31;17;18;21;26
2020-06-06 14:00:00;3;28;22;5;9;15;17;17;19;27;24
2020-06-06 14:15:00;7;30;23;7;10;8;22;15;10;14;22
2020-06-06 14:30:00;3;31;41;8;9;11;27;14;13;22;19
2020-06-06 14:45:00;4;27;29;3;4;13;20;18;20;27;24
2020-06-06 15:00:00;1;34;30;7;9;14;26;19;19;21;27
2020-06-06 15:15:00;3;29;38;5;8;13;27;12;18;27;30
2020-06-06 15:30:00;1;40;26;6;7;17;32;23;19;15;26
2020-06-06 15:45:00;6;37;25;4;4;10;17;17;17;21;22
2020-06-06 16:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-06 16:15:00;6;28;27;8;10;16;20;12;16;22;27
2020-06-06 16:30:00;5;29;30;11;14;17;23;17;17;28;25
2020-06-06 16:45:00;2;31;26;8;10;21;19;10;23;21;15
2020-06-06 17:00:00;1;35;33;3;5;20;16;13;14;11;30
2020-06-06 17:15:00;8;28;24;8;10;21;17;14;23;29;25
2020-06-06 17:30:00;4;37;30;11;13;23;16;14;16;22;22
2020-06-06 17:45:00;3;33;29;4;8;19;23;13;25;25;15
2020-06-06 18:00:00;2;33;36;13;14;21;30;22;23;24;28
2020-06-06 18:15:00;3;30;27;5;9;34;20;16;14;24;18
2020-06-06 18:30:00;5;18;15;10;11;23;25;15;24;32;23
2020-06-06 18:45:00;4;30;32;14;15;37;19;18;13;19;23
2020-06-06 19:00:00;1;23;22;4;9;36;14;18;30;25;14
2020-06-06 19:15:00;3;29;26;11;12;28;25;15;16;24;13
2020-06-06 19:30:00;3;22;26;11;13;18;21;17;25;31;8
2020-06-06 19:45:00;1;14;18;16;19;25;15;10;17;28;16
2020-06-06 20:00:00;2;24;20;4;4;22;23;19;23;24;13
2020-06-06 20:15:00;6;29;21;8;12;26;14;15;18;16;10
2020-06-06 20:30:00;4;26;15;8;11;25;16;11;16;15;14
2020-06-06 20:45:00;4;13;20;7;8;22;27;12;19;15;10
2020-06-06 21:00:00;0;16;18;6;8;16;10;12;8;12;9
2020-06-06 21:15:00;2;16;14;3;4;12;10;13;17;20;7
2020-06-06 21:45:00;1;10;18;3;4;18;14;13;12;21;12
2020-06-06 22:00:00;2;9;7;5;7;28;21;13;14;14;12
2020-06-06 22:15:00;4;16;15;7;7;24;9;9;13;15;5
2020-06-06 22:30:00;4;9;13;8;13;21;21;14;8;18;5
2020-06-06 22:45:00;3;17;11;2;5;22;17;8;10;16;4
2020-06-06 23:15:00;0;16;20;6;8;49;10;30;8;7;6
2020-06-06 23:30:00;1;10;10;2;3;8;10;12;5;12;9
2020-06-06 23:45:00;0;5;7;0;0;7;6;5;13;14;6
