DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1C);8(TA2C)
2020-10-13 00:00:00;5;7;8;0;0;0;0;0
2020-10-13 00:15:00;7;8;5;0;0;0;0;0
2020-10-13 00:30:00;6;13;9;0;0;0;0;0
2020-10-13 00:45:00;3;5;9;0;0;0;0;0
2020-10-13 01:00:00;8;4;4;0;0;0;0;0
2020-10-13 01:15:00;8;8;6;0;0;0;0;0
2020-10-13 01:30:00;6;6;9;0;0;0;0;0
2020-10-13 01:45:00;3;1;2;0;0;0;0;0
2020-10-13 02:00:00;2;3;5;0;0;0;0;0
2020-10-13 02:15:00;4;7;4;0;0;0;0;0
2020-10-13 02:30:00;1;9;8;0;0;0;0;0
2020-10-13 02:45:00;7;7;3;0;0;0;0;0
2020-10-13 03:00:00;9;10;3;0;0;0;0;0
2020-10-13 03:15:00;4;8;7;0;0;0;0;0
2020-10-13 03:30:00;6;7;5;0;0;0;0;0
2020-10-13 03:45:00;6;6;7;0;0;0;0;0
2020-10-13 04:00:00;8;3;6;0;0;0;0;0
2020-10-13 04:15:00;5;10;4;0;0;0;0;0
2020-10-13 04:30:00;16;17;11;0;0;0;0;0
2020-10-13 04:45:00;16;29;27;0;0;0;0;0
2020-10-13 05:00:00;19;44;37;0;0;0;0;0
2020-10-13 05:15:00;24;51;90;0;0;0;0;0
2020-10-13 05:30:00;43;84;76;0;1;0;0;0
2020-10-13 05:45:00;108;120;66;0;0;0;0;0
2020-10-13 06:00:00;137;167;61;0;0;0;0;0
2020-10-13 06:15:00;76;133;64;0;0;1;7;0
2020-10-13 06:30:00;67;144;78;0;1;10;1;0
2020-10-13 06:45:00;70;151;63;0;3;2;5;0
2020-10-13 07:00:00;52;117;58;0;5;6;21;1
2020-10-13 07:15:00;44;115;65;0;2;3;14;7
2020-10-13 07:30:00;90;165;92;0;1;15;19;0
2020-10-13 07:45:00;92;202;103;0;9;9;13;0
2020-10-13 08:00:00;84;179;106;0;7;17;3;11
2020-10-13 08:15:00;83;153;76;0;16;5;6;1
2020-10-13 08:30:00;69;134;74;0;1;3;4;0
2020-10-13 08:45:00;79;141;72;0;5;0;2;3
2020-10-13 09:00:00;76;129;67;0;3;3;22;5
2020-10-13 09:15:00;68;130;70;0;4;6;4;1
2020-10-13 09:30:00;84;123;74;0;14;2;5;0
2020-10-13 09:45:00;66;151;66;0;4;8;1;0
2020-10-13 10:00:00;67;120;79;0;3;1;8;1
2020-10-13 10:15:00;70;173;67;0;0;8;13;0
2020-10-13 10:30:00;71;149;70;0;1;5;1;1
2020-10-13 10:45:00;76;163;60;0;3;4;2;12
2020-10-13 11:00:00;76;170;52;0;3;6;6;1
2020-10-13 11:15:00;81;174;62;0;25;1;17;8
2020-10-13 11:30:00;78;156;56;0;7;2;0;4
2020-10-13 11:45:00;77;139;77;0;12;14;9;28
2020-10-13 12:00:00;80;176;74;0;6;5;6;4
2020-10-13 12:15:00;86;171;89;0;7;5;6;1
2020-10-13 12:30:00;87;148;67;0;19;1;3;13
2020-10-13 12:45:00;87;165;98;0;12;2;7;3
2020-10-13 13:00:00;87;133;75;0;15;6;6;4
2020-10-13 13:15:00;97;163;106;0;23;0;1;26
2020-10-13 13:30:00;77;156;122;0;8;1;3;4
2020-10-13 13:45:00;102;205;122;0;24;4;20;12
2020-10-13 14:00:00;126;169;109;0;24;1;18;23
2020-10-13 14:15:00;178;198;84;0;28;12;24;26
2020-10-13 14:30:00;177;165;72;0;16;4;2;19
2020-10-13 14:45:00;149;211;91;0;3;6;29;2
2020-10-13 15:00:00;127;183;66;0;11;11;13;5
2020-10-13 15:15:00;122;209;85;0;5;5;11;2
2020-10-13 15:30:00;126;237;83;0;55;6;2;4
2020-10-13 15:45:00;99;232;81;0;17;5;11;10
2020-10-13 16:00:00;107;222;84;0;75;6;12;24
2020-10-13 16:15:00;134;251;100;0;41;0;5;28
2020-10-13 16:30:00;137;236;88;0;17;5;12;12
2020-10-13 16:45:00;169;194;95;0;23;0;4;23
2020-10-13 17:00:00;156;189;107;0;7;7;14;3
2020-10-13 17:15:00;142;211;97;0;12;17;5;7
2020-10-13 17:30:00;99;231;91;0;9;6;14;10
2020-10-13 17:45:00;95;218;86;0;11;2;5;9
2020-10-13 18:00:00;105;197;96;0;11;0;24;2
2020-10-13 18:15:00;75;208;78;0;22;0;0;14
2020-10-13 18:30:00;66;182;65;0;35;3;1;30
2020-10-13 18:45:00;76;145;55;0;4;0;0;1
2020-10-13 19:00:00;68;164;71;0;22;3;8;0
2020-10-13 19:15:00;53;142;62;0;39;0;7;0
2020-10-13 19:30:00;40;116;57;0;15;3;2;0
2020-10-13 19:45:00;44;95;36;0;1;0;0;1
2020-10-13 20:00:00;48;138;50;0;3;2;2;0
2020-10-13 20:15:00;29;122;41;0;4;0;6;0
2020-10-13 20:30:00;25;85;50;0;0;2;0;0
2020-10-13 20:45:00;43;84;48;0;0;0;0;0
2020-10-13 21:00:00;37;80;70;0;0;0;0;0
2020-10-13 21:15:00;40;65;78;0;0;0;0;0
2020-10-13 21:30:00;35;69;52;0;0;0;0;0
2020-10-13 21:45:00;89;90;48;0;0;0;0;0
2020-10-13 22:00:00;151;100;36;0;0;0;0;0
2020-10-13 22:15:00;60;83;40;0;0;0;0;0
2020-10-13 22:30:00;35;52;16;0;0;0;0;0
2020-10-13 22:45:00;25;38;13;0;0;0;0;0
2020-10-13 23:00:00;23;40;16;0;0;0;0;0
2020-10-13 23:15:00;17;26;20;0;0;0;0;0
2020-10-13 23:30:00;12;16;14;0;0;0;0;0
