DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2020-04-21 00:00:00;4;3;0;0;1;4;1;0;0
2020-04-21 00:15:00;9;4;0;1;0;7;5;0;1
2020-04-21 00:30:00;4;2;0;0;0;7;3;0;0
2020-04-21 00:45:00;2;4;0;0;0;6;3;0;0
2020-04-21 01:00:00;4;0;0;0;0;6;4;0;0
2020-04-21 01:15:00;3;1;0;0;0;6;0;0;0
2020-04-21 01:30:00;3;2;0;0;0;4;4;0;0
2020-04-21 01:45:00;6;0;0;0;0;5;3;0;1
2020-04-21 02:00:00;7;2;0;0;0;0;2;0;0
2020-04-21 02:15:00;3;2;0;0;0;5;5;0;0
2020-04-21 02:30:00;8;5;2;0;0;4;1;0;0
2020-04-21 02:45:00;6;0;0;0;0;4;2;0;0
2020-04-21 03:00:00;4;7;0;0;0;3;1;0;0
2020-04-21 03:15:00;1;3;0;0;0;6;0;0;0
2020-04-21 03:30:00;3;1;0;0;0;6;3;0;0
2020-04-21 03:45:00;5;4;0;0;0;8;4;0;0
2020-04-21 04:00:00;6;1;0;0;0;5;2;0;0
2020-04-21 04:15:00;6;2;0;0;1;8;4;0;0
2020-04-21 04:30:00;14;3;1;0;0;7;3;0;0
2020-04-21 04:45:00;15;10;1;0;0;14;8;0;0
2020-04-21 05:00:00;23;14;0;1;0;30;8;0;0
2020-04-21 05:15:00;27;24;1;1;3;73;31;0;0
2020-04-21 05:30:00;39;32;3;0;1;116;69;0;1
2020-04-21 05:45:00;46;54;1;1;1;135;91;0;0
2020-04-21 06:00:00;74;63;2;0;1;87;74;0;6
2020-04-21 06:15:00;70;66;2;1;1;143;98;0;2
2020-04-21 06:30:00;82;84;7;3;6;142;127;3;3
2020-04-21 06:45:00;62;63;5;3;13;140;143;5;1
2020-04-21 07:00:00;57;63;0;6;5;111;98;0;3
2020-04-21 07:15:00;73;72;8;12;14;118;138;0;2
2020-04-21 07:30:00;76;66;4;15;15;135;137;1;7
2020-04-21 07:45:00;68;83;9;11;22;122;126;3;5
2020-04-21 08:00:00;73;80;9;8;14;111;104;3;5
2020-04-21 08:15:00;57;63;14;17;18;99;88;12;0
2020-04-21 08:30:00;73;75;14;25;13;96;103;7;4
2020-04-21 08:45:00;76;87;15;22;21;92;107;4;1
2020-04-21 09:00:00;79;58;13;20;11;66;89;0;0
2020-04-21 09:15:00;70;81;11;21;25;95;95;4;0
2020-04-21 09:30:00;83;79;7;21;23;86;82;0;3
2020-04-21 09:45:00;85;97;14;18;26;82;106;2;3
2020-04-21 10:00:00;84;82;16;28;11;109;88;1;1
2020-04-21 10:15:00;86;97;19;20;24;77;112;2;2
2020-04-21 10:30:00;86;88;10;25;15;94;94;6;0
2020-04-21 10:45:00;103;94;9;24;18;93;101;6;1
2020-04-21 11:00:00;104;101;21;33;23;80;88;16;3
2020-04-21 11:15:00;96;98;13;28;10;88;92;8;3
2020-04-21 11:30:00;104;92;16;20;17;89;99;12;5
2020-04-21 11:45:00;108;97;13;18;23;86;82;16;33
2020-04-21 12:00:00;118;116;9;33;17;80;89;11;0
2020-04-21 12:15:00;98;100;13;34;11;70;79;15;3
2020-04-21 12:30:00;108;104;8;16;11;99;97;4;1
2020-04-21 12:45:00;103;104;8;31;20;94;85;7;2
2020-04-21 13:00:00;95;126;12;19;24;80;74;3;0
2020-04-21 13:15:00;100;108;12;28;12;99;92;2;1
2020-04-21 13:30:00;106;112;13;33;11;99;88;3;1
2020-04-21 13:45:00;91;113;9;20;20;114;123;10;3
2020-04-21 14:00:00;134;150;15;29;22;94;99;15;1
2020-04-21 14:15:00;129;141;12;26;18;83;94;7;3
2020-04-21 14:30:00;152;172;12;30;13;98;108;14;6
2020-04-21 14:45:00;141;148;14;33;24;96;105;12;4
2020-04-21 15:00:00;139;135;14;34;19;91;111;12;3
2020-04-21 15:15:00;119;151;18;30;22;90;109;5;1
2020-04-21 15:30:00;142;139;19;22;16;90;95;8;5
2020-04-21 15:45:00;136;153;12;28;12;86;108;8;0
2020-04-21 16:00:00;190;185;9;21;10;98;96;4;0
2020-04-21 16:15:00;155;163;13;22;24;104;118;10;0
2020-04-21 16:30:00;138;130;8;18;15;96;100;9;3
2020-04-21 16:45:00;135;143;16;35;15;86;87;22;2
2020-04-21 17:00:00;146;149;16;25;8;93;124;9;2
2020-04-21 17:15:00;135;141;13;27;11;90;114;11;3
2020-04-21 17:30:00;132;123;7;13;6;80;87;5;3
2020-04-21 17:45:00;124;129;4;12;9;80;84;0;0
2020-04-21 18:00:00;109;110;4;14;7;95;76;4;1
2020-04-21 18:15:00;89;87;6;10;6;74;84;6;0
2020-04-21 18:30:00;83;92;6;8;3;85;72;10;3
