DATUM;1(DB1);2(DB2);3(DB3);4(DC1);5(DC2);6(DC3);7(DE1);8(DE2);9(DE3);10(DR2);11(DR3);12(TA1);13(TA2);14(TA3)
2019-10-12 00:00:00;26;25;0;17;30;13;8;0;0;1;0;0;0;0
2019-10-12 00:15:00;25;26;0;19;33;8;14;0;0;2;0;0;0;0
2019-10-12 00:30:00;23;26;0;12;18;7;7;0;0;0;0;0;0;0
2019-10-12 00:45:00;28;29;0;12;17;10;11;0;0;1;0;0;0;0
2019-10-12 01:00:00;20;23;0;16;17;5;7;0;0;0;0;0;0;0
2019-10-12 01:15:00;8;23;0;17;20;8;2;0;0;0;0;0;0;0
2019-10-12 01:30:00;10;16;0;8;13;3;7;0;0;0;0;0;0;0
2019-10-12 01:45:00;13;18;1;16;27;9;8;0;0;0;0;0;0;0
2019-10-12 02:00:00;10;10;0;13;13;4;4;0;0;0;0;0;0;0
2019-10-12 02:15:00;19;21;0;17;18;8;8;0;0;0;1;0;0;0
2019-10-12 02:30:00;3;13;0;7;7;5;3;0;0;0;0;0;0;0
2019-10-12 02:45:00;7;7;0;12;11;2;7;0;0;0;0;0;0;0
2019-10-12 03:00:00;7;8;0;5;10;4;4;0;0;0;0;0;0;0
2019-10-12 03:15:00;10;14;0;9;11;8;6;0;0;0;0;0;0;0
2019-10-12 03:30:00;6;5;0;8;5;2;0;0;0;1;0;0;0;0
2019-10-12 03:45:00;6;7;0;5;15;4;3;0;0;0;0;0;0;0
2019-10-12 04:00:00;5;6;0;4;7;3;2;0;0;0;5;0;0;0
2019-10-12 04:15:00;7;6;0;9;16;6;4;0;0;0;0;0;0;0
2019-10-12 04:30:00;8;14;0;3;7;3;6;0;0;0;0;0;0;0
2019-10-12 04:45:00;9;7;0;9;17;8;7;0;0;1;0;0;0;0
2019-10-12 05:00:00;16;14;0;7;14;6;1;0;0;0;0;0;0;0
2019-10-12 05:15:00;16;18;0;10;21;5;2;0;0;0;0;0;0;0
2019-10-12 05:30:00;22;40;0;11;25;3;1;0;0;0;0;0;0;0
2019-10-12 05:45:00;23;40;0;29;66;6;6;0;0;1;0;0;0;0
2019-10-12 06:00:00;8;28;0;40;80;4;1;0;0;0;0;0;0;0
2019-10-12 06:15:00;19;22;0;45;87;9;5;0;0;0;0;0;0;0
2019-10-12 06:30:00;18;34;0;33;46;9;5;0;0;0;0;0;0;0
2019-10-12 06:45:00;23;35;0;29;46;7;6;0;0;1;0;0;0;0
2019-10-12 07:00:00;18;33;0;24;38;14;3;0;0;1;0;0;0;0
2019-10-12 07:15:00;20;47;0;36;46;15;4;0;0;7;0;0;0;0
