DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2020-05-07 00:00:00;13;5;0;1;7;8;14;8;7;1;0;1
2020-05-07 00:15:00;10;5;1;3;7;10;11;7;9;0;0;0
2020-05-07 00:30:00;7;5;2;1;8;11;9;7;11;0;0;0
2020-05-07 00:45:00;7;4;2;1;4;4;9;5;5;1;0;0
2020-05-07 01:00:00;5;3;1;1;2;6;5;2;5;0;0;0
2020-05-07 01:15:00;10;4;0;0;3;11;10;3;10;0;0;0
2020-05-07 01:30:00;7;6;0;0;1;4;7;3;4;1;0;0
2020-05-07 01:45:00;11;4;1;0;2;3;11;5;5;2;0;0
2020-05-07 02:00:00;9;8;0;2;3;6;10;8;8;1;0;0
2020-05-07 02:15:00;11;6;0;0;3;5;11;2;6;0;0;2
2020-05-07 02:30:00;6;5;0;1;6;5;7;4;6;0;0;0
2020-05-07 02:45:00;3;2;0;0;1;10;3;2;9;1;0;0
2020-05-07 03:00:00;7;4;0;0;2;5;7;4;4;0;0;0
2020-05-07 03:15:00;11;3;1;2;4;6;12;2;8;0;0;0
2020-05-07 03:30:00;8;3;0;1;6;4;7;4;5;0;0;0
2020-05-07 03:45:00;11;3;0;2;5;7;11;6;8;0;0;0
2020-05-07 04:00:00;15;7;1;0;7;8;15;7;9;1;0;0
2020-05-07 04:15:00;22;6;0;0;5;2;22;6;3;0;0;0
2020-05-07 04:30:00;27;8;1;0;6;9;26;6;8;0;0;0
2020-05-07 04:45:00;24;7;2;2;18;16;25;21;17;1;0;0
2020-05-07 05:00:00;47;17;1;1;29;25;48;29;23;0;0;0
2020-05-07 05:15:00;56;13;0;1;8;6;57;52;48;2;0;5
2020-05-07 05:30:00;78;14;4;6;0;0;78;66;87;0;0;2
2020-05-07 05:45:00;73;17;6;11;0;0;76;59;70;0;0;2
2020-05-07 06:00:00;82;26;6;8;0;0;91;42;63;0;1;4
2020-05-07 06:15:00;109;29;6;8;2;4;112;77;103;2;0;7
2020-05-07 06:30:00;158;23;6;6;23;38;165;95;139;1;0;7
2020-05-07 06:45:00;143;34;8;12;74;121;152;103;153;0;0;9
2020-05-07 07:00:00;130;21;14;16;101;137;149;100;154;1;1;7
2020-05-07 07:15:00;156;30;20;18;134;143;167;114;155;4;5;13
2020-05-07 07:30:00;148;33;12;23;128;170;175;107;165;4;1;26
2020-05-07 07:45:00;146;32;6;23;114;141;151;106;159;4;0;22
2020-05-07 08:00:00;143;36;12;16;96;121;164;79;126;4;1;10
2020-05-07 08:15:00;164;35;24;21;69;86;166;79;104;3;2;7
2020-05-07 08:30:00;164;33;19;25;90;102;166;92;116;2;2;12
2020-05-07 08:45:00;160;26;17;27;95;134;143;98;139;1;2;11
2020-05-07 09:00:00;158;44;20;20;69;112;163;78;119;3;0;4
2020-05-07 09:15:00;139;30;21;24;71;99;161;78;96;2;0;7
2020-05-07 09:30:00;157;25;36;32;74;109;167;89;109;2;4;12
2020-05-07 09:45:00;169;24;26;33;80;120;182;84;116;1;2;9
2020-05-07 10:00:00;138;29;21;35;69;111;158;94;97;3;0;4
2020-05-07 10:15:00;184;23;33;33;70;98;201;83;115;1;2;9
2020-05-07 10:30:00;191;27;26;39;87;113;203;76;118;3;1;8
2020-05-07 10:45:00;181;28;29;40;73;118;202;78;125;2;0;8
2020-05-07 11:00:00;220;38;25;35;73;115;230;80;108;2;4;10
2020-05-07 11:15:00;177;24;30;48;73;125;191;85;124;2;0;9
2020-05-07 11:30:00;198;38;29;62;60;103;187;80;99;3;4;11
2020-05-07 11:45:00;205;40;24;31;68;110;211;90;124;2;0;9
2020-05-07 12:00:00;191;33;29;47;67;107;205;91;116;3;5;14
2020-05-07 12:15:00;209;44;28;47;67;108;230;90;112;2;2;10
2020-05-07 12:30:00;212;43;30;40;65;106;229;86;127;2;0;10
