DATUM;1(DA1);2(DB1);3(DC1);4(DC2);5(DRES1);6(DRES2);7(TAFGA);8(TAFBA)
2020-05-22 00:00:00;6;6;2;4;0;0;0;0
2020-05-22 00:15:00;8;1;0;0;0;0;0;0
2020-05-22 00:30:00;5;2;1;1;0;0;0;0
2020-05-22 00:45:00;7;3;1;0;0;0;0;0
2020-05-22 01:00:00;0;3;1;0;0;0;0;0
2020-05-22 01:15:00;1;2;0;0;0;0;0;0
2020-05-22 01:30:00;4;5;1;0;0;0;0;0
2020-05-22 01:45:00;6;5;0;1;0;0;0;0
2020-05-22 02:00:00;3;1;2;2;0;0;0;0
2020-05-22 02:15:00;3;3;0;0;0;0;0;0
2020-05-22 02:30:00;4;1;1;1;0;0;0;0
2020-05-22 02:45:00;2;3;2;1;0;0;0;0
2020-05-22 03:00:00;1;2;1;2;0;0;0;0
2020-05-22 03:15:00;1;1;1;0;0;0;0;0
2020-05-22 03:30:00;0;4;0;1;0;0;0;0
2020-05-22 03:45:00;0;2;0;0;0;0;0;0
2020-05-22 04:00:00;3;1;1;0;0;0;0;0
2020-05-22 04:15:00;4;0;0;0;0;0;0;0
2020-05-22 04:30:00;1;1;1;1;0;0;0;0
2020-05-22 04:45:00;3;1;0;0;0;0;0;0
2020-05-22 05:00:00;3;7;1;2;0;0;0;0
2020-05-22 05:15:00;6;4;0;0;0;0;0;0
2020-05-22 05:30:00;6;13;1;0;0;0;0;0
2020-05-22 05:45:00;11;12;1;1;0;0;0;0
2020-05-22 06:00:00;12;9;1;1;0;0;0;0
2020-05-22 06:15:00;21;17;1;1;0;0;0;0
2020-05-22 06:30:00;19;12;1;2;0;0;0;0
2020-05-22 06:45:00;19;21;1;2;0;0;0;0
2020-05-22 07:00:00;22;34;2;2;0;0;0;0
2020-05-22 07:15:00;21;53;4;1;0;0;0;0
2020-05-22 07:30:00;44;38;2;1;0;0;0;0
2020-05-22 07:45:00;34;40;2;1;0;0;0;0
2020-05-22 08:00:00;37;28;1;0;0;0;0;0
2020-05-22 08:15:00;29;35;1;2;0;0;0;0
2020-05-22 08:30:00;39;35;2;0;0;0;0;0
2020-05-22 08:45:00;39;43;4;4;0;0;1;0
2020-05-22 09:00:00;39;44;4;3;0;0;0;0
2020-05-22 09:15:00;36;35;1;4;0;0;0;0
2020-05-22 09:30:00;37;45;0;1;0;0;0;0
2020-05-22 09:45:00;43;52;0;2;0;0;1;1
2020-05-22 10:00:00;45;37;2;0;0;0;0;0
2020-05-22 10:15:00;29;28;1;0;0;0;0;0
2020-05-22 10:30:00;54;43;6;4;0;0;0;0
2020-05-22 10:45:00;41;45;0;0;0;0;0;0
2020-05-22 11:00:00;48;48;1;1;0;0;0;0
2020-05-22 11:15:00;54;46;3;7;0;0;0;0
2020-05-22 11:30:00;59;34;0;0;0;0;0;0
2020-05-22 11:45:00;57;54;1;1;0;0;0;0
2020-05-22 12:00:00;75;89;1;1;0;0;1;0
2020-05-22 12:15:00;56;45;2;1;0;0;0;0
2020-05-22 12:30:00;50;53;1;1;0;0;0;0
2020-05-22 12:45:00;85;55;2;0;0;0;1;4
2020-05-22 13:00:00;115;90;1;1;0;0;3;3
2020-05-22 13:15:00;166;93;12;2;0;0;17;0
2020-05-22 13:30:00;44;39;1;0;0;0;0;0
2020-05-22 13:45:00;60;53;3;1;0;0;0;0
2020-05-22 14:00:00;76;79;2;1;0;0;0;0
2020-05-22 14:15:00;71;93;4;3;0;0;0;0
2020-05-22 14:30:00;53;37;0;2;0;0;0;0
2020-05-22 14:45:00;74;81;0;2;0;0;1;0
2020-05-22 15:00:00;97;66;5;2;0;0;1;0
2020-05-22 15:15:00;56;50;2;1;0;0;0;0
2020-05-22 15:30:00;74;45;2;1;0;0;0;0
2020-05-22 15:45:00;42;58;4;3;0;0;0;0
2020-05-22 16:00:00;89;72;5;5;0;0;4;0
2020-05-22 16:15:00;59;41;2;0;0;0;0;0
2020-05-22 16:30:00;133;68;1;1;0;0;3;0
2020-05-22 16:45:00;61;46;4;4;0;0;0;0
2020-05-22 17:00:00;69;51;1;1;0;0;0;0
2020-05-22 17:15:00;60;59;0;3;0;0;0;0
2020-05-22 17:30:00;65;47;3;4;0;0;0;0
2020-05-22 17:45:00;63;58;2;1;0;0;2;0
2020-05-22 18:00:00;55;52;2;1;0;0;0;0
2020-05-22 18:15:00;55;42;3;1;0;0;0;0
2020-05-22 18:30:00;54;47;0;0;0;0;0;0
2020-05-22 18:45:00;36;39;0;0;0;0;0;0
2020-05-22 19:00:00;54;37;2;0;0;0;0;0
2020-05-22 19:15:00;29;33;4;4;0;0;0;0
2020-05-22 19:30:00;38;35;0;0;0;0;0;0
2020-05-22 19:45:00;25;28;2;0;0;0;0;0
2020-05-22 20:00:00;25;33;5;1;0;0;0;0
2020-05-22 20:15:00;27;29;3;2;0;0;0;0
2020-05-22 20:30:00;19;22;0;1;0;0;0;0
2020-05-22 20:45:00;21;17;0;1;0;0;0;0
2020-05-22 21:00:00;24;15;1;1;0;0;0;0
2020-05-22 21:15:00;9;9;2;3;0;0;0;0
2020-05-22 21:30:00;8;16;0;0;0;0;0;0
2020-05-22 21:45:00;11;13;1;1;0;0;0;0
2020-05-22 22:00:00;37;10;0;1;0;0;0;0
2020-05-22 22:15:00;11;13;1;0;0;0;0;0
2020-05-22 22:30:00;12;7;0;0;0;0;0;0
2020-05-22 22:45:00;16;16;1;0;0;0;0;0
2020-05-22 23:00:00;9;9;0;1;0;0;0;0
2020-05-22 23:15:00;15;6;0;0;0;0;0;0
2020-05-22 23:30:00;8;6;0;0;0;0;0;0
2020-05-22 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
