DATUM;1(DA1);2(DA2);3(DB1A);4(DB1B);5(DC1);6(DC2);7(DD2A);8(DD2B);9(DD1);10(DE1);11(DE2);12(DE3);13(DF1);14(DF2);15(DF3);16(TAFG1);17(TAFG2)
2019-11-29 00:00:00;16;5;0;0;14;4;0;0;0;0;15;6;4;17;4;0;0
2019-11-29 00:15:00;10;8;0;0;19;7;1;1;0;0;11;7;6;26;6;0;0
2019-11-29 00:30:00;4;5;0;0;10;3;2;2;1;0;5;4;3;12;3;0;0
2019-11-29 00:45:00;4;5;0;0;15;5;2;2;1;0;2;5;5;20;5;0;0
2019-11-29 01:00:00;9;7;0;0;14;5;3;3;1;0;7;7;6;19;6;0;0
2019-11-29 01:15:00;11;8;0;0;14;1;2;2;0;0;11;10;4;15;3;0;0
2019-11-29 01:30:00;12;0;0;0;4;3;0;0;0;0;12;0;3;7;3;0;0
2019-11-29 01:45:00;13;0;0;0;12;4;1;1;1;0;12;0;4;14;5;0;0
2019-11-29 02:00:00;9;4;0;0;9;2;1;1;0;0;9;5;2;11;2;0;0
2019-11-29 02:15:00;8;5;0;0;3;3;0;0;0;2;8;5;4;5;3;0;0
2019-11-29 02:30:00;12;4;0;0;5;0;0;0;0;1;11;4;0;4;0;0;0
2019-11-29 02:45:00;8;3;0;1;11;4;2;1;0;1;6;2;4;15;4;0;0
2019-11-29 03:00:00;8;2;0;0;9;3;2;2;1;0;6;2;4;11;4;0;0
2019-11-29 03:15:00;6;1;0;0;9;1;0;0;0;1;5;1;1;10;1;0;0
2019-11-29 03:30:00;6;2;0;0;8;1;2;2;1;0;6;2;1;9;1;0;0
2019-11-29 03:45:00;8;6;0;0;11;2;0;0;0;0;8;6;2;13;2;0;0
2019-11-29 04:00:00;8;2;1;0;14;1;0;0;0;0;8;2;1;15;1;0;0
2019-11-29 04:15:00;16;2;2;1;10;2;0;0;0;0;14;2;2;10;2;0;0
2019-11-29 04:30:00;26;3;1;0;15;2;0;0;0;0;25;3;2;15;3;0;0
2019-11-29 04:45:00;24;16;1;0;24;5;1;1;1;4;24;15;5;25;5;0;0
2019-11-29 05:00:00;24;17;3;0;34;17;2;2;2;1;17;18;16;51;17;0;0
2019-11-29 05:15:00;36;20;0;3;43;18;4;4;4;2;33;18;16;54;17;0;0
2019-11-29 05:30:00;64;35;1;0;51;27;6;6;8;0;60;36;27;75;27;0;0
2019-11-29 05:45:00;77;49;2;4;64;38;2;2;2;5;70;49;34;91;34;0;0
2019-11-29 06:00:00;60;41;3;1;62;33;0;1;0;4;54;41;33;87;32;0;0
2019-11-29 06:15:00;95;74;2;1;85;54;4;5;2;1;85;74;52;121;51;4;0
2019-11-29 06:30:00;111;120;5;1;87;72;12;14;11;1;95;121;72;137;72;0;0
2019-11-29 06:45:00;125;171;3;2;93;70;10;10;7;1;94;177;67;138;66;0;3
2019-11-29 07:00:00;106;134;6;3;114;87;10;10;6;2;97;132;86;179;86;0;1
2019-11-29 07:15:00;127;157;1;1;87;88;7;7;3;1;115;162;96;152;95;0;6
2019-11-29 07:30:00;145;165;2;0;125;84;5;7;4;2;127;167;76;188;74;0;0
2019-11-29 07:45:00;164;216;0;1;108;79;12;13;6;2;138;215;79;170;80;0;6
2019-11-29 08:00:00;124;191;1;0;93;73;20;22;11;2;110;196;70;150;69;0;1
2019-11-29 08:15:00;142;188;0;0;111;88;16;15;7;5;117;199;89;177;84;0;0
2019-11-29 08:30:00;137;180;0;2;106;82;18;17;9;1;125;185;82;167;82;0;0
2019-11-29 08:45:00;133;193;2;1;117;67;9;9;5;3;118;197;65;163;65;0;1
2019-11-29 09:00:00;113;153;4;1;116;70;10;11;6;2;109;156;76;159;70;0;1
2019-11-29 09:15:00;130;192;2;2;119;83;17;18;11;2;111;199;79;186;81;0;0
2019-11-29 09:30:00;130;168;4;1;116;109;16;17;6;3;115;167;106;203;102;0;3
2019-11-29 09:45:00;125;169;3;1;150;102;24;24;13;2;117;171;111;226;113;0;15
2019-11-29 10:00:00;116;147;2;0;147;89;22;23;5;3;105;151;96;218;98;0;0
