DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-12-07 00:00:00;0;1;6;7;7;0;0
2020-12-07 00:15:00;0;5;3;6;7;2;2
2020-12-07 00:30:00;0;2;3;7;3;1;1
2020-12-07 00:45:00;0;7;4;2;1;0;0
2020-12-07 01:00:00;0;8;5;0;0;0;0
2020-12-07 01:15:00;0;2;0;5;3;0;0
2020-12-07 01:30:00;0;2;2;6;2;0;0
2020-12-07 01:45:00;0;3;5;4;2;0;0
2020-12-07 02:00:00;0;3;3;4;4;0;0
2020-12-07 02:15:00;0;2;1;5;4;0;0
2020-12-07 02:30:00;0;1;0;5;1;0;0
2020-12-07 02:45:00;0;3;1;4;2;0;0
2020-12-07 03:00:00;0;3;1;7;1;0;0
2020-12-07 03:15:00;0;4;2;3;1;0;0
2020-12-07 03:30:00;0;1;1;6;1;0;0
2020-12-07 03:45:00;0;3;4;2;2;0;0
2020-12-07 04:00:00;0;8;1;7;4;0;0
2020-12-07 04:15:00;0;7;4;11;2;0;0
2020-12-07 04:30:00;5;10;6;16;12;0;0
2020-12-07 04:45:00;6;26;14;15;12;0;0
2020-12-07 05:00:00;0;61;46;34;19;0;0
2020-12-07 05:15:00;13;64;64;25;18;0;0
2020-12-07 05:30:00;0;70;70;46;22;2;2
2020-12-07 05:45:00;3;54;74;41;41;2;2
2020-12-07 06:00:00;6;57;64;35;46;5;5
2020-12-07 06:15:00;6;80;77;42;31;4;3
2020-12-07 06:30:00;5;81;104;78;62;6;7
2020-12-07 06:45:00;41;116;113;77;70;4;4
2020-12-07 07:00:00;21;109;121;65;58;5;5
2020-12-07 07:15:00;42;159;173;91;79;8;8
2020-12-07 07:30:00;52;142;141;82;91;4;4
2020-12-07 07:45:00;65;149;127;107;117;4;4
2020-12-07 08:00:00;9;117;123;103;98;7;7
2020-12-07 08:15:00;88;101;102;100;92;3;3
2020-12-07 08:30:00;20;94;89;100;97;4;4
2020-12-07 08:45:00;4;94;96;94;105;3;3
2020-12-07 09:00:00;8;91;89;99;89;5;5
2020-12-07 09:15:00;13;103;90;107;87;2;2
2020-12-07 09:30:00;33;108;103;116;104;6;6
2020-12-07 09:45:00;14;108;112;123;98;2;2
2020-12-07 10:00:00;0;105;118;107;97;3;3
2020-12-07 10:15:00;11;96;92;107;101;3;3
2020-12-07 10:30:00;13;114;114;112;110;6;6
2020-12-07 10:45:00;26;49;176;135;117;1;1
2020-12-07 11:00:00;1;11;168;112;124;5;4
2020-12-07 11:15:00;10;91;140;124;129;2;3
2020-12-07 11:30:00;10;84;92;121;122;7;7
2020-12-07 11:45:00;22;98;89;127;121;3;3
2020-12-07 12:00:00;29;101;99;120;131;3;3
2020-12-07 12:15:00;27;90;106;115;115;3;3
2020-12-07 12:30:00;7;96;95;108;129;3;3
2020-12-07 12:45:00;6;110;112;127;130;6;6
2020-12-07 13:00:00;8;120;112;118;136;2;2
2020-12-07 13:15:00;56;121;137;116;121;9;9
2020-12-07 13:30:00;29;131;134;114;119;6;6
2020-12-07 13:45:00;12;116;122;108;130;3;3
2020-12-07 14:00:00;62;89;113;125;133;4;4
2020-12-07 14:15:00;10;107;95;126;147;3;3
2020-12-07 14:30:00;41;117;95;153;166;6;6
2020-12-07 14:45:00;15;131;127;149;163;3;3
2020-12-07 15:00:00;17;119;87;151;159;5;5
2020-12-07 15:15:00;13;99;99;126;142;3;3
2020-12-07 15:30:00;30;103;106;132;136;5;5
2020-12-07 15:45:00;51;125;108;149;171;5;5
2020-12-07 16:00:00;16;113;107;171;160;3;3
2020-12-07 16:15:00;33;107;99;171;196;4;4
2020-12-07 16:30:00;20;116;107;134;161;5;5
2020-12-07 16:45:00;79;116;111;161;188;4;4
2020-12-07 17:00:00;12;112;104;138;167;3;3
2020-12-07 17:15:00;11;99;99;157;169;4;4
2020-12-07 17:30:00;37;97;89;138;136;6;5
2020-12-07 17:45:00;13;89;82;133;142;3;4
2020-12-07 18:00:00;16;105;84;117;120;3;3
2020-12-07 18:15:00;3;85;74;124;119;4;4
2020-12-07 18:30:00;3;67;75;98;109;5;5
2020-12-07 18:45:00;6;50;51;85;86;3;3
2020-12-07 19:00:00;31;69;51;76;64;3;3
2020-12-07 19:15:00;0;63;50;69;62;4;4
2020-12-07 19:30:00;2;44;49;66;48;4;4
2020-12-07 19:45:00;3;38;33;57;46;2;2
2020-12-07 20:00:00;6;35;37;36;29;3;3
2020-12-07 20:15:00;0;33;34;45;32;1;1
2020-12-07 20:30:00;0;39;32;45;35;4;4
2020-12-07 20:45:00;1;39;30;35;29;1;1
2020-12-07 21:00:00;6;47;52;37;21;3;3
2020-12-07 21:15:00;3;33;35;32;25;1;1
2020-12-07 21:30:00;0;33;12;26;15;1;1
2020-12-07 21:45:00;0;9;12;41;36;1;1
2020-12-07 22:00:00;0;13;8;59;47;3;3
2020-12-07 22:15:00;0;18;21;61;52;2;2
2020-12-07 22:30:00;0;11;11;17;23;2;2
2020-12-07 22:45:00;43;8;11;24;14;0;0
2020-12-07 23:00:00;0;15;9;15;9;2;2
2020-12-07 23:15:00;0;13;12;12;12;0;0
2020-12-07 23:30:00;0;14;5;11;7;1;1
2020-12-07 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
