DATUM;1(DB1);2(DRDA);3(DRDB);4(TAFGA);5(TAFGB);6(TARDA1);7(TARDB1);8(TAFBA);9(TAFBB)
2020-03-08 00:00:00;3;0;0;0;0;0;0;0;0
2020-03-08 00:15:00;9;1;1;0;0;0;0;0;0
2020-03-08 00:30:00;3;0;0;0;0;0;0;0;0
2020-03-08 00:45:00;5;0;0;0;0;0;0;0;0
2020-03-08 01:00:00;7;0;0;0;0;0;0;0;0
2020-03-08 01:15:00;8;0;0;0;0;0;0;0;0
2020-03-08 01:30:00;3;1;0;0;0;0;0;0;0
2020-03-08 01:45:00;8;0;1;0;0;0;0;0;0
2020-03-08 02:00:00;7;1;2;0;0;0;0;0;0
2020-03-08 02:15:00;9;0;0;0;0;0;0;0;0
2020-03-08 02:30:00;1;0;1;0;0;0;0;0;0
2020-03-08 02:45:00;3;0;1;0;0;0;0;0;0
2020-03-08 03:00:00;3;0;0;0;0;0;0;0;0
2020-03-08 03:15:00;1;0;2;0;0;0;0;0;0
2020-03-08 03:30:00;3;0;0;0;0;0;0;0;0
2020-03-08 03:45:00;0;0;0;0;0;0;0;0;0
2020-03-08 04:00:00;1;0;1;0;0;0;0;0;0
2020-03-08 04:15:00;1;0;0;0;0;0;0;0;0
2020-03-08 04:30:00;1;0;1;0;0;0;0;0;0
2020-03-08 04:45:00;5;0;0;0;0;0;0;0;0
2020-03-08 05:00:00;0;0;0;0;0;0;0;0;0
2020-03-08 05:15:00;0;0;0;0;0;0;0;0;0
2020-03-08 05:30:00;3;0;2;0;0;0;0;0;0
2020-03-08 05:45:00;1;0;1;0;0;0;0;0;0
2020-03-08 06:00:00;0;0;0;0;0;0;0;0;0
2020-03-08 06:15:00;0;0;0;0;0;0;0;0;0
2020-03-08 06:30:00;1;0;0;0;0;0;0;0;0
2020-03-08 06:45:00;1;0;1;0;0;0;0;0;0
2020-03-08 07:00:00;1;0;1;0;0;0;0;0;0
2020-03-08 07:15:00;1;1;2;0;0;0;0;0;0
2020-03-08 07:30:00;1;2;3;0;0;0;0;0;0
2020-03-08 07:45:00;2;0;1;0;0;0;0;0;0
2020-03-08 08:00:00;3;0;1;0;0;0;0;0;0
2020-03-08 08:15:00;4;1;4;0;0;0;0;0;0
2020-03-08 08:30:00;4;0;0;0;0;0;0;0;0
2020-03-08 08:45:00;4;2;6;0;0;0;2;0;0
2020-03-08 09:00:00;17;0;3;0;1;0;1;0;0
2020-03-08 09:15:00;4;1;1;1;1;0;1;1;0
2020-03-08 09:30:00;10;1;6;1;2;0;1;2;4
2020-03-08 09:45:00;9;1;1;3;0;0;0;1;0
2020-03-08 10:00:00;8;2;3;3;2;1;0;1;3
2020-03-08 10:15:00;10;0;2;3;2;0;0;0;0
2020-03-08 10:30:00;10;2;3;2;1;2;1;6;0
2020-03-08 10:45:00;10;0;4;5;2;1;0;18;2
2020-03-08 11:00:00;17;3;6;3;2;2;2;3;0
2020-03-08 11:15:00;22;4;5;0;1;1;0;0;0
2020-03-08 11:30:00;15;4;4;3;0;0;0;3;0
2020-03-08 11:45:00;17;2;5;5;3;1;4;2;1
2020-03-08 12:00:00;20;3;8;3;1;0;0;0;1
2020-03-08 12:15:00;8;0;9;3;1;0;3;0;0
2020-03-08 12:30:00;16;6;6;1;3;0;2;0;0
2020-03-08 12:45:00;13;1;4;3;2;0;0;4;0
2020-03-08 13:00:00;20;0;2;2;2;0;1;4;2
2020-03-08 13:15:00;18;5;8;6;5;2;1;2;0
2020-03-08 13:30:00;19;2;3;2;1;0;2;0;0
2020-03-08 13:45:00;27;6;8;5;0;2;3;0;0
2020-03-08 14:00:00;22;3;6;6;1;0;1;3;0
2020-03-08 14:15:00;16;3;3;6;2;2;1;3;0
2020-03-08 14:30:00;13;4;9;1;1;1;2;0;2
2020-03-08 14:45:00;16;2;9;5;3;0;2;12;0
