DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2019-08-16 00:00:00;10;1;2;1;0;0;12;2;0;2;0
2019-08-16 00:15:00;9;7;1;1;1;4;10;4;0;2;0
2019-08-16 00:30:00;9;6;3;2;0;1;20;5;0;1;0
2019-08-16 00:45:00;13;4;3;1;0;1;9;3;0;0;0
2019-08-16 01:00:00;9;2;0;0;0;1;8;4;0;0;0
2019-08-16 01:15:00;4;3;1;2;0;3;15;3;1;3;0
2019-08-16 01:30:00;6;5;2;1;0;3;7;3;0;0;0
2019-08-16 01:45:00;10;2;2;1;0;1;6;1;0;2;0
2019-08-16 02:00:00;7;4;1;0;0;0;6;0;0;2;0
2019-08-16 02:15:00;5;2;2;1;1;3;3;1;0;0;0
2019-08-16 02:30:00;7;5;1;1;0;2;7;0;0;1;0
2019-08-16 02:45:00;3;3;0;0;1;2;10;2;0;0;0
2019-08-16 03:00:00;4;11;2;4;0;4;6;4;0;0;0
2019-08-16 03:15:00;3;5;2;0;0;1;12;1;0;0;0
2019-08-16 03:30:00;3;2;2;0;0;0;9;0;0;0;0
2019-08-16 03:45:00;5;6;1;0;0;0;7;2;0;2;0
2019-08-16 04:00:00;1;9;2;0;0;0;9;1;0;1;0
2019-08-16 04:15:00;6;8;3;3;0;3;16;2;0;0;0
2019-08-16 04:30:00;6;6;1;1;0;1;16;2;0;1;0
2019-08-16 04:45:00;5;10;3;1;1;1;17;5;0;0;0
2019-08-16 05:00:00;10;8;1;1;0;2;23;7;0;2;0
2019-08-16 05:15:00;12;14;4;1;0;4;33;11;0;0;0
2019-08-16 05:30:00;20;19;12;10;2;12;42;25;0;1;0
2019-08-16 05:45:00;16;12;4;8;0;8;61;40;0;1;0
2019-08-16 06:00:00;29;23;9;10;1;12;39;16;0;3;0
2019-08-16 06:15:00;29;20;15;17;2;22;54;26;1;2;0
2019-08-16 06:30:00;36;25;14;14;1;17;45;37;0;2;2
2019-08-16 06:45:00;32;26;17;16;2;20;54;39;2;8;0
2019-08-16 07:00:00;28;26;15;11;2;13;57;48;3;9;0
2019-08-16 07:15:00;44;27;16;21;2;25;63;38;0;8;0
2019-08-16 07:30:00;33;29;25;24;2;26;64;48;2;3;1
2019-08-16 07:45:00;52;29;20;20;8;28;67;44;3;10;0
2019-08-16 08:00:00;60;34;27;10;1;17;78;40;1;11;0
2019-08-16 08:15:00;47;27;25;21;4;29;66;46;1;5;2
2019-08-16 08:30:00;60;37;30;18;7;26;70;52;2;4;1
2019-08-16 08:45:00;76;32;24;12;2;20;80;35;0;5;0
2019-08-16 09:00:00;71;28;26;17;2;20;77;54;0;9;3
2019-08-16 09:15:00;88;28;27;16;3;19;81;67;4;11;1
2019-08-16 09:30:00;104;34;26;25;5;27;102;78;3;15;2
2019-08-16 09:45:00;101;45;26;22;4;24;92;72;3;13;0
2019-08-16 10:00:00;100;42;28;24;7;33;101;62;2;9;0
2019-08-16 10:15:00;117;42;22;21;5;25;81;77;2;10;2
2019-08-16 10:30:00;98;45;43;1;23;21;87;72;2;7;1
2019-08-16 10:45:00;115;41;27;11;10;20;90;71;1;12;0
2019-08-16 11:00:00;124;44;33;8;1;12;101;74;4;8;1
2019-08-16 11:15:00;139;45;29;11;4;16;98;56;0;11;0
2019-08-16 11:30:00;104;47;25;19;5;25;83;64;2;6;0
2019-08-16 11:45:00;126;36;46;13;5;19;118;72;2;11;3
2019-08-16 12:00:00;109;58;60;16;3;17;108;75;4;14;0
2019-08-16 12:15:00;105;46;43;26;7;27;99;74;1;16;1
2019-08-16 12:30:00;119;51;40;25;14;38;108;80;0;13;1
2019-08-16 12:45:00;134;55;49;11;6;19;110;63;0;11;2
2019-08-16 13:00:00;126;54;49;17;4;18;98;93;2;11;1
2019-08-16 13:15:00;111;41;39;22;5;28;112;71;0;13;0
2019-08-16 13:30:00;115;46;51;18;6;22;94;67;2;11;0
2019-08-16 13:45:00;143;50;35;19;6;25;101;64;1;9;0
2019-08-16 14:00:00;114;39;34;21;4;22;106;68;1;11;1
2019-08-16 14:15:00;163;55;56;25;7;33;108;73;3;13;0
2019-08-16 14:30:00;149;50;38;23;7;26;96;73;0;9;0
2019-08-16 14:45:00;118;66;48;20;9;31;106;63;0;14;0
2019-08-16 15:00:00;135;50;41;15;5;20;89;69;3;13;0
2019-08-16 15:15:00;135;60;39;16;6;20;105;70;3;9;3
2019-08-16 15:30:00;118;60;47;21;3;25;109;88;1;8;0
2019-08-16 15:45:00;115;47;28;16;6;22;106;80;1;15;1
2019-08-16 16:00:00;116;57;33;20;3;18;122;69;4;13;3
2019-08-16 16:15:00;117;53;34;14;6;19;128;67;1;6;1
2019-08-16 16:30:00;108;66;53;12;5;15;108;78;0;6;0
2019-08-16 16:45:00;119;51;42;25;10;32;106;91;2;8;1
2019-08-16 17:00:00;110;66;46;11;4;14;107;63;0;11;0
2019-08-16 17:15:00;92;40;23;19;6;24;109;64;1;12;0
2019-08-16 17:30:00;103;53;36;20;9;30;105;61;1;10;0
2019-08-16 17:45:00;86;49;32;16;8;24;91;63;1;15;0
2019-08-16 18:00:00;82;54;25;17;6;21;103;82;1;16;0
2019-08-16 18:15:00;76;42;29;21;6;27;108;63;2;3;0
2019-08-16 18:30:00;81;49;29;11;2;17;82;37;2;5;0
2019-08-16 18:45:00;77;39;16;16;5;23;81;49;0;10;0
2019-08-16 19:00:00;76;44;17;10;4;18;82;52;1;9;0
2019-08-16 19:15:00;78;40;24;13;1;14;82;40;1;6;0
2019-08-16 19:30:00;63;39;25;13;3;17;69;39;1;10;0
2019-08-16 19:45:00;54;30;17;11;2;12;73;38;1;3;0
2019-08-16 20:00:00;76;35;23;12;2;15;91;33;1;11;0
2019-08-16 20:15:00;61;23;12;13;3;15;83;25;3;4;2
2019-08-16 20:30:00;47;18;10;9;1;13;80;27;2;5;0
2019-08-16 20:45:00;33;17;12;12;1;15;56;18;0;7;0
