DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2020-10-18 00:00:00;36;11;3;14;11;18;39;14;16;0;0;1
2020-10-18 00:15:00;53;22;4;6;11;20;53;18;17;0;0;2
2020-10-18 00:30:00;41;11;4;14;7;18;45;10;19;0;0;1
2020-10-18 00:45:00;26;7;4;11;16;24;27;17;20;1;0;1
2020-10-18 01:00:00;35;12;2;7;18;25;34;18;18;0;0;3
2020-10-18 01:15:00;27;17;3;6;7;18;33;8;14;0;0;1
2020-10-18 01:30:00;22;11;3;2;9;12;22;6;8;0;0;0
2020-10-18 01:45:00;16;10;0;5;14;10;17;13;7;0;0;2
2020-10-18 02:00:00;19;9;5;9;8;8;21;8;4;0;0;1
2020-10-18 02:15:00;20;6;1;1;4;12;21;6;10;0;0;1
2020-10-18 02:30:00;9;2;1;2;4;5;10;2;3;0;0;1
2020-10-18 02:45:00;15;4;1;6;5;8;15;3;9;0;0;0
2020-10-18 03:00:00;11;8;0;1;2;7;10;1;7;0;0;0
2020-10-18 03:15:00;9;6;1;0;5;7;10;3;7;0;0;1
2020-10-18 03:30:00;13;6;0;0;2;3;12;5;4;0;0;0
2020-10-18 03:45:00;3;0;0;3;2;4;3;5;5;0;0;0
2020-10-18 04:00:00;7;6;2;0;2;5;8;6;7;0;0;1
2020-10-18 04:15:00;8;6;0;1;3;3;9;5;3;0;0;0
2020-10-18 04:30:00;3;2;0;0;6;4;3;5;6;0;0;1
2020-10-18 04:45:00;4;3;0;0;5;3;4;6;5;0;0;0
2020-10-18 05:00:00;21;11;0;0;2;1;20;2;2;0;0;0
2020-10-18 05:15:00;12;8;0;0;3;13;12;7;12;0;0;0
2020-10-18 05:30:00;14;11;3;0;18;20;15;17;25;0;0;2
2020-10-18 05:45:00;8;6;1;2;11;13;9;14;17;0;0;1
2020-10-18 06:00:00;21;12;0;3;11;13;21;12;16;0;0;0
2020-10-18 06:15:00;25;17;0;2;7;5;25;5;6;0;0;0
2020-10-18 06:30:00;23;8;1;5;9;7;24;6;8;0;0;0
2020-10-18 06:45:00;36;15;1;3;9;8;36;11;8;0;0;2
2020-10-18 07:00:00;20;12;4;1;9;12;18;15;16;1;1;1
2020-10-18 07:15:00;18;5;1;4;12;16;18;11;17;0;0;1
2020-10-18 07:30:00;27;12;2;4;13;19;29;8;19;0;0;1
2020-10-18 07:45:00;30;11;4;7;19;17;38;12;18;0;0;0
2020-10-18 08:00:00;34;14;2;5;17;19;40;13;18;0;0;0
2020-10-18 08:15:00;42;9;3;5;27;21;46;22;23;0;0;1
2020-10-18 08:30:00;60;16;5;7;25;32;65;24;31;0;0;2
2020-10-18 08:45:00;72;23;6;6;33;50;71;40;45;1;0;2
2020-10-18 09:00:00;67;21;7;6;36;51;68;35;56;1;1;1
2020-10-18 09:15:00;80;22;11;5;35;53;84;39;56;3;1;5
2020-10-18 09:30:00;95;21;15;9;48;66;99;50;61;2;0;2
2020-10-18 09:45:00;114;20;25;18;56;75;129;62;88;3;0;2
2020-10-18 10:00:00;101;18;15;18;59;80;100;57;85;3;4;3
2020-10-18 10:15:00;117;21;13;18;51;93;126;62;96;0;0;5
2020-10-18 10:30:00;120;18;18;17;70;85;123;81;80;3;3;1
2020-10-18 10:45:00;122;26;10;19;69;87;129;70;76;3;0;10
2020-10-18 11:00:00;130;28;18;20;54;94;145;74;96;2;2;4
2020-10-18 11:15:00;145;34;22;23;68;94;157;76;98;2;2;6
