DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2020-05-23 00:00:00;11;10;15;6;1;3;0
2020-05-23 00:15:00;9;33;16;14;1;3;0
2020-05-23 00:30:00;11;21;9;12;2;7;0
2020-05-23 00:45:00;20;20;22;14;1;2;0
2020-05-23 01:00:00;9;14;12;15;3;3;0
2020-05-23 01:15:00;13;16;10;14;0;5;0
2020-05-23 01:30:00;6;15;14;15;0;3;0
2020-05-23 01:45:00;11;8;17;13;0;0;0
2020-05-23 02:00:00;12;12;6;8;0;0;0
2020-05-23 02:15:00;9;14;4;4;0;1;0
2020-05-23 02:30:00;9;5;7;4;0;0;0
2020-05-23 02:45:00;2;4;5;2;0;0;0
2020-05-23 03:00:00;2;2;4;5;0;2;0
2020-05-23 03:15:00;4;5;4;6;0;0;0
2020-05-23 03:30:00;1;1;6;4;1;0;0
2020-05-23 03:45:00;4;1;4;3;1;1;0
2020-05-23 04:00:00;3;6;3;1;0;0;0
2020-05-23 04:15:00;11;10;2;1;1;5;0
2020-05-23 04:30:00;7;11;4;3;0;0;0
2020-05-23 04:45:00;7;5;6;3;0;0;0
2020-05-23 05:00:00;5;7;10;5;3;2;0
2020-05-23 05:15:00;4;11;9;13;1;3;0
2020-05-23 05:30:00;13;14;15;17;1;0;0
2020-05-23 05:45:00;19;13;21;19;1;0;0
2020-05-23 06:00:00;16;15;11;14;1;1;0
2020-05-23 06:15:00;11;15;16;18;3;2;0
2020-05-23 06:30:00;18;28;18;15;1;4;0
2020-05-23 06:45:00;15;27;20;15;2;1;0
2020-05-23 07:00:00;19;21;14;19;5;4;0
2020-05-23 07:15:00;18;23;30;25;8;5;0
2020-05-23 07:30:00;27;32;23;27;13;2;0
2020-05-23 07:45:00;21;24;30;28;14;9;0
2020-05-23 08:00:00;32;34;34;28;7;9;0
2020-05-23 08:15:00;24;36;32;35;11;9;0
2020-05-23 08:30:00;44;48;36;49;9;10;0
2020-05-23 08:45:00;39;60;43;56;127;10;0
2020-05-23 09:00:00;41;60;47;54;12;13;0
2020-05-23 09:15:00;43;59;53;77;19;7;0
2020-05-23 09:30:00;49;80;57;80;21;17;0
2020-05-23 09:45:00;55;85;64;79;20;18;0
2020-05-23 10:00:00;58;99;81;84;13;17;0
2020-05-23 10:15:00;51;86;92;110;18;19;0
2020-05-23 10:30:00;72;96;89;83;23;20;1
2020-05-23 10:45:00;67;102;80;96;19;18;1
2020-05-23 11:00:00;78;119;86;92;23;19;0
2020-05-23 11:15:00;77;118;87;102;151;16;5
2020-05-23 11:30:00;81;112;112;123;24;25;0
2020-05-23 11:45:00;65;121;114;120;31;20;0
2020-05-23 12:00:00;82;123;105;113;27;25;0
2020-05-23 12:15:00;73;123;115;127;34;23;0
2020-05-23 12:30:00;95;129;95;97;34;28;0
2020-05-23 12:45:00;75;120;105;135;28;19;0
2020-05-23 13:00:00;89;146;131;132;164;32;0
2020-05-23 13:15:00;90;140;134;134;17;26;0
2020-05-23 13:30:00;97;140;108;114;29;32;0
2020-05-23 13:45:00;92;156;133;160;26;49;4
2020-05-23 14:00:00;85;148;121;131;24;37;0
2020-05-23 14:15:00;100;141;98;126;18;35;0
2020-05-23 14:30:00;87;130;123;145;18;29;0
2020-05-23 14:45:00;86;139;115;122;21;21;0
2020-05-23 15:00:00;86;126;108;122;28;42;0
2020-05-23 15:15:00;72;154;94;115;15;37;20
2020-05-23 15:30:00;65;133;93;118;27;32;0
2020-05-23 15:45:00;75;121;108;104;31;30;0
2020-05-23 16:00:00;72;123;113;117;26;40;0
2020-05-23 16:15:00;76;121;100;87;18;27;0
2020-05-23 16:30:00;66;123;84;105;68;36;0
2020-05-23 16:45:00;65;121;91;112;16;33;0
2020-05-23 17:00:00;78;136;95;111;31;27;0
2020-05-23 17:15:00;82;123;85;86;25;33;0
2020-05-23 17:30:00;75;96;79;99;20;39;0
2020-05-23 17:45:00;66;121;76;87;27;31;0
2020-05-23 18:00:00;76;121;102;100;24;31;0
2020-05-23 18:15:00;73;115;92;101;15;36;0
2020-05-23 18:30:00;60;102;82;70;18;31;0
2020-05-23 18:45:00;64;110;86;79;18;31;0
2020-05-23 19:00:00;63;82;71;76;22;34;0
2020-05-23 19:15:00;59;84;65;63;15;30;0
2020-05-23 19:30:00;53;80;40;54;11;40;2
2020-05-23 19:45:00;42;66;50;46;94;19;0
2020-05-23 20:00:00;61;81;45;49;14;12;0
2020-05-23 20:15:00;52;76;50;55;7;6;0
2020-05-23 20:30:00;43;49;39;41;1;13;0
2020-05-23 20:45:00;42;44;51;52;2;5;0
2020-05-23 21:00:00;28;30;44;27;3;7;0
2020-05-23 21:15:00;31;31;31;30;2;6;0
2020-05-23 21:30:00;17;30;30;20;1;6;0
2020-05-23 21:45:00;17;40;45;37;3;5;0
2020-05-23 22:00:00;25;32;32;21;2;5;0
2020-05-23 22:15:00;35;27;39;28;6;7;0
2020-05-23 22:30:00;28;30;24;30;1;6;0
2020-05-23 22:45:00;22;33;37;31;3;8;0
2020-05-23 23:00:00;23;26;22;20;2;4;0
2020-05-23 23:15:00;24;34;19;17;1;8;0
2020-05-23 23:30:00;21;27;23;13;2;10;0
2020-05-23 23:45:00;21;34;26;24;2;2;0
