DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2020-06-29 00:00:00;3;0;3;0;0;0
2020-06-29 00:15:00;6;0;2;0;0;0
2020-06-29 00:30:00;2;0;4;0;0;0
2020-06-29 00:45:00;1;0;1;0;0;0
2020-06-29 01:00:00;5;1;3;0;0;0
2020-06-29 01:15:00;2;0;1;0;0;0
2020-06-29 01:30:00;6;1;2;0;0;0
2020-06-29 01:45:00;2;0;1;0;0;0
2020-06-29 02:00:00;1;0;0;0;0;0
2020-06-29 02:15:00;1;0;0;0;0;0
2020-06-29 02:30:00;1;0;0;0;0;0
2020-06-29 02:45:00;0;0;1;0;0;0
2020-06-29 03:00:00;5;0;0;0;0;0
2020-06-29 03:15:00;0;0;4;0;0;0
2020-06-29 03:30:00;0;1;3;0;0;0
2020-06-29 03:45:00;0;0;2;0;0;0
2020-06-29 04:00:00;2;1;5;0;0;0
2020-06-29 04:15:00;0;0;4;0;0;0
2020-06-29 04:30:00;7;1;16;0;0;0
2020-06-29 04:45:00;12;5;30;0;1;0
2020-06-29 05:00:00;14;12;85;0;10;6
2020-06-29 05:15:00;44;34;218;1;13;7
2020-06-29 05:30:00;65;24;262;2;6;5
2020-06-29 05:45:00;69;52;118;2;4;69
2020-06-29 06:00:00;38;10;89;4;1;8
2020-06-29 06:15:00;49;21;113;1;7;8
2020-06-29 06:30:00;57;28;154;10;7;4
2020-06-29 06:45:00;71;15;149;2;10;4
2020-06-29 07:00:00;75;9;116;2;9;3
2020-06-29 07:15:00;70;12;169;2;7;3
2020-06-29 07:30:00;85;14;130;1;6;7
2020-06-29 07:45:00;104;9;126;2;1;9
2020-06-29 08:00:00;84;10;96;2;0;3
2020-06-29 08:15:00;69;2;99;2;0;6
2020-06-29 08:30:00;60;4;92;2;11;0
2020-06-29 08:45:00;57;5;66;1;0;10
2020-06-29 09:00:00;48;1;78;0;1;1
2020-06-29 09:15:00;48;4;64;1;0;2
2020-06-29 09:30:00;38;6;66;5;4;0
2020-06-29 09:45:00;39;5;60;3;2;6
2020-06-29 10:00:00;57;5;64;2;2;0
2020-06-29 10:15:00;53;2;55;5;0;0
2020-06-29 10:30:00;54;0;55;0;1;1
2020-06-29 10:45:00;56;4;64;0;0;0
2020-06-29 11:00:00;56;1;69;2;0;0
2020-06-29 11:15:00;83;6;51;2;11;2
2020-06-29 11:30:00;67;1;52;7;1;3
2020-06-29 11:45:00;69;3;49;4;3;6
2020-06-29 12:00:00;79;2;59;8;6;1
2020-06-29 12:15:00;70;3;54;3;6;0
2020-06-29 12:30:00;61;1;70;6;3;7
2020-06-29 12:45:00;68;4;82;11;1;11
2020-06-29 13:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-29 13:15:00;95;20;79;8;10;16
2020-06-29 13:30:00;82;20;107;9;5;42
2020-06-29 13:45:00;82;28;119;28;14;30
2020-06-29 14:00:00;128;6;104;39;14;15
2020-06-29 14:15:00;120;1;102;99;18;11
2020-06-29 14:30:00;123;2;64;168;14;13
2020-06-29 14:45:00;126;1;64;55;11;6
2020-06-29 15:00:00;103;1;70;48;15;14
2020-06-29 15:15:00;140;2;94;37;5;8
2020-06-29 15:30:00;101;0;68;14;4;4
2020-06-29 15:45:00;98;1;59;15;4;7
2020-06-29 16:00:00;117;3;52;24;3;9
2020-06-29 16:15:00;111;2;63;10;0;2
2020-06-29 16:30:00;102;2;59;17;10;2
2020-06-29 16:45:00;94;3;62;14;2;0
2020-06-29 17:00:00;101;3;68;13;2;7
2020-06-29 17:15:00;84;1;75;13;6;2
2020-06-29 17:30:00;84;3;52;6;0;1
2020-06-29 17:45:00;95;3;63;10;3;1
2020-06-29 18:00:00;77;1;62;8;2;2
2020-06-29 18:15:00;53;2;42;4;1;4
2020-06-29 18:30:00;57;3;53;4;0;0
2020-06-29 18:45:00;45;0;37;3;0;0
2020-06-29 19:00:00;40;0;41;2;0;1
2020-06-29 19:15:00;46;1;33;4;1;0
2020-06-29 19:30:00;35;0;35;3;0;0
2020-06-29 19:45:00;38;2;22;2;1;2
2020-06-29 20:00:00;27;1;34;4;0;0
2020-06-29 20:15:00;37;2;32;3;0;0
2020-06-29 20:30:00;33;2;36;1;0;0
2020-06-29 20:45:00;34;5;48;1;1;0
2020-06-29 21:00:00;30;8;89;2;9;2
2020-06-29 21:15:00;39;23;156;1;9;12
2020-06-29 21:30:00;34;17;102;21;3;39
2020-06-29 21:45:00;52;5;53;49;10;2
2020-06-29 22:00:00;84;5;32;25;2;1
2020-06-29 22:15:00;22;0;17;11;0;3
2020-06-29 22:30:00;14;0;12;4;0;1
2020-06-29 22:45:00;9;1;17;1;0;0
2020-06-29 23:00:00;8;0;12;1;0;0
2020-06-29 23:15:00;10;1;6;0;0;0
2020-06-29 23:30:00;8;0;7;3;0;0
