DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DD1);8(TAFBAC2);9(TAFBA2C);10(TAFBBD2);11(TAFBB2D)
2019-10-30 00:00:00;9;7;0;2;0;15;0;0;0;0;0
2019-10-30 00:15:00;6;5;1;1;0;18;1;0;0;0;0
2019-10-30 00:30:00;8;3;4;4;0;9;0;0;0;0;0
2019-10-30 00:45:00;6;2;0;0;0;16;1;0;0;0;0
2019-10-30 01:00:00;11;5;0;1;0;13;2;0;0;0;0
2019-10-30 01:15:00;8;8;2;0;0;11;1;0;0;0;0
2019-10-30 01:30:00;5;2;0;4;0;11;0;0;0;0;0
2019-10-30 01:45:00;10;3;0;1;0;5;0;0;0;0;0
2019-10-30 02:00:00;14;6;0;1;0;8;0;0;0;0;0
2019-10-30 02:15:00;9;0;0;0;0;5;0;0;0;0;0
2019-10-30 02:30:00;11;2;0;1;0;6;0;0;0;0;0
2019-10-30 02:45:00;4;3;1;0;0;9;0;0;0;0;0
2019-10-30 03:00:00;4;4;1;1;0;6;1;0;0;0;0
2019-10-30 03:15:00;8;5;1;1;0;9;1;0;0;0;0
2019-10-30 03:30:00;8;4;0;0;0;12;1;0;0;0;0
2019-10-30 03:45:00;9;5;1;3;0;20;2;0;0;0;0
2019-10-30 04:00:00;19;9;0;0;0;9;0;0;0;0;0
2019-10-30 04:15:00;17;6;0;1;0;13;1;0;0;0;0
2019-10-30 04:30:00;14;9;3;3;0;26;1;0;0;0;0
2019-10-30 04:45:00;17;9;5;5;0;44;3;0;0;0;0
2019-10-30 05:00:00;31;18;1;7;0;98;7;0;0;0;0
2019-10-30 05:15:00;51;30;4;9;0;153;13;0;0;0;0
2019-10-30 05:30:00;63;54;8;20;0;158;16;2;0;0;0
2019-10-30 05:45:00;117;119;17;21;0;150;25;0;0;0;0
2019-10-30 06:00:00;117;125;26;13;0;147;15;5;0;0;0
2019-10-30 06:15:00;82;80;16;28;0;166;22;0;0;0;0
2019-10-30 06:30:00;73;81;14;31;0;152;20;0;0;0;0
2019-10-30 06:45:00;81;102;11;34;0;133;12;1;0;0;0
2019-10-30 07:00:00;61;67;15;38;0;135;29;0;0;0;0
2019-10-30 07:15:00;77;84;15;41;0;136;19;6;1;0;0
2019-10-30 07:30:00;82;84;11;50;0;117;30;0;0;0;0
2019-10-30 07:45:00;101;108;21;47;0;136;29;1;0;0;0
2019-10-30 08:00:00;77;75;18;51;0;122;24;0;0;0;0
2019-10-30 08:15:00;75;77;23;44;0;166;22;0;0;0;0
2019-10-30 08:30:00;90;83;29;47;0;129;14;0;0;0;0
2019-10-30 08:45:00;88;91;27;31;0;144;35;0;0;0;0
2019-10-30 09:00:00;87;83;30;39;0;138;22;0;0;0;0
2019-10-30 09:15:00;100;87;29;37;0;122;27;0;0;0;0
2019-10-30 09:30:00;82;75;27;52;0;110;27;0;0;0;0
2019-10-30 09:45:00;91;80;22;55;0;128;26;0;0;0;0
2019-10-30 10:00:00;92;81;40;42;0;125;22;3;2;0;0
2019-10-30 10:15:00;109;89;47;45;0;124;23;0;0;0;0
2019-10-30 10:30:00;104;88;34;47;0;119;29;0;0;0;0
2019-10-30 10:45:00;119;125;54;52;0;115;27;1;0;0;0
2019-10-30 11:00:00;117;105;39;50;0;121;28;0;0;0;0
2019-10-30 11:15:00;101;91;39;42;0;107;13;0;1;0;0
2019-10-30 11:30:00;102;112;33;59;0;121;32;0;0;0;0
2019-10-30 11:45:00;115;112;36;38;0;119;24;0;0;0;0
2019-10-30 12:00:00;114;120;48;51;0;128;31;0;0;0;0
2019-10-30 12:15:00;144;146;43;44;0;118;19;0;0;0;0
2019-10-30 12:30:00;121;139;46;50;0;121;30;8;0;0;0
2019-10-30 12:45:00;113;111;44;52;0;134;24;9;0;0;0
2019-10-30 13:00:00;135;116;43;52;0;113;25;10;2;0;0
