DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-08-14 00:00:00;19;7;11;3;1;2;1
2020-08-14 00:15:00;30;22;27;8;4;3;4
2020-08-14 00:30:00;14;6;21;3;3;4;4
2020-08-14 00:45:00;14;7;17;8;3;8;2
2020-08-14 01:00:00;12;7;6;4;2;1;1
2020-08-14 01:15:00;12;6;7;2;3;3;4
2020-08-14 01:30:00;13;2;7;2;4;2;4
2020-08-14 01:45:00;15;1;8;5;4;1;6
2020-08-14 02:00:00;5;4;8;5;5;3;4
2020-08-14 02:15:00;9;0;19;4;8;7;3
2020-08-14 02:30:00;7;4;11;3;0;3;3
2020-08-14 02:45:00;9;2;4;1;3;2;5
2020-08-14 03:00:00;7;3;7;2;1;8;3
2020-08-14 03:15:00;14;7;9;2;6;4;3
2020-08-14 03:30:00;8;2;11;6;1;7;2
2020-08-14 03:45:00;8;3;10;3;1;4;4
2020-08-14 04:00:00;6;4;11;2;4;5;1
2020-08-14 04:15:00;8;10;17;6;3;4;3
2020-08-14 04:30:00;10;6;7;2;3;2;4
2020-08-14 04:45:00;10;10;31;7;1;1;2
2020-08-14 05:00:00;20;8;28;6;2;0;3
2020-08-14 05:15:00;24;9;62;14;1;1;0
2020-08-14 05:30:00;34;12;76;25;2;1;0
2020-08-14 05:45:00;49;30;92;22;1;0;0
2020-08-14 06:00:00;45;31;67;29;3;0;1
2020-08-14 06:15:00;47;19;86;38;7;2;1
2020-08-14 06:30:00;69;37;104;55;4;0;0
2020-08-14 06:45:00;85;53;117;69;7;1;1
2020-08-14 07:00:00;100;52;116;53;8;1;0
2020-08-14 07:15:00;102;57;132;55;7;1;0
2020-08-14 07:30:00;113;62;137;61;7;1;1
2020-08-14 07:45:00;125;61;111;65;8;3;0
2020-08-14 08:00:00;120;59;107;58;7;0;1
2020-08-14 08:15:00;100;79;105;51;10;3;1
2020-08-14 08:30:00;109;68;125;62;6;0;0
2020-08-14 08:45:00;120;77;131;59;11;1;2
2020-08-14 09:00:00;102;65;137;59;7;2;2
2020-08-14 09:15:00;111;66;123;58;10;3;0
2020-08-14 09:30:00;111;86;137;80;11;1;0
2020-08-14 09:45:00;135;91;143;80;7;4;0
2020-08-14 10:00:00;126;96;157;62;10;1;0
2020-08-14 10:15:00;122;90;160;71;8;3;4
2020-08-14 10:30:00;125;93;160;89;15;1;2
2020-08-14 10:45:00;134;88;166;91;9;2;1
2020-08-14 11:00:00;124;104;167;88;9;1;0
2020-08-14 11:15:00;137;104;151;81;10;1;1
2020-08-14 11:30:00;130;99;157;93;14;0;1
2020-08-14 11:45:00;137;93;165;92;9;4;1
2020-08-14 12:00:00;187;126;165;95;10;3;5
2020-08-14 12:15:00;170;119;172;101;10;4;1
2020-08-14 12:30:00;156;129;179;93;13;1;1
2020-08-14 12:45:00;174;121;166;95;13;2;4
2020-08-14 13:00:00;151;112;175;81;8;5;1
2020-08-14 13:15:00;152;118;187;118;9;1;3
2020-08-14 13:30:00;164;117;156;90;12;8;2
2020-08-14 13:45:00;179;110;177;84;15;3;3
2020-08-14 14:00:00;144;136;175;104;16;4;1
2020-08-14 14:15:00;135;129;163;94;8;3;7
2020-08-14 14:30:00;150;127;188;96;6;4;3
2020-08-14 14:45:00;168;127;175;93;9;3;4
2020-08-14 15:00:00;174;104;185;104;12;3;2
2020-08-14 15:15:00;162;133;176;105;14;2;2
2020-08-14 15:30:00;180;121;156;84;10;4;2
2020-08-14 15:45:00;171;137;198;99;11;4;0
2020-08-14 16:00:00;162;124;173;91;6;3;2
2020-08-14 16:15:00;153;150;197;98;11;1;5
2020-08-14 16:30:00;149;126;169;79;8;0;4
2020-08-14 16:45:00;156;133;189;88;12;0;1
2020-08-14 17:00:00;158;124;178;108;10;2;7
2020-08-14 17:15:00;145;104;162;71;11;6;0
2020-08-14 17:30:00;175;129;163;93;11;2;1
2020-08-14 17:45:00;141;144;168;87;15;6;4
2020-08-14 18:00:00;142;103;154;69;11;4;3
2020-08-14 18:15:00;157;115;166;83;11;4;2
2020-08-14 18:30:00;144;100;145;62;8;3;1
2020-08-14 18:45:00;132;97;150;77;9;4;1
2020-08-14 19:00:00;127;94;130;56;15;4;2
2020-08-14 19:15:00;118;86;155;81;7;2;2
2020-08-14 19:30:00;103;74;116;49;4;2;1
2020-08-14 19:45:00;122;70;120;54;7;1;2
2020-08-14 20:00:00;103;69;104;44;4;2;1
2020-08-14 20:15:00;101;74;102;56;11;1;2
2020-08-14 20:30:00;82;65;87;34;5;1;1
2020-08-14 20:45:00;76;61;93;31;5;3;0
2020-08-14 21:00:00;63;45;91;40;4;1;4
2020-08-14 21:15:00;64;47;81;36;3;1;1
2020-08-14 21:30:00;56;42;58;25;3;1;1
2020-08-14 21:45:00;56;40;61;36;4;1;1
2020-08-14 22:00:00;52;33;65;27;2;1;4
2020-08-14 22:15:00;31;24;41;21;2;0;0
2020-08-14 22:30:00;43;20;46;19;3;0;1
2020-08-14 22:45:00;37;21;56;30;2;0;4
2020-08-14 23:00:00;46;19;62;26;3;2;2
2020-08-14 23:15:00;48;30;51;19;4;0;1
2020-08-14 23:30:00;35;24;60;16;4;1;3
2020-08-14 23:45:00;48;17;41;21;2;2;2
