2020-12-30 00:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-30 00:15:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-30 00:30:00;2;2;2;2;0;3;1;2;0;0;0;0;0;0
2020-12-30 00:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-30 01:00:00;3;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-12-30 01:15:00;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-30 01:30:00;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-30 01:45:00;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2020-12-30 02:00:00;2;0;0;0;0;1;0;0;0;0;0;0;0;0
2020-12-30 02:15:00;0;0;0;0;2;254;0;0;0;0;0;0;0;0
2020-12-30 02:30:00;1;0;0;0;2;3;0;0;0;0;0;0;0;0
2020-12-30 02:45:00;1;0;0;0;1;2;2;2;0;0;0;0;0;0
2020-12-30 03:00:00;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-30 03:15:00;1;0;0;0;0;1;1;1;0;0;0;0;0;0
2020-12-30 03:30:00;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-30 03:45:00;3;0;0;0;1;2;1;1;0;0;0;0;0;0
2020-12-30 04:00:00;2;0;0;0;0;2;1;1;0;0;0;0;0;0
2020-12-30 04:15:00;1;1;1;1;0;3;3;2;0;0;0;0;0;0
2020-12-30 04:30:00;4;0;0;0;3;0;0;0;0;0;0;0;0;0
2020-12-30 04:45:00;3;1;1;1;2;2;2;2;0;0;0;0;0;0
2020-12-30 05:00:00;1;0;0;0;3;3;3;2;0;0;0;0;0;0
2020-12-30 05:15:00;7;1;1;1;3;2;2;2;0;0;0;0;0;0
2020-12-30 05:30:00;2;4;2;2;16;6;6;5;0;0;0;0;0;0
2020-12-30 05:45:00;13;1;1;1;17;2;2;2;0;0;0;0;0;0
2020-12-30 06:00:00;6;2;4;3;11;2;2;2;0;0;0;0;0;0
2020-12-30 06:15:00;8;2;3;2;10;3;2;2;0;0;0;0;0;0
2020-12-30 06:30:00;3;3;4;4;11;10;9;8;0;0;0;0;0;0
2020-12-30 06:45:00;11;3;4;5;15;7;5;7;0;0;0;0;0;0
2020-12-30 07:00:00;5;4;4;3;18;8;8;8;0;0;0;0;0;0
2020-12-30 07:15:00;14;4;1;1;12;9;9;10;0;0;0;0;0;0
2020-12-30 07:30:00;13;4;3;3;28;13;12;15;0;0;0;0;0;0
2020-12-30 07:45:00;22;7;7;6;30;14;12;10;1;1;0;0;0;0
2020-12-30 08:00:00;29;2;3;3;27;12;11;10;0;1;0;0;0;0
2020-12-30 08:15:00;28;6;4;3;27;13;12;10;0;0;0;0;0;0
2020-12-30 08:30:00;23;5;7;5;27;23;19;18;2;2;0;0;0;0
2020-12-30 08:45:00;34;3;3;3;41;27;24;22;0;1;0;0;0;0
2020-12-30 09:00:00;32;8;8;6;37;20;14;18;3;1;0;0;0;0
2020-12-30 09:15:00;48;5;4;4;36;264;14;15;0;1;0;0;0;0
2020-12-30 09:30:00;55;11;9;8;41;17;21;14;0;0;0;0;0;0
2020-12-30 09:45:00;41;7;9;7;43;34;25;19;0;3;0;0;0;0
2020-12-30 10:00:00;54;15;15;9;59;29;22;23;0;0;0;0;0;0
2020-12-30 10:15:00;42;11;9;6;72;32;22;17;0;3;0;0;2;0
2020-12-30 10:30:00;46;10;11;10;70;27;23;26;1;3;0;0;3;0
2020-12-30 10:45:00;61;13;11;9;60;27;26;24;0;3;0;0;0;0
2020-12-30 11:00:00;72;20;19;8;60;24;21;18;2;1;0;0;0;0
2020-12-30 11:15:00;74;10;13;3;65;23;18;18;0;2;0;0;0;0
2020-12-30 11:30:00;58;8;12;1;69;34;31;28;0;5;0;0;0;1
2020-12-30 11:45:00;70;12;9;6;48;23;17;26;3;0;0;0;0;0
2020-12-30 12:00:00;71;10;11;9;61;26;17;19;0;0;0;0;0;0
2020-12-30 12:15:00;60;9;5;2;65;26;24;19;0;1;0;0;0;0
2020-12-30 12:30:00;54;13;11;8;57;28;25;24;1;0;0;0;0;0
2020-12-30 12:45:00;50;14;15;9;52;34;28;32;4;2;0;0;0;0
2020-12-30 13:00:00;52;12;11;7;63;29;23;26;3;6;1;0;0;0
2020-12-30 13:15:00;56;8;8;7;53;36;31;20;0;0;0;0;0;0
2020-12-30 13:30:00;82;7;8;7;64;33;32;21;3;1;0;0;4;0
2020-12-30 13:45:00;72;13;11;8;62;32;30;31;2;4;0;0;0;0
2020-12-30 14:00:00;53;13;16;8;58;28;21;23;5;9;0;0;1;0
2020-12-30 14:15:00;81;12;12;8;58;33;29;26;2;3;1;0;0;0
2020-12-30 14:30:00;80;13;12;12;57;36;29;26;3;2;4;0;0;0
2020-12-30 14:45:00;54;17;17;13;62;23;19;25;3;2;0;0;1;0
2020-12-30 15:00:00;66;11;11;9;72;24;25;22;1;4;0;0;0;0
2020-12-30 15:15:00;73;11;11;6;57;42;31;26;0;1;0;0;0;0
2020-12-30 15:30:00;62;12;10;10;71;25;21;21;0;5;0;0;0;0
2020-12-30 15:45:00;54;13;11;7;66;25;22;28;1;4;0;0;1;0
2020-12-30 16:00:00;41;11;13;9;46;17;16;18;1;2;0;0;0;0
2020-12-30 16:15:00;69;12;10;9;61;39;30;26;0;1;0;0;0;0
2020-12-30 16:30:00;62;11;10;9;75;33;23;28;4;2;1;0;1;0
2020-12-30 16:45:00;65;9;10;9;51;18;12;15;0;2;0;0;0;0
