DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2020-04-06 00:00:00;3;1;2;0;0;7;0;0;0;0;0
2020-04-06 00:15:00;4;2;2;1;0;5;1;1;1;1;0
2020-04-06 00:30:00;1;0;0;1;1;0;1;2;2;1;0
2020-04-06 00:45:00;2;2;1;1;1;1;2;2;1;2;0
2020-04-06 01:00:00;2;1;1;0;0;2;2;1;0;1;0
2020-04-06 01:15:00;3;2;0;1;0;2;1;1;2;2;1
2020-04-06 01:30:00;1;3;1;2;1;1;2;0;0;0;0
2020-04-06 01:45:00;11;3;1;1;0;2;2;0;0;0;0
2020-04-06 02:00:00;4;2;1;0;0;1;1;0;0;0;0
2020-04-06 02:15:00;2;1;0;1;0;0;0;1;0;1;1
2020-04-06 02:30:00;7;8;0;0;0;2;0;0;1;1;0
2020-04-06 02:45:00;5;3;1;0;0;4;3;0;0;2;2
2020-04-06 03:00:00;3;4;1;0;0;2;3;1;0;0;0
2020-04-06 03:15:00;6;3;0;0;0;2;1;1;1;1;1
2020-04-06 03:30:00;2;4;0;0;0;7;8;0;0;0;0
2020-04-06 03:45:00;5;1;0;0;1;6;3;0;0;1;1
2020-04-06 04:00:00;6;1;0;1;2;6;1;0;1;3;0
2020-04-06 04:15:00;14;8;1;1;1;5;3;1;1;2;0
2020-04-06 04:30:00;11;5;1;0;2;4;3;1;0;1;1
2020-04-06 04:45:00;12;15;1;8;2;8;6;2;4;2;0
2020-04-06 05:00:00;18;10;3;4;5;20;10;2;4;2;0
2020-04-06 05:15:00;28;25;5;7;7;30;14;4;3;2;2
2020-04-06 05:30:00;31;31;3;33;10;65;49;2;5;9;7
2020-04-06 05:45:00;43;29;1;8;13;62;48;9;3;7;4
2020-04-06 06:00:00;47;41;5;13;6;56;43;4;7;9;5
2020-04-06 06:15:00;37;35;6;76;9;71;65;5;9;15;6
2020-04-06 06:30:00;64;64;9;17;15;69;67;10;17;19;7
2020-04-06 06:45:00;68;66;4;19;14;77;76;12;4;13;4
2020-04-06 07:00:00;44;32;9;16;10;55;56;9;8;16;6
2020-04-06 07:15:00;51;48;9;16;16;77;84;10;18;20;8
2020-04-06 07:30:00;45;51;12;27;23;75;84;19;17;12;6
2020-04-06 07:45:00;58;45;12;21;23;80;68;21;19;17;6
2020-04-06 08:00:00;51;50;7;63;15;63;51;13;14;20;10
2020-04-06 08:15:00;63;45;12;31;16;63;31;11;22;21;8
2020-04-06 08:30:00;68;50;8;30;15;52;38;17;19;18;12
2020-04-06 08:45:00;63;43;9;26;14;56;43;9;19;30;14
2020-04-06 09:00:00;50;42;12;21;13;44;50;25;18;26;15
2020-04-06 09:15:00;56;54;13;18;21;50;55;18;21;31;12
2020-04-06 09:30:00;60;50;13;28;13;55;51;17;29;27;16
2020-04-06 09:45:00;74;63;16;22;8;56;48;17;28;41;12
2020-04-06 10:00:00;52;48;17;32;19;46;30;17;17;40;18
2020-04-06 10:15:00;56;40;14;154;16;48;41;23;19;29;14
2020-04-06 10:30:00;67;61;23;31;18;55;47;27;24;45;23
2020-04-06 10:45:00;59;45;20;31;8;64;47;23;30;35;17
2020-04-06 11:00:00;75;61;23;33;12;52;48;23;29;35;19
2020-04-06 11:15:00;70;63;20;23;17;53;50;24;27;51;22
2020-04-06 11:30:00;75;57;16;37;24;52;45;35;38;45;12
2020-04-06 11:45:00;68;49;24;25;14;57;40;23;21;43;24
2020-04-06 12:00:00;73;74;13;18;13;39;29;19;32;37;15
2020-04-06 12:15:00;74;71;14;26;13;46;40;23;26;52;24
2020-04-06 12:30:00;61;68;16;31;24;54;46;25;24;36;23
2020-04-06 12:45:00;67;75;27;17;16;55;61;17;22;37;20
2020-04-06 13:00:00;64;74;18;25;11;57;44;19;29;54;26
2020-04-06 13:15:00;74;61;20;28;12;54;39;13;28;36;17
2020-04-06 13:30:00;76;69;19;28;18;54;45;14;21;39;12
2020-04-06 13:45:00;71;66;14;31;10;64;43;8;26;29;8
2020-04-06 14:00:00;81;85;14;23;19;62;49;19;28;37;14
2020-04-06 14:15:00;78;84;26;24;19;62;51;21;25;44;15
2020-04-06 14:30:00;94;93;20;22;17;50;40;13;24;39;17
2020-04-06 14:45:00;77;71;24;34;19;61;48;19;27;42;17
2020-04-06 15:00:00;80;88;11;59;13;51;49;20;20;23;8
2020-04-06 15:15:00;87;79;21;26;20;71;48;22;18;45;21
2020-04-06 15:30:00;102;97;23;28;19;65;35;14;28;36;16
2020-04-06 15:45:00;95;95;22;24;20;47;42;20;30;53;25
2020-04-06 16:00:00;97;107;28;36;18;48;50;25;29;45;14
2020-04-06 16:15:00;92;82;23;27;11;64;48;17;33;51;23
2020-04-06 16:30:00;92;91;16;25;20;75;64;17;22;48;20
2020-04-06 16:45:00;87;87;22;15;18;73;46;19;29;35;17
2020-04-06 17:00:00;93;77;18;23;24;61;51;25;24;41;22
2020-04-06 17:15:00;83;73;15;28;17;56;44;16;14;37;17
2020-04-06 17:30:00;69;76;14;29;19;53;45;16;18;34;10
2020-04-06 17:45:00;73;58;17;21;13;54;50;20;23;43;19
2020-04-06 18:00:00;61;53;6;18;19;44;33;10;17;28;11
2020-04-06 18:15:00;75;61;16;19;7;47;38;14;24;26;8
2020-04-06 18:30:00;51;32;15;18;12;48;32;12;18;26;16
2020-04-06 18:45:00;42;34;14;78;15;30;24;5;23;28;12
2020-04-06 19:00:00;46;39;18;26;8;33;25;10;19;22;6
2020-04-06 19:15:00;43;27;9;13;8;41;30;8;12;21;9
2020-04-06 19:30:00;37;15;10;11;5;36;29;10;11;24;11
2020-04-06 19:45:00;26;29;11;8;4;30;18;6;5;23;8
2020-04-06 20:00:00;35;21;12;15;7;31;30;9;7;22;11
2020-04-06 20:15:00;29;20;13;14;2;22;11;8;4;23;12
2020-04-06 20:30:00;19;5;5;12;8;23;13;7;7;21;8
2020-04-06 20:45:00;13;14;4;7;2;21;11;7;4;8;2
2020-04-06 21:00:00;20;17;7;6;6;26;15;3;4;7;2
2020-04-06 21:15:00;15;7;7;1;3;25;18;3;3;7;3
2020-04-06 21:30:00;11;6;3;10;2;18;13;3;2;8;5
2020-04-06 21:45:00;18;11;2;7;2;17;10;2;4;7;4
2020-04-06 22:00:00;33;27;2;5;3;13;12;2;0;1;1
2020-04-06 22:15:00;18;12;2;2;1;13;4;1;2;0;0
2020-04-06 22:30:00;12;8;3;1;1;5;3;2;0;5;3
2020-04-06 22:45:00;6;8;2;2;3;11;3;1;2;2;2
2020-04-06 23:00:00;5;7;5;0;2;15;4;0;2;2;0
2020-04-06 23:15:00;4;2;0;0;0;6;3;1;2;1;0
2020-04-06 23:30:00;8;3;1;1;0;9;10;2;0;0;0
2020-04-06 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
