DATUM;1(DA1);2(DRES);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFGC);9(TAFBA);10(TAFBC);11(TAFBD);12(TARES)
2020-02-22 00:00:00;8;0;10;3;0;0;0;0;0;0;0;0
2020-02-22 00:15:00;9;0;11;4;0;0;0;0;0;0;0;0
2020-02-22 00:30:00;8;0;7;4;0;0;0;0;0;0;0;0
2020-02-22 00:45:00;6;0;6;6;0;0;0;0;0;0;0;0
2020-02-22 01:00:00;8;0;4;4;0;0;0;0;0;0;0;0
2020-02-22 01:15:00;6;0;2;6;0;0;0;0;0;0;0;0
2020-02-22 01:30:00;7;0;4;4;0;0;0;0;0;0;0;0
2020-02-22 01:45:00;7;0;3;2;0;0;0;0;0;0;0;0
2020-02-22 02:00:00;10;0;5;1;0;0;0;0;0;0;0;0
2020-02-22 02:15:00;2;0;8;1;0;0;0;0;0;0;0;0
2020-02-22 02:30:00;4;0;2;1;0;0;0;0;0;0;0;0
2020-02-22 02:45:00;1;0;3;1;0;0;0;0;0;0;0;0
2020-02-22 03:00:00;8;0;5;5;0;0;0;0;0;0;0;0
2020-02-22 03:15:00;5;0;2;1;0;0;0;0;0;0;0;0
2020-02-22 03:30:00;2;0;4;0;0;0;0;0;0;0;0;0
2020-02-22 03:45:00;4;0;4;3;0;0;0;0;0;0;0;0
2020-02-22 04:00:00;4;0;3;1;0;0;0;0;0;0;0;0
2020-02-22 04:15:00;3;0;5;1;0;0;0;0;0;0;0;0
2020-02-22 04:30:00;10;0;2;7;0;0;0;0;0;0;0;0
2020-02-22 04:45:00;4;0;4;1;0;0;0;0;0;0;0;0
2020-02-22 05:00:00;9;0;3;4;0;0;0;0;0;0;0;0
2020-02-22 05:15:00;11;0;12;8;0;0;0;0;0;0;0;0
2020-02-22 05:30:00;7;0;15;7;0;0;0;0;0;0;0;0
2020-02-22 05:45:00;14;0;15;12;0;0;2;0;0;0;0;0
2020-02-22 06:00:00;24;0;7;7;0;0;0;0;0;0;0;0
2020-02-22 06:15:00;17;0;12;7;0;0;0;0;0;0;0;0
2020-02-22 06:30:00;16;0;20;3;0;0;2;0;0;0;0;0
2020-02-22 06:45:00;15;0;15;8;0;0;0;0;0;0;0;0
2020-02-22 07:00:00;11;0;18;5;0;0;0;0;0;0;0;0
2020-02-22 07:15:00;14;0;23;5;0;0;0;0;0;0;0;0
2020-02-22 07:30:00;18;0;27;11;0;0;0;0;0;0;0;0
2020-02-22 07:45:00;24;0;41;9;0;0;0;0;0;0;0;0
2020-02-22 08:00:00;22;0;30;8;0;0;0;0;0;0;0;0
2020-02-22 08:15:00;14;0;36;8;2;0;0;0;0;0;0;0
2020-02-22 08:30:00;34;0;53;18;0;0;0;0;0;0;0;0
2020-02-22 08:45:00;43;0;56;18;1;28;1;0;0;0;0;0
2020-02-22 09:00:00;43;0;52;19;0;0;4;0;0;0;0;0
2020-02-22 09:15:00;34;0;78;14;1;0;0;2;0;0;0;0
2020-02-22 09:30:00;52;0;82;19;1;0;1;1;0;0;0;0
2020-02-22 09:45:00;57;0;79;24;1;0;0;0;0;0;0;0
2020-02-22 10:00:00;51;0;69;23;3;1;3;0;0;0;0;0
2020-02-22 10:15:00;64;0;66;21;4;0;2;0;0;0;0;0
2020-02-22 10:30:00;68;0;84;29;9;0;50;0;0;0;0;0
2020-02-22 10:45:00;61;0;99;23;2;0;6;0;0;0;0;0
2020-02-22 11:00:00;75;0;79;26;0;0;1;0;0;0;0;0
2020-02-22 11:15:00;68;0;80;31;18;0;1;0;0;0;0;0
2020-02-22 11:30:00;73;0;55;22;1;0;1;0;1;0;0;0
2020-02-22 11:45:00;81;0;70;32;5;0;10;0;0;0;0;0
2020-02-22 12:00:00;78;0;67;40;14;0;17;0;0;0;0;0
2020-02-22 12:15:00;54;0;72;24;36;0;8;0;0;0;0;0
2020-02-22 12:30:00;81;0;61;17;2;0;1;0;0;0;0;0
2020-02-22 12:45:00;74;0;80;32;1;0;14;0;0;0;0;0
2020-02-22 13:00:00;76;0;82;24;6;0;2;0;0;0;0;0
2020-02-22 13:15:00;93;0;82;34;0;2;11;0;0;0;0;0
2020-02-22 13:30:00;56;0;86;32;0;0;14;2;0;0;0;0
2020-02-22 13:45:00;76;0;70;27;2;69;10;0;0;0;0;0
2020-02-22 14:00:00;71;0;69;26;0;29;0;0;0;0;0;0
2020-02-22 14:15:00;58;0;69;23;2;0;1;0;0;0;0;0
2020-02-22 14:30:00;64;0;70;21;30;0;23;0;0;0;1;0
2020-02-22 14:45:00;77;0;66;25;2;0;0;0;0;0;0;0
2020-02-22 15:00:00;70;0;66;25;2;0;13;0;0;0;0;0
2020-02-22 15:15:00;69;0;67;24;12;0;40;0;0;0;0;0
2020-02-22 15:30:00;48;0;62;24;13;0;2;0;0;0;0;0
2020-02-22 15:45:00;77;0;69;29;11;0;5;0;0;0;0;0
2020-02-22 16:00:00;65;0;58;30;0;0;0;1;0;0;0;0
2020-02-22 16:15:00;55;0;65;26;0;0;10;1;0;0;0;0
2020-02-22 16:30:00;54;0;54;33;0;0;7;0;0;0;0;0
2020-02-22 16:45:00;64;0;72;29;1;3;1;1;0;0;0;0
2020-02-22 17:00:00;68;0;76;18;7;0;2;0;0;0;0;0
2020-02-22 17:15:00;85;0;59;21;2;0;1;0;0;0;0;0
2020-02-22 17:30:00;69;0;72;30;0;0;28;0;0;0;0;0
2020-02-22 17:45:00;63;0;69;15;1;1;6;0;0;0;0;0
2020-02-22 18:00:00;66;0;77;24;5;0;2;0;0;0;0;0
2020-02-22 18:15:00;60;0;52;23;0;0;0;0;0;0;0;0
2020-02-22 18:30:00;67;0;58;22;3;0;3;0;0;0;0;0
2020-02-22 18:45:00;59;0;53;38;9;0;1;0;0;0;0;0
2020-02-22 19:00:00;49;0;48;26;1;0;10;0;1;0;0;0
2020-02-22 19:15:00;54;0;42;24;1;0;3;0;0;0;0;0
2020-02-22 19:30:00;53;0;45;26;0;0;0;0;0;0;0;0
2020-02-22 19:45:00;59;0;50;22;0;0;0;1;0;0;0;0
2020-02-22 20:00:00;51;0;54;25;0;0;0;0;0;0;0;0
2020-02-22 20:15:00;36;0;31;17;40;0;0;0;0;0;0;0
2020-02-22 20:30:00;43;0;40;20;0;0;0;0;0;0;0;0
2020-02-22 20:45:00;28;0;27;11;0;0;1;0;0;0;0;0
2020-02-22 21:00:00;26;0;21;10;3;0;0;0;0;0;0;0
2020-02-22 21:15:00;27;0;23;17;0;3;1;0;0;0;0;0
2020-02-22 21:30:00;17;0;28;12;0;0;0;0;0;0;0;0
2020-02-22 21:45:00;26;0;37;12;0;0;0;0;0;0;0;0
2020-02-22 22:00:00;25;0;23;12;0;0;0;0;0;0;0;0
2020-02-22 22:15:00;25;0;25;12;0;0;0;0;0;0;0;0
2020-02-22 22:30:00;29;0;15;14;0;0;0;0;0;0;0;0
2020-02-22 22:45:00;20;0;15;7;0;0;4;0;0;0;0;0
2020-02-22 23:00:00;23;0;20;13;0;0;0;0;0;0;0;0
2020-02-22 23:15:00;12;0;18;10;0;0;0;0;0;0;0;0
2020-02-22 23:30:00;18;0;6;13;0;0;0;0;0;0;0;0
2020-02-22 23:45:00;25;0;16;12;0;0;0;0;0;0;0;0
