DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2);10(DE1);11(DF1);12(TAFGA)
2019-10-16 00:00:00;1;2;2;1;0;3;8;0;0;0;0;0
2019-10-16 00:15:00;1;7;5;1;2;1;1;0;0;0;0;0
2019-10-16 00:30:00;0;1;2;1;1;0;4;0;0;0;0;0
2019-10-16 00:45:00;0;2;2;2;2;0;2;0;0;0;0;0
2019-10-16 01:00:00;1;1;1;0;0;1;3;0;0;0;0;0
2019-10-16 01:15:00;0;1;1;0;0;0;0;0;0;0;0;0
2019-10-16 01:30:00;0;1;1;0;0;0;0;0;0;0;0;0
2019-10-16 01:45:00;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-16 02:00:00;0;0;0;0;0;1;2;0;0;0;0;0
2019-10-16 02:15:00;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-16 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-16 02:45:00;1;1;1;0;1;0;0;0;0;0;0;0
2019-10-16 03:00:00;0;0;1;1;0;0;1;0;0;0;0;0
2019-10-16 03:15:00;0;1;1;0;0;0;0;0;0;0;0;0
2019-10-16 03:30:00;0;0;0;0;0;0;1;0;0;0;0;0
2019-10-16 03:45:00;2;2;2;0;0;0;1;0;0;0;0;0
2019-10-16 04:00:00;2;2;2;0;0;1;1;0;0;0;0;0
2019-10-16 04:15:00;0;0;2;0;0;1;2;0;0;0;0;0
2019-10-16 04:30:00;1;0;1;0;0;1;1;0;0;0;0;0
2019-10-16 04:45:00;3;3;5;0;0;0;8;0;0;1;0;0
2019-10-16 05:00:00;3;3;5;0;2;3;18;0;0;1;0;0
2019-10-16 05:15:00;2;6;11;0;0;6;36;0;2;4;0;0
2019-10-16 05:30:00;6;5;9;0;0;6;29;0;1;1;0;0
2019-10-16 05:45:00;50;53;62;0;0;6;31;0;0;0;0;0
2019-10-16 06:00:00;35;25;43;1;3;7;35;0;1;3;0;1
2019-10-16 06:15:00;23;21;29;0;0;10;32;1;1;1;0;0
2019-10-16 06:30:00;18;25;31;1;2;7;37;0;1;0;0;0
2019-10-16 06:45:00;23;20;27;1;0;11;62;0;2;4;0;0
2019-10-16 07:00:00;29;28;40;0;0;19;64;0;1;5;0;0
2019-10-16 07:15:00;40;23;37;4;1;17;49;0;3;4;0;0
2019-10-16 07:30:00;63;38;61;4;1;11;50;0;3;2;254;2
2019-10-16 07:45:00;62;61;70;2;4;27;77;1;2;4;0;2
