DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2020-12-21 00:00:00;1;0;0;1;2;1;0
2020-12-21 00:15:00;4;6;7;1;4;2;0
2020-12-21 00:30:00;1;2;1;2;4;0;0
2020-12-21 00:45:00;2;2;2;0;5;2;0
2020-12-21 01:00:00;2;2;2;0;1;1;0
2020-12-21 01:15:00;0;3;3;0;4;1;0
2020-12-21 01:30:00;1;2;1;2;4;2;0
2020-12-21 01:45:00;0;1;1;1;3;4;0
2020-12-21 02:00:00;2;1;0;0;2;1;0
2020-12-21 02:15:00;4;4;1;1;10;5;0
2020-12-21 02:30:00;2;2;3;1;4;2;0
2020-12-21 02:45:00;2;4;4;1;5;1;0
2020-12-21 03:00:00;5;4;1;4;3;1;0
2020-12-21 03:15:00;2;1;0;0;5;3;0
2020-12-21 03:30:00;5;3;3;3;3;2;0
2020-12-21 03:45:00;5;7;6;1;4;2;0
2020-12-21 04:00:00;0;0;0;2;4;4;0
2020-12-21 04:15:00;7;3;2;1;7;1;0
2020-12-21 04:30:00;4;3;2;0;4;2;0
2020-12-21 04:45:00;11;9;6;4;16;5;0
2020-12-21 05:00:00;14;10;6;5;15;8;0
2020-12-21 05:15:00;20;15;10;12;25;7;0
2020-12-21 05:30:00;27;19;11;5;38;15;0
2020-12-21 05:45:00;28;20;16;8;45;18;0
2020-12-21 06:00:00;36;20;12;15;44;19;0
2020-12-21 06:15:00;45;34;27;9;45;13;0
2020-12-21 06:30:00;46;27;22;18;52;25;0
2020-12-21 06:45:00;61;41;36;12;65;25;0
2020-12-21 07:00:00;62;37;33;20;55;30;1
2020-12-21 07:15:00;66;37;37;28;68;37;0
2020-12-21 07:30:00;68;39;33;23;54;27;0
2020-12-21 07:45:00;60;42;40;21;61;32;0
2020-12-21 08:00:00;78;55;44;27;67;33;0
2020-12-21 08:15:00;59;39;30;33;72;33;0
2020-12-21 08:30:00;66;44;39;37;60;28;0
2020-12-21 08:45:00;71;58;51;27;59;36;0
2020-12-21 09:00:00;52;41;37;26;65;38;0
2020-12-21 09:15:00;65;41;33;27;63;40;0
2020-12-21 09:30:00;75;47;42;22;57;43;0
2020-12-21 09:45:00;91;73;61;22;81;54;1
2020-12-21 10:00:00;73;45;38;30;67;47;0
2020-12-21 10:15:00;72;47;40;24;63;52;0
2020-12-21 10:30:00;76;32;29;30;68;51;0
2020-12-21 10:45:00;74;42;35;27;70;45;0
2020-12-21 11:00:00;91;54;45;37;76;38;3
2020-12-21 11:15:00;82;45;38;34;80;57;2
2020-12-21 11:30:00;62;49;39;42;75;47;7
2020-12-21 11:45:00;70;48;36;36;79;57;1
2020-12-21 12:00:00;72;65;47;31;81;60;2
2020-12-21 12:15:00;76;53;46;41;88;43;0
2020-12-21 12:30:00;83;59;44;30;67;45;1
2020-12-21 12:45:00;64;49;40;28;68;50;3
2020-12-21 13:00:00;56;49;39;28;64;50;1
2020-12-21 13:15:00;59;31;30;24;64;35;0
2020-12-21 13:30:00;82;54;46;27;64;38;1
2020-12-21 13:45:00;74;46;41;33;79;44;0
2020-12-21 14:00:00;62;35;30;27;74;38;0
2020-12-21 14:15:00;53;46;37;29;76;42;0
2020-12-21 14:30:00;65;53;45;38;78;44;2
2020-12-21 14:45:00;54;41;34;32;69;33;0
2020-12-21 15:00:00;58;40;37;23;78;29;0
2020-12-21 15:15:00;73;46;39;39;68;35;0
2020-12-21 15:30:00;59;34;28;43;73;33;0
2020-12-21 15:45:00;67;40;35;21;66;38;1
2020-12-21 16:00:00;66;51;43;46;71;42;0
2020-12-21 16:15:00;53;54;46;32;71;38;0
2020-12-21 16:30:00;70;43;40;41;72;45;0
2020-12-21 16:45:00;60;42;35;32;77;35;1
2020-12-21 17:00:00;63;33;29;61;76;36;1
2020-12-21 17:15:00;42;33;27;28;63;23;0
2020-12-21 17:30:00;43;33;32;21;67;21;0
2020-12-21 17:45:00;27;23;21;16;49;20;0
2020-12-21 18:00:00;26;30;27;22;57;19;0
2020-12-21 18:15:00;31;24;19;14;45;14;1
2020-12-21 18:30:00;32;21;18;12;35;14;0
2020-12-21 18:45:00;19;16;12;6;26;9;0
2020-12-21 19:00:00;16;11;8;4;31;10;0
2020-12-21 19:15:00;14;6;5;3;34;15;0
2020-12-21 19:30:00;11;14;11;7;24;3;0
2020-12-21 19:45:00;15;5;3;2;13;4;0
2020-12-21 20:00:00;12;11;11;0;17;6;0
2020-12-21 20:15:00;9;6;6;4;24;6;0
2020-12-21 20:30:00;8;5;4;1;9;6;0
2020-12-21 20:45:00;10;7;6;3;14;3;0
2020-12-21 21:00:00;5;3;1;4;6;3;0
2020-12-21 21:15:00;4;5;2;4;12;5;0
2020-12-21 21:30:00;5;2;2;0;9;4;0
2020-12-21 21:45:00;5;9;3;1;5;0;0
2020-12-21 22:00:00;2;2;0;4;3;4;0
2020-12-21 22:15:00;5;6;4;3;9;3;0
2020-12-21 22:30:00;7;3;2;2;8;2;0
2020-12-21 22:45:00;3;2;2;6;3;5;0
2020-12-21 23:00:00;5;1;0;0;5;2;0
2020-12-21 23:15:00;1;0;0;0;5;4;0
2020-12-21 23:30:00;3;3;2;4;3;0;0
2020-12-21 23:45:00;5;5;4;2;3;4;0
