DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(DD4);16(TAFBA);53(TAFBA2);54(TAFBB2);55(TAFBC);56(TAFBD);57(TAFBE)
2020-02-13 00:00:00;3;9;1;0;1;2;0;1;7;6;1;1;2;3;3;0;0;0;0;0;0
2020-02-13 00:15:00;5;10;2;0;0;2;1;0;7;5;4;0;2;1;0;0;0;0;0;0;0
2020-02-13 00:30:00;4;7;3;2;0;4;0;0;5;7;0;3;1;0;0;0;0;0;0;0;0
2020-02-13 00:45:00;1;4;5;0;0;1;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0
2020-02-13 01:00:00;0;3;2;0;0;0;0;0;5;3;1;0;0;2;0;0;0;0;0;0;0
2020-02-13 01:15:00;1;3;2;0;0;2;0;0;2;3;0;1;1;1;0;0;0;0;0;0;0
2020-02-13 01:30:00;8;5;1;0;1;0;0;0;5;0;0;1;0;1;0;0;0;0;0;0;0
2020-02-13 01:45:00;2;3;2;0;2;0;0;0;2;0;0;1;1;2;1;0;0;0;0;0;0
2020-02-13 02:00:00;3;4;2;1;0;1;1;0;3;4;1;0;2;1;0;0;0;0;0;0;0
2020-02-13 02:15:00;2;6;2;0;0;0;0;0;2;4;0;0;1;3;0;0;0;0;0;0;0
2020-02-13 02:30:00;0;4;1;1;0;0;0;0;3;0;0;0;0;2;0;0;0;0;0;0;0
2020-02-13 02:45:00;2;5;3;1;0;2;0;0;2;1;1;1;4;3;1;0;0;0;0;0;0
2020-02-13 03:00:00;2;4;0;0;0;1;0;0;2;3;1;0;2;2;0;0;0;0;0;0;0
2020-02-13 03:15:00;4;5;0;0;1;1;0;0;0;3;0;0;2;1;0;0;0;0;0;0;0
2020-02-13 03:30:00;4;3;0;1;4;0;0;0;5;3;1;0;0;0;0;0;0;0;0;0;0
2020-02-13 03:45:00;2;6;0;2;0;1;0;0;2;2;2;1;2;4;1;0;0;0;0;0;0
2020-02-13 04:00:00;3;3;0;0;2;4;0;0;5;2;0;0;3;2;1;0;0;0;0;0;0
2020-02-13 04:15:00;2;6;3;2;2;3;2;0;1;2;1;0;2;3;0;0;0;0;0;0;0
2020-02-13 04:30:00;2;5;3;2;0;3;0;0;4;1;0;1;1;7;2;0;0;0;0;0;0
2020-02-13 04:45:00;8;8;4;3;3;5;3;1;7;6;10;2;4;7;5;0;0;0;0;0;0
2020-02-13 05:00:00;13;26;4;3;10;16;3;0;15;12;6;3;3;6;1;0;0;0;0;0;0
2020-02-13 05:15:00;12;20;4;7;7;19;2;0;11;14;29;0;17;6;6;0;0;0;0;0;0
2020-02-13 05:30:00;28;17;10;5;13;22;1;1;26;27;22;6;15;9;7;0;0;0;0;0;0
2020-02-13 05:45:00;57;47;31;7;12;39;4;6;30;36;21;17;40;15;13;0;0;0;0;0;0
2020-02-13 06:00:00;53;34;20;8;15;39;4;2;27;29;14;23;46;22;18;0;2;0;0;0;0
2020-02-13 06:15:00;42;52;29;7;18;42;9;3;38;52;11;26;45;17;16;0;0;0;0;0;0
2020-02-13 06:30:00;72;43;22;9;23;39;11;5;47;62;18;10;38;15;25;0;0;0;0;0;0
2020-02-13 06:45:00;83;42;40;5;21;60;8;1;63;55;23;6;35;28;31;0;0;0;0;0;0
2020-02-13 07:00:00;110;75;66;6;36;74;8;1;52;51;26;7;60;32;22;0;0;0;0;0;0
2020-02-13 07:15:00;90;64;50;14;45;68;6;5;60;70;30;10;69;45;41;0;0;0;0;0;0
2020-02-13 07:30:00;81;68;54;14;60;84;21;3;65;73;32;21;64;40;41;0;0;4;0;0;0
2020-02-13 07:45:00;60;73;65;22;67;79;21;8;60;66;32;17;59;31;27;0;0;0;0;0;0
2020-02-13 08:00:00;81;65;61;29;64;97;24;12;73;82;43;18;66;36;41;0;0;0;0;0;0
2020-02-13 08:15:00;85;72;75;21;57;93;10;1;55;54;29;25;67;39;38;0;0;0;0;0;0
2020-02-13 08:30:00;82;76;53;19;37;58;18;3;55;62;22;22;72;33;23;0;0;0;0;0;0
2020-02-13 08:45:00;95;83;67;19;40;50;14;7;47;43;25;21;53;27;22;0;0;0;0;0;0
2020-02-13 09:00:00;75;65;59;14;28;39;16;1;41;49;24;14;77;26;21;0;0;0;0;0;0
2020-02-13 09:15:00;55;55;45;19;32;41;19;1;37;31;19;18;53;21;21;0;0;0;0;0;0
2020-02-13 09:30:00;43;84;49;15;43;44;14;4;37;42;20;19;65;26;18;0;0;0;0;0;0
2020-02-13 09:45:00;51;79;52;17;38;53;22;5;52;56;28;25;64;26;23;0;0;2;3;0;0
2020-02-13 10:00:00;30;73;51;10;41;37;16;10;48;50;17;29;50;21;19;0;0;0;0;0;0
2020-02-13 10:15:00;41;81;56;31;48;46;17;9;53;59;25;15;58;32;24;0;0;0;0;0;0
2020-02-13 10:30:00;32;75;54;21;42;36;22;8;60;53;15;17;45;23;33;1;0;4;0;0;0
2020-02-13 10:45:00;37;65;41;18;46;56;13;9;55;62;23;25;49;24;20;0;0;1;0;0;0
2020-02-13 11:00:00;37;82;60;14;38;51;16;10;56;54;29;35;60;21;17;0;0;31;0;0;0
2020-02-13 11:15:00;33;67;47;18;47;48;14;11;84;59;20;26;41;29;34;0;0;0;0;0;0
2020-02-13 11:30:00;34;92;44;27;51;45;20;12;46;72;27;32;59;28;27;0;0;2;0;0;0
2020-02-13 11:45:00;21;82;47;17;40;46;13;6;83;66;20;31;62;29;33;0;0;0;0;0;0
2020-02-13 12:00:00;31;83;49;30;41;57;13;9;63;64;26;26;55;19;28;2;0;0;0;0;0
2020-02-13 12:15:00;38;78;42;21;56;32;16;9;66;53;30;35;50;24;22;0;0;0;0;13;0
2020-02-13 12:30:00;36;71;45;18;46;45;15;9;59;60;25;23;57;24;25;0;0;0;0;1;0
2020-02-13 12:45:00;39;76;56;28;40;33;19;11;56;54;23;34;65;33;30;0;0;1;0;0;0
2020-02-13 13:00:00;36;74;50;14;61;51;16;13;69;75;21;36;59;31;33;2;0;1;0;0;0
2020-02-13 13:15:00;40;77;60;25;48;51;15;11;52;59;24;25;51;26;19;0;0;0;0;0;0
2020-02-13 13:30:00;39;70;47;17;53;57;12;8;78;68;40;32;64;38;28;0;0;0;0;0;0
2020-02-13 13:45:00;38;81;59;22;43;41;13;10;53;54;25;25;55;32;29;1;0;0;0;0;2
2020-02-13 14:00:00;33;77;59;22;49;62;23;14;127;72;19;41;86;44;33;0;0;0;0;0;0
2020-02-13 14:15:00;31;87;61;21;47;43;14;11;62;59;22;54;98;36;32;0;2;0;0;0;0
2020-02-13 14:30:00;36;92;63;21;43;32;9;15;74;77;26;57;87;41;38;0;0;1;0;0;0
2020-02-13 14:45:00;37;88;61;24;43;45;16;12;55;68;18;51;81;33;35;0;0;0;0;5;0
2020-02-13 15:00:00;39;76;55;27;51;47;18;15;74;83;30;43;88;52;66;0;0;1;0;0;4
2020-02-13 15:15:00;72;71;70;25;42;49;22;11;68;84;32;39;117;53;57;0;0;0;0;0;0
2020-02-13 15:30:00;53;111;99;25;58;32;22;14;67;69;21;42;81;61;56;0;0;0;0;0;0
2020-02-13 15:45:00;45;98;75;34;46;45;23;18;69;85;31;52;93;72;61;14;0;0;0;0;0
2020-02-13 16:00:00;56;104;80;30;58;83;32;12;82;84;33;65;107;57;67;1;0;2;0;0;0
2020-02-13 16:15:00;38;119;84;20;53;54;28;19;75;79;27;60;103;63;71;0;0;1;0;0;0
2020-02-13 16:30:00;49;115;89;30;47;60;31;25;86;86;26;54;125;64;70;0;0;1;4;4;0
2020-02-13 16:45:00;51;105;91;36;51;56;19;17;75;86;29;54;106;54;63;4;0;2;0;0;0
2020-02-13 17:00:00;27;102;72;39;54;60;20;11;80;85;28;54;128;83;74;0;0;0;0;0;0
2020-02-13 17:15:00;55;119;95;31;51;68;25;23;90;93;25;51;100;56;58;1;1;1;0;0;0
2020-02-13 17:30:00;26;103;84;36;57;53;20;9;75;88;27;57;89;52;57;3;0;0;0;2;0
2020-02-13 17:45:00;30;99;77;30;54;58;18;23;81;79;18;48;89;47;56;4;0;0;0;0;0
2020-02-13 18:00:00;30;103;75;37;49;56;21;20;89;81;19;44;75;38;40;0;2;0;0;1;0
2020-02-13 18:15:00;38;94;68;39;36;43;18;22;84;70;26;26;91;37;32;0;0;0;0;0;0
2020-02-13 18:30:00;32;72;47;20;41;35;25;15;54;68;11;27;67;26;23;3;0;2;0;0;0
2020-02-13 18:45:00;38;83;56;23;43;45;17;14;71;65;16;32;68;30;36;4;0;0;0;0;0
2020-02-13 19:00:00;16;72;43;27;28;45;16;18;62;53;15;18;56;28;31;0;0;0;0;0;0
2020-02-13 19:15:00;12;66;37;20;18;34;16;22;61;57;16;19;51;16;12;0;0;1;0;0;0
2020-02-13 19:30:00;20;51;39;13;31;30;12;17;55;49;10;21;43;25;23;1;0;0;3;0;0
2020-02-13 19:45:00;11;51;33;14;25;26;9;7;59;43;9;13;34;18;17;2;0;0;0;0;0
2020-02-13 20:00:00;13;42;26;11;20;32;8;26;85;80;13;5;25;17;13;0;0;0;0;0;0
2020-02-13 20:15:00;19;43;32;9;16;22;9;10;56;65;8;13;30;12;12;0;0;0;0;0;0
2020-02-13 20:30:00;12;35;22;13;9;26;7;3;31;35;9;5;13;13;7;0;0;0;0;0;0
2020-02-13 20:45:00;13;30;20;11;13;36;5;3;37;31;13;3;20;14;5;0;0;0;0;0;0
2020-02-13 21:00:00;12;31;22;8;17;27;4;5;28;36;16;5;18;6;6;0;0;0;0;0;0
2020-02-13 21:15:00;16;36;13;9;33;23;4;4;29;23;14;2;16;4;7;0;0;0;0;0;0
2020-02-13 21:30:00;10;28;13;12;17;26;4;5;34;23;25;8;15;7;4;0;0;0;0;0;0
2020-02-13 21:45:00;9;25;9;6;12;24;7;1;33;38;11;14;22;9;2;0;0;0;0;0;0
2020-02-13 22:00:00;8;26;16;6;5;33;5;5;29;21;3;20;38;10;10;0;0;0;0;0;0
2020-02-13 22:15:00;7;32;14;10;4;21;4;1;27;20;5;12;24;11;7;0;0;0;0;0;0
2020-02-13 22:30:00;10;19;13;5;5;11;1;3;39;28;2;7;14;6;1;0;1;0;0;0;0
2020-02-13 22:45:00;8;20;11;3;6;16;3;2;13;14;2;4;5;3;2;0;0;0;0;0;0
2020-02-13 23:00:00;13;14;9;3;2;6;1;2;17;16;5;4;10;11;6;0;0;0;0;0;0
2020-02-13 23:15:00;4;15;10;2;5;4;0;2;13;9;2;5;3;2;1;0;0;0;0;0;0
2020-02-13 23:30:00;6;6;3;2;4;10;0;0;15;5;3;0;6;2;2;0;0;0;0;0;0
2020-02-13 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
