DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2019-09-29 00:00:00;36;32;2;22;22;5;18;16;30;31
2019-09-29 00:15:00;37;41;2;16;26;4;31;13;44;39
2019-09-29 00:30:00;29;29;0;17;21;1;22;17;31;26
2019-09-29 00:45:00;25;16;1;14;12;5;14;9;17;17
2019-09-29 01:00:00;21;8;1;15;7;1;8;12;10;17
2019-09-29 01:15:00;24;15;0;24;30;4;29;22;16;19
2019-09-29 01:30:00;16;15;0;10;7;2;6;11;12;12
2019-09-29 01:45:00;18;15;1;11;12;2;12;7;17;16
2019-09-29 02:00:00;12;5;0;11;11;2;8;6;7;11
2019-09-29 02:15:00;16;9;0;8;9;2;10;5;9;13
2019-09-29 02:30:00;4;5;0;8;7;0;8;3;6;2
2019-09-29 02:45:00;7;8;0;4;5;1;7;2;7;5
2019-09-29 03:00:00;7;5;1;5;7;3;7;6;6;6
2019-09-29 03:15:00;6;4;0;10;4;0;5;7;6;5
2019-09-29 03:30:00;10;6;0;7;9;1;8;6;7;7
2019-09-29 03:45:00;8;3;0;6;7;1;8;7;4;7
2019-09-29 04:00:00;9;3;0;6;6;1;6;4;4;7
2019-09-29 04:15:00;12;7;0;4;4;1;5;3;7;11
2019-09-29 04:30:00;8;6;0;7;5;1;4;6;6;5
2019-09-29 04:45:00;12;7;1;5;8;1;7;3;4;9
2019-09-29 05:00:00;7;5;0;6;4;1;4;6;5;7
2019-09-29 05:15:00;8;7;0;6;8;0;7;6;11;7
2019-09-29 05:30:00;9;5;0;7;10;2;11;6;5;9
2019-09-29 05:45:00;9;4;0;11;14;3;15;9;5;6
2019-09-29 06:00:00;13;7;0;6;10;3;12;7;6;10
2019-09-29 06:15:00;20;11;4;10;20;3;19;9;11;15
2019-09-29 06:30:00;12;5;3;13;16;0;15;12;6;8
2019-09-29 06:45:00;10;6;2;10;9;1;9;8;6;10
2019-09-29 07:00:00;15;10;0;6;6;5;6;6;11;12
2019-09-29 07:15:00;17;7;0;7;5;5;7;6;8;17
2019-09-29 07:30:00;12;2;0;7;7;2;10;4;3;10
2019-09-29 07:45:00;14;15;1;13;27;5;28;12;15;12
2019-09-29 08:00:00;22;14;1;17;13;4;15;13;15;18
2019-09-29 08:15:00;30;17;3;10;14;6;15;11;17;22
2019-09-29 08:30:00;25;17;2;10;21;7;24;10;14;20
2019-09-29 08:45:00;42;16;3;19;25;13;27;17;17;31
2019-09-29 09:00:00;36;16;4;18;36;10;38;16;15;35
2019-09-29 09:15:00;36;23;2;28;40;10;40;25;21;33
2019-09-29 09:30:00;48;30;6;29;48;16;50;27;38;40
2019-09-29 09:45:00;65;27;6;39;62;16;67;37;31;48
2019-09-29 10:00:00;63;27;9;42;62;15;64;33;32;56
2019-09-29 10:15:00;68;27;8;44;56;16;61;42;32;57
2019-09-29 10:30:00;57;27;6;42;54;16;58;45;30;44
2019-09-29 10:45:00;53;35;6;56;76;14;78;59;37;49
2019-09-29 11:00:00;61;42;14;46;61;16;62;43;46;55
2019-09-29 11:15:00;66;39;11;84;92;15;91;86;43;65
2019-09-29 11:30:00;61;45;11;65;81;16;85;62;48;58
2019-09-29 11:45:00;65;35;5;74;76;16;79;70;34;53
2019-09-29 12:00:00;51;40;8;49;64;18;65;45;47;43
2019-09-29 12:15:00;71;36;8;52;61;18;62;49;37;65
2019-09-29 12:30:00;49;31;10;53;58;14;62;47;31;51
2019-09-29 12:45:00;78;41;5;57;87;18;89;53;42;71
2019-09-29 13:00:00;56;37;4;55;70;13;70;48;34;49
2019-09-29 13:15:00;70;58;5;60;79;22;87;53;62;63
2019-09-29 13:30:00;56;36;9;47;58;11;62;46;40;50
2019-09-29 13:45:00;75;56;10;62;81;19;84;62;65;65
2019-09-29 14:00:00;88;53;7;45;68;18;67;41;51;80
2019-09-29 14:15:00;65;51;2;58;89;15;92;55;46;51
2019-09-29 14:30:00;69;38;3;67;70;9;80;62;36;64
2019-09-29 14:45:00;70;49;4;94;94;13;95;86;54;56
2019-09-29 15:00:00;48;39;6;63;81;12;82;65;44;35
2019-09-29 15:15:00;83;58;5;82;82;8;78;72;63;71
2019-09-29 15:30:00;53;41;12;70;67;20;70;59;42;52
2019-09-29 15:45:00;82;54;9;92;86;14;82;84;55;69
2019-09-29 16:00:00;61;40;5;68;71;20;74;59;44;55
2019-09-29 16:15:00;70;55;9;69;78;22;82;71;59;56
2019-09-29 16:30:00;70;44;8;64;75;17;76;49;46;64
2019-09-29 16:45:00;82;54;6;79;88;23;94;74;55;80
2019-09-29 17:00:00;60;55;9;75;74;10;73;71;64;52
2019-09-29 17:15:00;69;109;13;78;85;13;81;73;95;66
2019-09-29 17:30:00;67;41;13;67;73;28;73;48;47;61
2019-09-29 17:45:00;89;53;8;72;97;14;99;64;55;84
2019-09-29 18:00:00;66;63;7;64;83;14;84;52;60;62
2019-09-29 18:15:00;75;65;9;59;96;15;99;56;67;60
2019-09-29 18:30:00;69;64;6;59;83;18;86;51;68;55
2019-09-29 18:45:00;87;57;10;69;71;10;73;50;61;77
2019-09-29 19:00:00;90;61;6;55;59;18;63;46;65;81
2019-09-29 19:15:00;94;86;8;52;74;12;72;53;87;77
2019-09-29 19:30:00;73;40;2;59;57;14;62;54;38;60
2019-09-29 19:45:00;64;53;5;54;70;19;72;39;52;58
2019-09-29 20:00:00;54;46;6;35;63;12;67;32;44;44
2019-09-29 20:15:00;58;34;9;43;45;13;43;31;35;55
2019-09-29 20:30:00;41;28;2;39;37;6;37;27;31;39
2019-09-29 20:45:00;57;47;3;45;45;7;47;40;47;43
2019-09-29 21:00:00;42;29;4;21;35;6;37;24;35;38
2019-09-29 21:15:00;48;32;4;36;52;10;48;33;24;46
2019-09-29 21:30:00;31;28;0;21;24;6;25;12;27;28
2019-09-29 21:45:00;33;22;1;23;34;4;32;26;24;32
2019-09-29 22:00:00;31;20;2;23;33;4;33;21;18;28
2019-09-29 22:15:00;31;19;0;24;28;3;26;22;18;26
2019-09-29 22:30:00;32;12;2;22;24;4;22;19;13;23
2019-09-29 22:45:00;22;14;3;11;24;2;25;10;16;21
2019-09-29 23:00:00;23;13;1;14;21;3;18;14;14;20
2019-09-29 23:15:00;20;14;0;17;19;7;19;17;11;19
2019-09-29 23:30:00;19;13;0;11;8;0;6;10;13;14
2019-09-29 23:45:00;15;6;1;10;11;4;13;8;6;13
