DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DD3)
2019-09-06 00:00:00;0;9;5;1;6;9;2;4;3;0;5;2;3
2019-09-06 00:15:00;0;11;5;1;3;7;2;9;8;4;5;5;3
2019-09-06 00:30:00;0;7;3;0;1;7;6;7;8;2;11;6;2
2019-09-06 00:45:00;0;7;1;1;3;2;0;8;1;0;5;7;1
2019-09-06 01:00:00;0;8;2;0;0;6;5;8;4;1;7;4;5
2019-09-06 01:15:00;0;5;2;0;1;4;1;5;1;0;8;1;3
2019-09-06 01:30:00;0;2;1;1;1;2;1;3;1;1;2;3;0
2019-09-06 01:45:00;0;0;0;1;0;6;2;7;4;2;6;5;0
2019-09-06 02:00:00;0;3;3;0;0;4;1;1;1;1;2;6;1
2019-09-06 02:15:00;0;7;0;0;0;1;0;3;0;1;3;2;0
2019-09-06 02:30:00;0;1;0;0;1;6;3;3;1;0;6;4;1
2019-09-06 02:45:00;0;0;0;0;2;4;1;1;0;1;5;2;1
2019-09-06 03:00:00;0;4;3;0;1;2;0;3;1;0;3;2;3
2019-09-06 03:15:00;0;3;2;0;1;3;1;0;0;0;5;1;0
2019-09-06 03:30:00;0;2;2;0;2;6;1;2;1;1;3;3;2
2019-09-06 03:45:00;0;3;0;1;0;1;1;4;3;1;4;1;1
2019-09-06 04:00:00;0;4;1;0;2;4;1;3;1;0;4;1;1
2019-09-06 04:15:00;0;6;4;1;1;5;1;10;1;2;15;10;3
2019-09-06 04:30:00;0;7;2;0;6;6;3;7;3;2;18;10;3
2019-09-06 04:45:00;0;9;7;1;2;12;1;13;7;3;15;18;7
2019-09-06 05:00:00;0;7;8;1;4;17;9;31;16;3;44;57;7
2019-09-06 05:15:00;0;19;12;1;9;16;7;42;22;7;67;77;12
2019-09-06 05:30:00;0;18;12;3;18;38;12;43;32;5;59;69;19
2019-09-06 05:45:00;0;24;13;1;42;68;22;59;59;7;67;75;17
2019-09-06 06:00:00;0;25;24;2;21;55;16;48;45;5;67;70;18
2019-09-06 06:15:00;0;32;18;3;33;45;14;61;64;5;63;64;28
2019-09-06 06:30:00;0;32;26;5;24;44;11;101;116;7;96;96;34
2019-09-06 06:45:00;0;41;35;4;18;50;11;101;106;16;76;78;41
2019-09-06 07:00:00;0;50;29;6;36;54;15;98;112;8;87;71;38
2019-09-06 07:15:00;0;39;41;0;40;60;23;86;108;12;87;82;40
2019-09-06 07:30:00;0;55;44;3;48;71;19;92;100;11;75;103;44
2019-09-06 07:45:00;0;47;36;6;51;49;20;83;99;21;90;94;62
2019-09-06 08:00:00;0;43;32;9;44;52;18;76;82;13;101;104;42
2019-09-06 08:15:00;0;54;44;5;40;50;18;78;75;12;70;76;46
2019-09-06 08:30:00;0;53;46;9;45;58;12;82;81;18;65;73;43
2019-09-06 08:45:00;0;64;50;14;37;50;15;77;68;22;65;60;44
2019-09-06 09:00:00;0;48;26;13;48;57;16;75;47;16;60;61;36
2019-09-06 09:15:00;0;58;44;8;36;56;24;67;51;12;75;71;45
2019-09-06 09:30:00;0;47;49;5;43;45;17;78;58;20;70;68;45
2019-09-06 09:45:00;0;80;48;9;40;60;32;71;51;25;67;57;44
2019-09-06 10:00:00;0;62;45;20;40;50;19;67;51;19;67;65;32
2019-09-06 10:15:00;0;57;43;9;49;62;22;79;50;17;74;45;43
2019-09-06 10:30:00;0;70;46;8;43;45;19;74;50;21;77;53;37
2019-09-06 10:45:00;0;66;46;10;52;69;16;63;44;23;95;113;51
2019-09-06 11:00:00;0;58;45;10;40;52;26;57;35;25;77;64;40
2019-09-06 11:15:00;0;69;60;10;58;72;28;79;52;25;79;76;47
2019-09-06 11:30:00;0;81;54;5;43;58;26;73;42;19;85;90;37
2019-09-06 11:45:00;0;71;69;11;51;72;23;72;57;14;91;81;43
2019-09-06 12:00:00;0;78;76;16;56;86;38;78;49;25;79;70;49
2019-09-06 12:15:00;0;82;93;11;65;85;28;85;55;28;91;91;42
2019-09-06 12:30:00;0;86;91;14;55;82;27;73;66;23;89;84;49
2019-09-06 12:45:00;0;81;84;20;65;81;29;84;59;19;88;98;57
2019-09-06 13:00:00;0;96;88;13;53;73;29;81;67;20;92;99;51
2019-09-06 13:15:00;0;141;84;15;84;85;29;82;62;24;108;126;45
2019-09-06 13:30:00;0;81;81;19;57;81;27;93;75;31;82;97;38
2019-09-06 13:45:00;0;87;91;13;60;74;31;85;69;24;104;121;42
2019-09-06 14:00:00;0;89;91;10;80;109;34;78;62;25;91;92;39
2019-09-06 14:15:00;0;98;116;10;65;96;35;74;46;16;79;75;43
2019-09-06 14:30:00;0;113;137;14;72;97;22;83;48;29;68;84;45
2019-09-06 14:45:00;0;125;136;9;71;93;22;86;57;26;87;89;37
2019-09-06 15:00:00;0;132;145;16;59;106;27;73;48;18;91;93;44
2019-09-06 15:15:00;0;113;121;7;69;95;32;79;59;33;81;80;46
2019-09-06 15:30:00;0;111;136;18;58;80;25;86;59;25;82;78;40
2019-09-06 15:45:00;0;113;129;11;68;92;31;94;64;22;90;89;52
2019-09-06 16:00:00;0;116;123;21;56;81;31;78;57;23;88;97;51
2019-09-06 16:15:00;0;98;91;8;69;84;40;82;58;36;81;85;42
2019-09-06 16:30:00;0;85;84;13;68;67;23;66;49;23;82;81;35
2019-09-06 16:45:00;0;65;72;8;72;87;35;83;64;28;83;77;51
2019-09-06 17:00:00;0;74;77;13;55;81;31;80;53;28;92;74;48
2019-09-06 17:15:00;0;81;77;6;52;76;20;69;56;25;83;74;40
2019-09-06 17:30:00;0;76;76;6;60;62;30;73;56;26;74;75;41
2019-09-06 17:45:00;0;56;58;10;55;66;32;75;59;27;89;80;45
2019-09-06 18:00:00;0;69;71;17;50;66;21;160;45;15;68;61;43
2019-09-06 18:15:00;0;70;51;10;42;59;22;70;52;26;81;54;42
2019-09-06 18:30:00;0;60;40;8;31;48;12;72;50;15;74;62;38
2019-09-06 18:45:00;0;57;41;6;47;58;20;71;58;22;71;68;38
2019-09-06 19:00:00;0;49;50;4;41;63;18;69;44;16;54;63;28
2019-09-06 19:15:00;0;51;37;3;28;50;16;62;44;11;47;48;29
2019-09-06 19:30:00;0;44;36;4;24;42;21;45;31;15;46;40;31
2019-09-06 19:45:00;0;45;40;6;23;40;12;58;40;10;41;35;29
2019-09-06 20:00:00;0;44;34;8;31;45;9;68;38;13;55;52;34
2019-09-06 20:15:00;0;55;40;7;31;47;15;59;30;15;43;40;28
