DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-07-03 00:00:00;7;2;4;0;3;7;7;2;1;3;3;0;4
2020-07-03 00:15:00;4;2;2;2;1;4;3;1;1;3;3;0;2
2020-07-03 00:30:00;7;1;0;2;1;5;6;6;4;5;1;2;0
2020-07-03 00:45:00;6;3;0;1;5;10;6;2;4;3;3;1;0
2020-07-03 01:00:00;1;1;2;1;3;7;8;5;4;4;7;1;2
2020-07-03 01:15:00;4;1;0;0;2;4;6;0;1;4;3;1;0
2020-07-03 01:30:00;2;1;1;1;1;7;5;1;0;1;2;2;1
2020-07-03 01:45:00;4;0;1;2;1;1;2;1;1;3;1;0;1
2020-07-03 02:00:00;3;0;0;0;0;9;10;0;1;2;0;0;0
2020-07-03 02:15:00;4;2;1;0;2;11;8;2;0;2;3;0;1
2020-07-03 02:30:00;1;1;1;2;1;12;6;0;0;1;2;1;1
2020-07-03 02:45:00;3;4;2;1;4;8;5;1;0;6;4;0;2
2020-07-03 03:00:00;5;2;0;1;1;13;10;1;0;4;3;0;0
2020-07-03 03:15:00;6;1;1;3;2;6;4;1;1;2;2;0;1
2020-07-03 03:30:00;3;0;0;0;2;8;3;4;2;4;3;0;0
2020-07-03 03:45:00;7;0;0;2;3;11;7;3;1;2;4;1;0
2020-07-03 04:00:00;9;0;1;2;4;12;10;1;1;1;3;2;1
2020-07-03 04:15:00;8;2;2;2;2;14;7;1;1;1;3;1;2
2020-07-03 04:30:00;4;3;0;2;8;15;6;1;0;2;5;1;0
2020-07-03 04:45:00;15;5;0;3;4;20;19;5;2;1;0;0;0
2020-07-03 05:00:00;21;16;4;4;13;25;17;3;2;4;4;0;4
2020-07-03 05:15:00;18;12;3;16;23;29;25;9;1;3;4;0;3
2020-07-03 05:30:00;35;28;3;22;23;44;41;12;5;4;2;1;4
2020-07-03 05:45:00;31;20;5;18;21;51;32;17;10;8;4;1;4
2020-07-03 06:00:00;26;18;6;20;22;55;48;19;12;4;3;2;5
2020-07-03 06:15:00;55;36;7;28;40;60;64;23;15;15;5;0;7
2020-07-03 06:30:00;44;44;18;40;48;94;79;43;32;26;7;3;16
2020-07-03 06:45:00;55;50;19;56;43;94;116;65;46;31;17;5;17
2020-07-03 07:00:00;51;46;13;35;43;89;78;53;35;24;18;6;11
2020-07-03 07:15:00;61;59;9;61;47;97;97;56;37;41;18;10;11
2020-07-03 07:30:00;60;49;10;57;41;79;81;47;26;31;17;9;10
2020-07-03 07:45:00;53;44;26;72;55;88;109;60;43;38;24;12;25
2020-07-03 08:00:00;51;35;13;50;48;88;94;58;34;37;21;9;13
2020-07-03 08:15:00;56;55;17;59;42;85;83;59;47;46;38;15;18
2020-07-03 08:30:00;54;46;22;75;33;86;94;58;39;62;45;18;21
2020-07-03 08:45:00;60;45;20;67;47;100;80;57;39;50;31;12;19
2020-07-03 09:00:00;73;57;22;63;29;78;72;46;28;45;31;10;20
2020-07-03 09:15:00;65;56;15;70;37;96;81;73;50;52;33;16;15
2020-07-03 09:30:00;67;47;24;63;44;86;81;62;39;59;49;15;21
2020-07-03 09:45:00;74;53;33;59;40;102;111;70;47;54;39;29;30
2020-07-03 10:00:00;82;65;19;64;28;79;67;55;37;55;40;16;19
2020-07-03 10:15:00;73;61;20;66;41;87;96;64;43;87;63;20;17
2020-07-03 10:30:00;70;56;27;69;46;91;88;59;36;70;58;23;29
2020-07-03 10:45:00;88;76;30;86;42;107;93;64;47;94;78;26;24
2020-07-03 11:00:00;72;65;31;76;30;82;75;61;38;89;56;27;32
2020-07-03 11:15:00;78;73;32;71;38;103;95;71;44;89;76;29;28
2020-07-03 11:30:00;90;69;22;69;36;111;83;55;37;95;58;32;14
2020-07-03 11:45:00;77;66;31;71;40;93;91;73;51;104;73;22;31
2020-07-03 12:00:00;97;96;25;62;36;95;106;60;50;88;91;38;24
2020-07-03 12:15:00;90;75;13;77;39;96;94;59;40;107;87;32;15
2020-07-03 12:30:00;92;82;26;79;34;99;93;65;37;87;78;33;26
2020-07-03 12:45:00;83;74;29;57;48;107;96;56;47;110;72;35;31
2020-07-03 13:00:00;96;77;29;84;41;97;98;60;46;105;80;29;29
2020-07-03 13:15:00;88;69;25;69;50;105;106;57;48;98;66;33;23
2020-07-03 13:30:00;77;68;23;66;58;116;90;63;55;109;72;34;25
2020-07-03 13:45:00;84;70;26;68;44;95;86;62;38;87;66;20;24
2020-07-03 14:00:00;77;78;28;69;42;100;101;58;48;91;61;29;24
2020-07-03 14:15:00;91;73;20;66;46;116;119;50;46;85;56;22;19
2020-07-03 14:30:00;88;70;25;78;44;99;95;61;47;111;78;23;24
2020-07-03 14:45:00;97;96;33;84;43;97;96;75;42;81;78;30;29
