DATUM;1(DA1);2(DB1);3(DC1);4(DC2);5(DRES1);6(DRES2);7(TAFGA);8(TAFBA)
2020-02-23 00:00:00;6;7;1;1;0;0;0;0
2020-02-23 00:15:00;11;9;0;0;0;0;0;0
2020-02-23 00:30:00;7;1;1;1;0;0;0;0
2020-02-23 00:45:00;16;3;0;0;0;0;0;0
2020-02-23 01:00:00;8;10;1;0;0;0;0;0
2020-02-23 01:15:00;10;7;2;2;0;0;0;0
2020-02-23 01:30:00;7;9;5;3;0;0;0;0
2020-02-23 01:45:00;4;1;0;0;0;0;0;0
2020-02-23 02:00:00;7;6;0;1;0;0;0;0
2020-02-23 02:15:00;5;2;2;2;0;0;0;0
2020-02-23 02:30:00;0;5;0;0;0;0;0;0
2020-02-23 02:45:00;4;3;2;2;0;0;0;0
2020-02-23 03:00:00;5;5;1;2;0;0;0;0
2020-02-23 03:15:00;5;3;1;0;0;0;0;0
2020-02-23 03:30:00;5;8;4;0;0;0;0;0
2020-02-23 03:45:00;6;7;0;1;0;0;0;0
2020-02-23 04:00:00;3;7;2;1;0;0;0;0
2020-02-23 04:15:00;5;9;1;0;0;0;0;0
2020-02-23 04:30:00;5;9;2;1;0;0;0;0
2020-02-23 04:45:00;3;9;0;0;0;0;0;0
2020-02-23 05:00:00;1;1;1;0;0;0;0;0
2020-02-23 05:15:00;6;4;3;1;0;0;0;0
2020-02-23 05:30:00;8;7;0;1;0;0;0;0
2020-02-23 05:45:00;4;9;1;1;0;0;0;0
2020-02-23 06:00:00;8;7;1;1;0;0;0;0
2020-02-23 06:15:00;12;14;0;1;0;0;0;0
2020-02-23 06:30:00;8;8;3;2;0;0;0;0
2020-02-23 06:45:00;6;5;0;0;0;0;0;0
2020-02-23 07:00:00;7;6;4;3;0;0;0;0
2020-02-23 07:15:00;9;4;2;2;0;0;0;0
2020-02-23 07:30:00;6;6;1;0;0;0;0;0
2020-02-23 07:45:00;9;17;5;2;0;0;0;0
2020-02-23 08:00:00;12;7;1;1;0;0;0;0
2020-02-23 08:15:00;12;5;1;1;0;0;0;0
2020-02-23 08:30:00;10;8;1;0;0;0;0;0
2020-02-23 08:45:00;12;16;1;1;0;0;0;0
2020-02-23 09:00:00;11;10;0;0;0;0;0;0
2020-02-23 09:15:00;9;14;0;1;0;0;0;0
2020-02-23 09:30:00;16;19;1;0;0;0;0;0
2020-02-23 09:45:00;15;11;2;2;0;0;0;0
2020-02-23 10:00:00;32;30;1;2;0;0;0;0
2020-02-23 10:15:00;32;28;5;3;0;0;0;0
2020-02-23 10:30:00;32;22;2;1;0;0;0;0
2020-02-23 10:45:00;18;34;2;1;0;0;0;0
2020-02-23 11:00:00;27;19;3;2;0;0;0;1
2020-02-23 11:15:00;25;27;6;4;0;0;0;0
2020-02-23 11:30:00;29;25;1;1;0;0;0;0
2020-02-23 11:45:00;21;34;1;2;0;0;0;0
2020-02-23 12:00:00;36;23;1;1;0;0;0;0
2020-02-23 12:15:00;20;29;0;4;0;0;0;0
2020-02-23 12:30:00;36;31;0;0;0;0;0;0
2020-02-23 12:45:00;23;22;1;0;0;0;0;0
2020-02-23 13:00:00;33;25;1;1;0;0;0;0
2020-02-23 13:15:00;41;32;3;2;0;0;0;0
2020-02-23 13:30:00;38;18;1;0;0;0;5;3
2020-02-23 13:45:00;24;30;3;1;0;0;0;0
2020-02-23 14:00:00;39;32;1;1;0;0;0;0
2020-02-23 14:15:00;19;30;3;2;0;0;0;0
2020-02-23 14:30:00;22;21;2;0;0;0;0;0
2020-02-23 14:45:00;23;25;3;3;0;0;0;0
2020-02-23 15:00:00;30;20;0;0;0;0;0;0
2020-02-23 15:15:00;31;36;1;1;0;0;0;0
2020-02-23 15:30:00;26;22;3;0;0;0;1;1
2020-02-23 15:45:00;26;40;1;0;0;0;1;0
2020-02-23 16:00:00;38;31;4;2;0;0;0;0
2020-02-23 16:15:00;26;32;1;1;0;0;3;0
2020-02-23 16:30:00;27;27;0;0;0;0;0;0
2020-02-23 16:45:00;19;40;0;0;0;0;0;0
2020-02-23 17:00:00;36;34;2;1;0;0;0;0
2020-02-23 17:15:00;16;29;1;0;0;0;1;1
2020-02-23 17:30:00;32;28;0;0;0;0;0;0
2020-02-23 17:45:00;22;34;1;0;0;0;0;0
2020-02-23 18:00:00;37;36;1;1;0;0;0;0
2020-02-23 18:15:00;24;17;0;2;0;0;0;0
2020-02-23 18:30:00;15;14;0;0;0;0;0;0
2020-02-23 18:45:00;21;24;1;0;0;0;0;0
2020-02-23 19:00:00;24;19;1;1;0;0;0;0
2020-02-23 19:15:00;26;19;3;0;0;0;0;0
2020-02-23 19:30:00;26;17;4;1;0;0;0;0
2020-02-23 19:45:00;27;26;4;0;0;0;0;0
2020-02-23 20:00:00;29;22;2;2;0;0;0;0
2020-02-23 20:15:00;21;20;4;2;0;0;0;0
2020-02-23 20:30:00;16;12;0;1;0;0;0;0
2020-02-23 20:45:00;13;21;2;0;0;0;0;0
2020-02-23 21:00:00;13;12;1;1;0;0;0;0
2020-02-23 21:15:00;12;14;2;1;0;0;0;0
2020-02-23 21:30:00;11;10;3;4;0;0;0;0
2020-02-23 21:45:00;14;17;0;1;0;0;0;0
2020-02-23 22:00:00;18;8;3;1;0;0;0;0
2020-02-23 22:15:00;8;5;1;1;0;0;0;0
2020-02-23 22:30:00;7;6;2;0;0;0;0;0
2020-02-23 22:45:00;8;7;1;0;0;0;0;0
2020-02-23 23:00:00;11;4;4;1;0;0;0;0
2020-02-23 23:15:00;8;12;1;0;0;0;0;0
2020-02-23 23:30:00;1;2;1;2;0;0;0;0
2020-02-23 23:45:00;8;11;2;1;0;0;0;0
