DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2020-07-17 00:00:00;4;6;13;0;0;0;6;0;0
2020-07-17 00:15:00;2;4;8;2;0;0;5;0;0
2020-07-17 00:30:00;2;3;10;2;2;2;11;0;0
2020-07-17 00:45:00;3;4;7;0;0;0;4;0;0
2020-07-17 01:00:00;1;5;9;1;0;0;3;0;0
2020-07-17 01:15:00;0;2;5;1;0;0;8;0;0
2020-07-17 01:30:00;1;2;7;1;1;0;3;0;0
2020-07-17 01:45:00;2;4;3;1;0;0;5;0;0
2020-07-17 02:00:00;0;2;4;1;0;0;1;0;0
2020-07-17 02:15:00;1;1;1;0;0;0;2;0;0
2020-07-17 02:30:00;2;3;5;1;0;0;4;0;0
2020-07-17 02:45:00;0;0;2;0;0;0;2;0;0
2020-07-17 03:00:00;0;0;2;0;0;1;2;0;0
2020-07-17 03:15:00;1;2;2;0;0;0;0;0;0
2020-07-17 03:30:00;1;2;4;0;0;0;2;0;0
2020-07-17 03:45:00;2;2;4;0;0;0;1;0;0
2020-07-17 04:00:00;1;2;2;1;0;0;1;0;0
2020-07-17 04:15:00;4;5;7;0;0;0;2;0;0
2020-07-17 04:30:00;2;4;6;0;0;1;3;0;0
2020-07-17 04:45:00;3;5;10;1;0;3;8;0;0
2020-07-17 05:00:00;6;10;22;3;3;4;26;0;0
2020-07-17 05:15:00;11;17;37;11;4;2;68;0;0
2020-07-17 05:30:00;22;14;44;9;6;8;61;0;0
2020-07-17 05:45:00;22;30;54;27;8;13;64;0;0
2020-07-17 06:00:00;23;39;55;21;6;7;24;0;0
2020-07-17 06:15:00;32;31;64;18;4;11;49;0;0
2020-07-17 06:30:00;39;38;70;15;9;12;52;0;1
2020-07-17 06:45:00;31;32;63;13;10;24;68;2;8
2020-07-17 07:00:00;35;42;71;12;9;12;66;1;2
2020-07-17 07:15:00;37;40;72;27;13;10;83;3;3
2020-07-17 07:30:00;61;53;79;28;13;10;65;2;1
2020-07-17 07:45:00;51;53;84;17;8;11;116;2;21
2020-07-17 08:00:00;57;47;83;21;7;9;71;1;9
2020-07-17 08:15:00;43;45;76;17;7;7;74;8;4
2020-07-17 08:30:00;42;45;74;16;8;5;76;1;1
2020-07-17 08:45:00;42;40;75;17;10;6;77;1;5
2020-07-17 09:00:00;19;43;49;10;6;1;57;2;2
2020-07-17 09:15:00;43;33;51;14;7;3;64;2;3
2020-07-17 09:30:00;40;40;58;18;6;1;57;8;8
2020-07-17 09:45:00;45;59;91;18;9;4;62;4;1
2020-07-17 10:00:00;40;39;54;23;16;6;58;6;6
2020-07-17 10:15:00;27;61;65;9;5;4;56;3;2
2020-07-17 10:30:00;23;60;66;24;10;4;78;7;5
2020-07-17 10:45:00;38;49;72;19;11;9;63;17;2
2020-07-17 11:00:00;43;62;82;13;5;6;76;6;5
2020-07-17 11:15:00;44;48;71;17;9;8;86;2;4
2020-07-17 11:30:00;51;63;94;18;7;5;89;5;7
2020-07-17 11:45:00;49;60;94;24;8;8;70;7;43
2020-07-17 12:00:00;53;60;82;28;15;7;75;6;5
2020-07-17 12:15:00;55;68;89;27;10;4;77;12;23
2020-07-17 12:30:00;67;77;116;29;8;1;72;2;3
2020-07-17 12:45:00;45;52;83;18;13;10;96;6;5
2020-07-17 13:00:00;65;73;110;23;8;4;102;8;17
2020-07-17 13:15:00;45;67;97;14;6;9;75;3;10
2020-07-17 13:30:00;42;55;84;28;9;7;100;12;11
2020-07-17 13:45:00;41;69;96;25;11;13;112;3;11
2020-07-17 14:00:00;53;58;106;27;8;6;120;28;7
2020-07-17 14:15:00;77;84;121;33;14;9;106;3;14
2020-07-17 14:30:00;84;109;137;45;15;5;97;8;7
2020-07-17 14:45:00;85;96;132;37;12;4;96;6;7
2020-07-17 15:00:00;62;70;119;22;12;3;93;6;8
2020-07-17 15:15:00;58;68;114;24;8;9;92;5;3
2020-07-17 15:30:00;46;45;81;27;9;4;95;40;2
2020-07-17 15:45:00;57;58;102;23;10;3;71;6;11
2020-07-17 16:00:00;50;55;96;22;8;5;97;3;3
2020-07-17 16:15:00;62;64;105;22;11;3;79;4;6
2020-07-17 16:30:00;60;51;93;22;9;6;84;1;4
2020-07-17 16:45:00;40;58;84;23;6;7;87;10;7
2020-07-17 17:00:00;63;42;82;17;7;6;83;2;12
2020-07-17 17:15:00;34;59;87;17;6;6;100;15;36
2020-07-17 17:30:00;36;49;70;20;7;1;60;14;0
2020-07-17 17:45:00;29;48;62;12;8;3;79;1;5
2020-07-17 18:00:00;41;53;73;19;8;1;80;0;3
