DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2020-05-15 00:00:00;9;0;3;0;0;0
2020-05-15 00:15:00;5;1;6;0;0;0
2020-05-15 00:30:00;5;0;2;0;0;0
2020-05-15 00:45:00;5;1;4;1;0;0
2020-05-15 01:00:00;2;0;4;0;0;0
2020-05-15 01:15:00;2;0;5;0;0;0
2020-05-15 01:30:00;2;0;3;0;0;0
2020-05-15 01:45:00;1;1;0;0;0;0
2020-05-15 02:00:00;4;0;2;0;0;0
2020-05-15 02:15:00;4;0;1;0;0;0
2020-05-15 02:30:00;0;0;0;1;0;0
2020-05-15 02:45:00;4;0;2;0;0;0
2020-05-15 03:00:00;4;0;2;1;0;0
2020-05-15 03:15:00;1;1;3;0;0;0
2020-05-15 03:30:00;0;0;1;0;0;0
2020-05-15 03:45:00;2;0;8;0;0;0
2020-05-15 04:00:00;1;0;3;0;0;0
2020-05-15 04:15:00;3;0;3;0;0;0
2020-05-15 04:30:00;4;2;4;5;0;0
2020-05-15 04:45:00;17;1;13;17;0;0
2020-05-15 05:00:00;65;5;46;10;3;0
2020-05-15 05:15:00;72;11;85;9;6;3
2020-05-15 05:30:00;52;21;121;6;12;2
2020-05-15 05:45:00;57;18;69;5;10;3
2020-05-15 06:00:00;41;9;52;8;4;0
2020-05-15 06:15:00;32;12;75;1;3;1
2020-05-15 06:30:00;43;18;109;7;8;2
2020-05-15 06:45:00;34;12;109;2;4;8
2020-05-15 07:00:00;48;7;84;0;0;5
2020-05-15 07:15:00;54;4;97;0;1;6
2020-05-15 07:30:00;66;4;88;0;1;4
2020-05-15 07:45:00;63;5;92;0;7;4
2020-05-15 08:00:00;33;6;67;1;0;0
2020-05-15 08:15:00;40;2;71;2;0;0
2020-05-15 08:30:00;50;1;55;0;1;3
2020-05-15 08:45:00;41;0;65;1;0;2
2020-05-15 09:00:00;32;3;41;1;1;0
2020-05-15 09:15:00;47;1;64;1;0;0
2020-05-15 09:30:00;38;0;57;0;1;0
2020-05-15 09:45:00;37;3;38;5;4;0
2020-05-15 10:00:00;56;1;42;5;1;0
2020-05-15 10:15:00;34;0;42;2;1;0
2020-05-15 10:30:00;55;1;41;4;0;0
2020-05-15 10:45:00;44;2;43;5;3;0
2020-05-15 11:00:00;50;3;58;2;0;0
2020-05-15 11:15:00;59;5;51;4;1;0
2020-05-15 11:30:00;57;1;40;8;1;0
2020-05-15 11:45:00;62;0;35;4;4;1
2020-05-15 12:00:00;71;3;58;18;10;19
2020-05-15 12:15:00;70;6;48;15;3;3
2020-05-15 12:30:00;96;2;63;9;1;1
2020-05-15 12:45:00;68;0;38;6;0;0
2020-05-15 13:00:00;68;3;51;8;1;3
2020-05-15 13:15:00;77;4;65;17;5;6
2020-05-15 13:30:00;110;2;110;28;8;8
2020-05-15 13:45:00;118;8;108;22;11;6
2020-05-15 14:00:00;75;11;97;10;9;7
2020-05-15 14:15:00;44;1;47;10;1;0
2020-05-15 14:30:00;106;0;54;18;5;5
2020-05-15 14:45:00;87;0;58;15;4;9
2020-05-15 15:00:00;71;2;50;22;7;4
2020-05-15 15:15:00;118;1;56;14;2;3
2020-05-15 15:30:00;92;0;43;6;2;2
2020-05-15 15:45:00;80;2;53;6;3;0
2020-05-15 16:00:00;64;1;50;12;1;1
2020-05-15 16:15:00;70;0;51;8;1;4
2020-05-15 16:30:00;75;0;40;3;0;0
2020-05-15 16:45:00;62;0;42;2;2;0
2020-05-15 17:00:00;62;2;43;4;0;0
2020-05-15 17:15:00;43;3;40;6;0;2
2020-05-15 17:30:00;20;0;15;2;0;0
2020-05-15 17:45:00;
2020-05-15 18:00:00;
2020-05-15 18:15:00;
2020-05-15 18:30:00;
2020-05-15 18:45:00;18;0;27;1;0;0
2020-05-15 19:00:00;25;0;20;0;0;0
2020-05-15 19:15:00;33;2;28;0;0;0
2020-05-15 19:30:00;29;0;25;2;0;0
2020-05-15 19:45:00;22;0;27;0;0;0
2020-05-15 20:00:00;23;0;25;0;0;0
2020-05-15 20:15:00;20;0;25;1;0;0
2020-05-15 20:30:00;18;1;26;2;0;0
2020-05-15 20:45:00;22;1;27;13;3;1
2020-05-15 21:00:00;94;1;56;13;5;1
2020-05-15 21:15:00;26;5;85;9;6;2
2020-05-15 21:30:00;20;9;62;6;3;1
2020-05-15 21:45:00;32;1;22;10;5;1
2020-05-15 22:00:00;35;3;21;7;0;0
2020-05-15 22:15:00;10;0;8;2;1;0
2020-05-15 22:30:00;6;0;9;2;0;0
2020-05-15 22:45:00;6;0;12;0;0;0
2020-05-15 23:00:00;10;0;10;0;0;0
2020-05-15 23:15:00;17;0;9;0;0;0
2020-05-15 23:30:00;7;0;11;0;0;0
2020-05-15 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
