DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2a);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC)
2020-10-24 00:00:00;14;8;12;24;0;0;0;0;0;0;0;0
2020-10-24 00:15:00;16;13;16;16;0;0;0;0;0;0;0;0
2020-10-24 00:30:00;9;6;21;15;0;0;0;0;0;0;0;0
2020-10-24 00:45:00;7;2;6;10;0;0;0;0;0;0;0;0
2020-10-24 01:00:00;15;7;8;9;0;0;0;0;0;0;0;0
2020-10-24 01:15:00;8;6;8;12;0;0;0;0;0;0;0;0
2020-10-24 01:30:00;5;8;8;6;0;0;0;0;0;0;0;0
2020-10-24 01:45:00;9;4;10;7;0;0;0;0;0;0;0;0
2020-10-24 02:00:00;3;0;5;6;0;0;0;0;0;0;0;0
2020-10-24 02:15:00;8;3;5;20;0;0;0;0;0;0;0;0
2020-10-24 02:30:00;5;2;8;11;0;0;0;0;0;0;0;0
2020-10-24 02:45:00;11;3;5;6;0;0;0;0;0;0;0;0
2020-10-24 03:00:00;10;2;2;3;0;0;0;0;0;0;0;0
2020-10-24 03:15:00;9;4;4;6;0;0;0;0;0;0;0;0
2020-10-24 03:30:00;2;2;5;6;0;0;0;0;0;0;0;0
2020-10-24 03:45:00;6;1;4;1;0;0;0;0;0;0;0;0
2020-10-24 04:00:00;7;1;4;4;0;0;0;0;0;0;0;0
2020-10-24 04:15:00;1;2;7;7;0;0;0;0;0;0;0;0
2020-10-24 04:30:00;9;2;6;10;0;0;0;0;0;0;0;0
2020-10-24 04:45:00;10;2;6;6;0;0;0;0;0;0;0;0
2020-10-24 05:00:00;6;2;3;6;0;0;0;0;0;0;0;0
2020-10-24 05:15:00;13;8;7;7;0;0;0;0;0;0;0;0
2020-10-24 05:30:00;28;14;14;21;0;0;0;0;0;0;0;0
2020-10-24 05:45:00;39;19;14;13;0;0;0;0;0;0;0;0
2020-10-24 06:00:00;19;6;12;16;0;0;0;0;0;0;0;0
2020-10-24 06:15:00;19;14;10;15;0;0;0;0;0;0;0;0
2020-10-24 06:30:00;34;11;29;30;0;0;0;0;0;0;0;0
2020-10-24 06:45:00;21;4;19;25;0;0;0;0;0;0;0;0
2020-10-24 07:00:00;31;9;23;25;0;0;0;0;0;0;0;0
2020-10-24 07:15:00;31;16;23;26;0;0;0;0;0;2;0;0
2020-10-24 07:30:00;32;18;25;31;0;0;0;0;0;0;0;0
2020-10-24 07:45:00;47;21;36;29;1;4;0;0;0;0;0;0
2020-10-24 08:00:00;43;19;19;25;0;0;0;0;0;1;0;0
2020-10-24 08:15:00;42;20;40;30;0;3;0;0;2;3;0;0
2020-10-24 08:30:00;53;27;29;44;0;0;0;0;0;0;0;0
2020-10-24 08:45:00;77;60;42;64;1;0;0;0;0;1;0;0
2020-10-24 09:00:00;79;35;26;55;0;0;0;0;2;0;0;0
2020-10-24 09:15:00;77;54;54;82;0;1;0;0;0;0;0;0
2020-10-24 09:30:00;97;70;70;97;1;0;2;0;0;1;0;0
2020-10-24 09:45:00;118;64;58;62;6;0;0;0;1;0;0;0
2020-10-24 10:00:00;98;66;63;71;0;0;0;0;0;0;0;0
2020-10-24 10:15:00;104;77;71;86;1;0;0;0;1;0;0;0
2020-10-24 10:30:00;119;92;78;99;0;1;0;0;3;0;0;0
2020-10-24 10:45:00;132;81;90;131;4;6;0;0;3;7;0;0
2020-10-24 11:00:00;101;69;63;99;8;6;0;0;4;5;0;0
2020-10-24 11:15:00;137;83;81;112;3;2;0;0;2;0;0;0
2020-10-24 11:30:00;129;119;99;149;17;3;0;0;2;1;0;0
2020-10-24 11:45:00;133;84;91;129;0;2;0;0;0;3;0;0
2020-10-24 12:00:00;99;61;91;102;0;6;0;0;3;0;0;0
2020-10-24 12:15:00;137;101;96;133;4;18;2;0;8;11;0;0
2020-10-24 12:30:00;128;87;105;141;12;16;0;0;19;8;0;3
2020-10-24 12:45:00;120;95;104;132;1;0;0;0;0;1;0;0
2020-10-24 13:00:00;127;100;95;132;0;4;0;0;10;1;0;0
2020-10-24 13:15:00;159;126;100;138;5;2;0;0;4;6;0;0
2020-10-24 13:30:00;135;92;106;141;0;0;0;0;2;3;0;0
2020-10-24 13:45:00;164;121;111;167;2;2;0;0;6;3;0;0
2020-10-24 14:00:00;154;99;99;123;0;0;0;0;9;0;0;0
2020-10-24 14:15:00;135;126;108;172;6;7;0;1;2;11;1;0
2020-10-24 14:30:00;141;102;101;157;5;1;0;0;4;13;0;0
2020-10-24 14:45:00;151;107;111;149;2;0;0;0;3;1;1;0
2020-10-24 15:00:00;118;112;97;160;0;7;0;0;12;0;0;0
