DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(TAFGA);10(TAFBA);11(TAFGB);12(TAFBB);13(TAFBC)
2019-10-29 00:00:00;0;6;3;9;5;0;0;0;0;0;0;0;0
2019-10-29 00:15:00;0;10;1;10;10;1;0;0;0;0;0;0;0
2019-10-29 00:30:00;1;12;7;6;4;0;0;0;0;0;0;0;0
2019-10-29 00:45:00;0;7;3;9;7;0;0;0;0;0;0;0;0
2019-10-29 01:00:00;0;7;4;6;4;0;0;0;0;0;0;0;0
2019-10-29 01:15:00;0;10;1;9;3;0;0;0;0;0;0;0;0
2019-10-29 01:30:00;0;12;3;8;2;0;0;0;0;0;0;0;0
2019-10-29 01:45:00;0;8;5;6;1;0;0;0;0;0;0;0;0
2019-10-29 02:00:00;0;8;0;9;4;0;0;0;0;0;0;0;0
2019-10-29 02:15:00;0;12;3;7;3;1;0;1;0;0;0;0;0
2019-10-29 02:30:00;0;4;1;13;3;0;0;0;0;0;0;0;0
2019-10-29 02:45:00;0;8;0;9;2;0;0;1;0;0;0;0;0
2019-10-29 03:00:00;0;11;1;11;3;0;0;0;0;0;0;0;0
2019-10-29 03:15:00;1;12;0;9;4;0;0;1;0;0;0;0;0
2019-10-29 03:30:00;1;8;2;8;4;1;0;0;0;0;0;0;0
2019-10-29 03:45:00;1;12;3;14;6;1;1;1;0;0;0;0;0
2019-10-29 04:00:00;0;14;4;8;5;0;0;0;0;0;0;0;0
2019-10-29 04:15:00;1;19;6;17;7;0;0;0;0;0;0;0;0
2019-10-29 04:30:00;3;17;5;21;5;0;2;2;0;0;0;0;0
2019-10-29 04:45:00;0;22;10;40;26;1;0;1;0;0;0;0;0
2019-10-29 05:00:00;0;36;15;109;59;2;0;2;0;0;0;0;0
2019-10-29 05:15:00;0;52;37;129;123;0;1;1;0;0;0;0;0
2019-10-29 05:30:00;8;55;49;132;117;4;1;2;0;0;0;0;0
2019-10-29 05:45:00;18;89;78;130;126;6;2;1;0;0;0;0;0
2019-10-29 06:00:00;3;100;107;125;137;10;7;10;0;0;0;0;0
2019-10-29 06:15:00;9;89;69;171;186;8;9;9;0;0;0;0;0
2019-10-29 06:30:00;13;93;89;163;163;13;6;11;0;0;2;0;0
2019-10-29 06:45:00;9;74;64;110;140;11;12;11;0;0;2;0;0
2019-10-29 07:00:00;17;68;58;114;151;28;4;6;0;0;2;0;0
2019-10-29 07:15:00;21;67;82;94;138;32;16;7;0;0;3;0;0
2019-10-29 07:30:00;24;91;79;95;108;18;9;14;2;0;0;0;0
2019-10-29 07:45:00;42;74;92;97;106;49;14;14;2;0;8;0;0
2019-10-29 08:00:00;30;70;59;95;92;33;8;14;3;0;2;0;0
