DATUM;1(RES1);2(DE1);3(DE2);4(DH1);5(DH2);6(DDL1);7(DDL2);8(DAL1);9(RES2);10(DBR1);11(DBR2)
2019-10-05 00:00:00;19;21;21;25;16;2;3;9;0;1;3
2019-10-05 00:15:00;46;53;31;27;19;6;2;3;0;1;3
2019-10-05 00:30:00;24;30;22;33;20;7;2;5;0;3;6
2019-10-05 00:45:00;27;38;28;22;21;5;3;10;0;7;2
2019-10-05 01:00:00;18;23;16;15;9;2;4;8;0;1;4
2019-10-05 01:15:00;13;19;12;21;14;3;0;4;0;2;1
2019-10-05 01:30:00;16;20;8;9;9;2;3;5;0;1;2
2019-10-05 01:45:00;20;24;22;22;4;0;1;2;0;2;3
2019-10-05 02:00:00;12;15;8;10;6;3;2;4;0;2;1
2019-10-05 02:15:00;20;27;15;13;7;4;1;2;0;1;1
2019-10-05 02:30:00;7;10;7;11;8;1;0;4;0;1;3
2019-10-05 02:45:00;8;9;8;7;3;1;0;2;0;2;0
2019-10-05 03:00:00;9;12;2;11;6;3;2;3;0;5;5
2019-10-05 03:15:00;16;18;16;13;7;2;1;2;0;1;0
2019-10-05 03:30:00;3;7;7;13;6;2;2;1;0;3;1
2019-10-05 03:45:00;6;9;6;8;3;2;1;0;0;2;1
2019-10-05 04:00:00;11;14;7;17;6;3;1;4;0;1;0
2019-10-05 04:15:00;11;12;10;5;6;0;0;2;0;1;0
2019-10-05 04:30:00;12;12;11;6;2;1;0;3;0;2;1
2019-10-05 04:45:00;19;22;15;9;9;5;1;2;0;1;2
2019-10-05 05:00:00;11;16;11;9;4;1;1;2;0;1;1
2019-10-05 05:15:00;17;23;15;10;5;3;1;6;0;4;2
2019-10-05 05:30:00;30;32;22;25;19;10;1;5;0;9;7
2019-10-05 05:45:00;23;27;20;13;16;4;1;7;0;2;3
2019-10-05 06:00:00;32;34;20;22;18;7;2;6;0;5;3
2019-10-05 06:15:00;21;30;18;26;18;7;3;9;0;6;6
2019-10-05 06:30:00;31;34;19;22;24;13;7;5;0;3;4
2019-10-05 06:45:00;21;33;20;16;12;3;3;11;0;6;9
2019-10-05 07:00:00;31;40;15;27;20;10;5;6;0;7;8
2019-10-05 07:15:00;36;48;26;28;20;15;2;5;0;7;9
2019-10-05 07:30:00;57;63;39;45;21;28;4;9;0;8;9
2019-10-05 07:45:00;43;59;40;37;37;24;7;18;0;12;14
2019-10-05 08:00:00;47;63;40;43;32;14;6;16;0;4;10
2019-10-05 08:15:00;63;87;66;50;40;12;14;38;0;16;13
2019-10-05 08:30:00;52;70;51;67;40;17;6;21;0;11;18
2019-10-05 08:45:00;80;93;56;61;49;21;10;38;0;21;24
2019-10-05 09:00:00;87;109;61;53;75;21;6;23;0;15;21
2019-10-05 09:15:00;76;82;57;53;53;20;7;24;0;10;12
2019-10-05 09:30:00;98;133;87;102;94;23;16;23;0;28;27
2019-10-05 09:45:00;121;147;114;93;77;37;8;35;0;34;28
2019-10-05 10:00:00;112;147;98;87;93;25;7;39;0;21;30
2019-10-05 10:15:00;130;163;98;115;81;23;10;41;0;27;28
2019-10-05 10:30:00;118;147;109;98;95;37;24;45;0;26;24
2019-10-05 10:45:00;106;135;85;119;94;22;9;47;0;28;22
2019-10-05 11:00:00;126;164;106;118;97;16;11;43;0;27;20
2019-10-05 11:15:00;135;152;88;137;98;26;17;53;0;25;26
2019-10-05 11:30:00;103;134;105;130;111;29;9;48;0;20;22
2019-10-05 11:45:00;106;144;109;127;103;36;16;58;0;30;26
2019-10-05 12:00:00;117;157;108;125;103;24;10;56;0;27;37
2019-10-05 12:15:00;120;150;120;115;102;32;14;49;0;30;24
2019-10-05 12:30:00;94;134;105;120;87;26;15;43;0;32;19
2019-10-05 12:45:00;104;142;112;127;96;26;9;55;0;22;18
2019-10-05 13:00:00;130;155;118;142;132;30;13;55;0;23;21
2019-10-05 13:15:00;127;172;115;113;88;35;19;52;0;21;18
2019-10-05 13:30:00;134;164;118;134;104;27;26;42;0;21;25
2019-10-05 13:45:00;122;157;103;125;111;40;35;44;0;23;19
2019-10-05 14:00:00;116;144;124;138;95;17;10;48;0;25;17
2019-10-05 14:15:00;136;172;138;112;95;29;17;53;0;33;26
2019-10-05 14:30:00;118;149;113;141;112;30;15;36;0;36;26
2019-10-05 14:45:00;124;157;127;135;98;31;26;66;0;30;27
2019-10-05 15:00:00;121;161;125;129;94;42;11;39;0;29;28
2019-10-05 15:15:00;131;168;111;131;98;24;9;54;0;38;33
2019-10-05 15:30:00;104;145;104;119;79;26;14;38;0;30;24
2019-10-05 15:45:00;109;148;101;121;107;22;11;40;0;29;30
2019-10-05 16:00:00;122;155;123;120;78;18;13;36;0;36;23
2019-10-05 16:15:00;118;146;114;116;81;20;9;51;0;25;19
2019-10-05 16:30:00;116;158;112;132;98;16;27;44;0;24;21
2019-10-05 16:45:00;99;142;88;110;100;22;24;47;0;16;21
2019-10-05 17:00:00;92;125;93;116;89;25;17;27;0;25;24
2019-10-05 17:15:00;97;132;90;105;88;20;8;42;0;13;13
2019-10-05 17:30:00;124;156;103;124;95;19;13;58;0;26;33
2019-10-05 17:45:00;107;139;99;117;86;24;36;57;0;27;22
2019-10-05 18:00:00;98;131;84;105;78;24;14;37;0;26;23
2019-10-05 18:15:00;106;141;105;91;69;22;13;43;0;33;28
2019-10-05 18:30:00;90;124;85;113;68;25;7;40;0;26;23
2019-10-05 18:45:00;91;129;96;104;83;62;16;56;0;27;24
2019-10-05 19:00:00;84;124;91;107;84;64;14;54;0;16;18
2019-10-05 19:15:00;86;119;86;132;92;19;46;43;0;18;17
2019-10-05 19:30:00;79;113;79;103;73;33;11;43;0;22;17
2019-10-05 19:45:00;63;97;56;86;76;20;17;41;0;16;12
2019-10-05 20:00:00;88;121;75;103;84;22;10;40;0;18;19
2019-10-05 20:15:00;62;104;63;83;61;17;11;32;0;15;19
2019-10-05 20:30:00;70;89;44;66;42;22;9;35;0;17;14
2019-10-05 20:45:00;40;61;39;79;47;13;7;24;0;19;7
2019-10-05 21:00:00;56;76;46;55;46;15;2;20;0;16;8
2019-10-05 21:15:00;63;79;45;56;38;8;4;16;0;6;5
2019-10-05 21:30:00;73;87;49;53;31;12;5;18;0;9;6
2019-10-05 21:45:00;49;79;61;49;43;24;5;22;0;12;13
2019-10-05 22:00:00;57;83;48;80;43;22;3;31;0;8;7
2019-10-05 22:15:00;53;75;42;60;43;11;6;18;0;16;9
2019-10-05 22:30:00;44;73;37;51;31;10;4;17;0;6;7
2019-10-05 22:45:00;32;47;30;45;36;6;51;14;0;10;10
2019-10-05 23:00:00;40;54;28;43;24;2;4;18;0;11;10
2019-10-05 23:15:00;51;66;32;42;25;5;5;16;0;13;11
2019-10-05 23:30:00;36;58;28;34;23;17;6;21;0;10;4
2019-10-05 23:45:00;41;52;30;43;26;3;4;15;0;11;7
