DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2019-12-08 00:00:00;19;10;7;0;21;6;0
2019-12-08 00:15:00;12;8;9;5;19;5;0
2019-12-08 00:30:00;11;6;5;2;16;11;0
2019-12-08 00:45:00;13;4;3;1;21;9;0
2019-12-08 01:00:00;10;9;6;1;19;10;0
2019-12-08 01:15:00;10;2;3;3;18;9;0
2019-12-08 01:30:00;12;8;5;1;11;5;0
2019-12-08 01:45:00;12;9;7;1;19;9;0
2019-12-08 02:00:00;10;4;2;0;11;4;0
2019-12-08 02:15:00;8;7;3;0;7;6;0
2019-12-08 02:30:00;6;5;3;6;5;6;0
2019-12-08 02:45:00;9;8;6;1;8;4;0
2019-12-08 03:00:00;9;5;5;3;4;0;0
2019-12-08 03:15:00;6;2;2;3;8;5;0
2019-12-08 03:30:00;12;5;5;1;8;8;0
2019-12-08 03:45:00;7;6;4;1;8;2;0
2019-12-08 04:00:00;7;3;2;0;7;4;0
2019-12-08 04:15:00;9;4;4;3;4;2;0
2019-12-08 04:30:00;10;6;4;1;2;2;0
2019-12-08 04:45:00;6;4;4;0;5;3;0
2019-12-08 05:00:00;14;7;3;1;3;5;0
2019-12-08 05:15:00;19;10;8;1;11;3;0
2019-12-08 05:30:00;13;8;4;2;5;3;0
2019-12-08 05:45:00;8;5;3;0;6;3;0
2019-12-08 06:00:00;6;6;6;1;5;3;0
2019-12-08 06:15:00;10;4;4;2;5;5;0
2019-12-08 06:30:00;5;6;4;1;4;3;0
2019-12-08 06:45:00;4;3;3;2;6;0;0
2019-12-08 07:00:00;9;6;6;1;4;5;0
2019-12-08 07:15:00;7;4;4;0;2;1;0
2019-12-08 07:30:00;6;3;3;3;6;3;0
2019-12-08 07:45:00;13;4;2;8;9;7;0
2019-12-08 08:00:00;11;5;5;4;9;4;0
2019-12-08 08:15:00;22;9;5;11;11;9;0
2019-12-08 08:30:00;23;8;4;3;16;15;0
2019-12-08 08:45:00;31;18;13;8;23;12;0
2019-12-08 09:00:00;28;13;10;5;24;11;0
2019-12-08 09:15:00;37;16;14;10;28;16;0
2019-12-08 09:30:00;31;12;9;8;28;9;0
2019-12-08 09:45:00;49;24;25;5;29;33;0
2019-12-08 10:00:00;41;23;17;7;31;27;0
2019-12-08 10:15:00;42;17;11;7;42;21;0
2019-12-08 10:30:00;35;26;18;4;40;24;0
2019-12-08 10:45:00;51;30;17;10;48;31;0
2019-12-08 11:00:00;40;15;10;9;41;31;0
2019-12-08 11:15:00;36;14;9;10;45;33;0
2019-12-08 11:30:00;44;21;15;15;42;20;0
2019-12-08 11:45:00;46;28;21;10;54;45;0
2019-12-08 12:00:00;45;20;15;6;54;35;0
2019-12-08 12:15:00;52;23;22;18;40;36;0
2019-12-08 12:30:00;53;29;22;8;35;19;0
2019-12-08 12:45:00;64;34;24;19;46;30;6
2019-12-08 13:00:00;74;32;28;13;45;32;0
2019-12-08 13:15:00;65;19;17;14;55;30;0
2019-12-08 13:30:00;64;25;19;13;46;36;0
2019-12-08 13:45:00;69;38;31;12;57;51;0
2019-12-08 14:00:00;65;36;28;9;43;36;0
2019-12-08 14:15:00;64;33;29;13;65;39;0
2019-12-08 14:30:00;59;30;21;9;55;33;0
2019-12-08 14:45:00;58;30;24;17;57;43;0
2019-12-08 15:00:00;65;32;28;20;53;38;1
2019-12-08 15:15:00;84;36;28;26;54;18;0
2019-12-08 15:30:00;74;33;20;11;58;27;0
2019-12-08 15:45:00;83;44;30;11;78;35;0
2019-12-08 16:00:00;59;30;16;13;44;16;0
2019-12-08 16:15:00;56;25;10;19;58;43;0
2019-12-08 16:30:00;65;32;19;8;49;20;0
2019-12-08 16:45:00;64;29;24;7;77;33;0
2019-12-08 17:00:00;49;32;23;8;56;20;0
2019-12-08 17:15:00;75;28;22;10;71;34;0
2019-12-08 17:30:00;51;29;22;7;69;21;0
2019-12-08 17:45:00;55;26;19;16;56;23;0
2019-12-08 18:00:00;60;29;22;12;49;14;0
2019-12-08 18:15:00;54;32;25;8;48;15;0
2019-12-08 18:30:00;44;24;22;7;34;15;0
2019-12-08 18:45:00;64;36;21;8;41;23;0
2019-12-08 19:00:00;49;30;22;10;43;21;0
2019-12-08 19:15:00;52;31;20;7;43;16;0
2019-12-08 19:30:00;47;18;15;3;40;18;0
2019-12-08 19:45:00;32;19;16;3;37;17;0
2019-12-08 20:00:00;43;22;16;6;35;12;0
2019-12-08 20:15:00;37;7;8;7;39;10;0
2019-12-08 20:30:00;29;16;13;6;24;7;0
2019-12-08 20:45:00;23;19;13;5;25;11;0
2019-12-08 21:00:00;21;10;6;6;25;10;0
2019-12-08 21:15:00;28;13;7;8;29;16;0
2019-12-08 21:30:00;17;7;5;3;15;13;0
2019-12-08 21:45:00;11;9;6;4;21;10;0
2019-12-08 22:00:00;14;11;9;3;12;10;0
2019-12-08 22:15:00;10;7;6;3;14;3;0
2019-12-08 22:30:00;8;4;0;2;11;6;0
2019-12-08 22:45:00;12;5;3;2;18;6;0
2019-12-08 23:00:00;5;4;1;4;11;3;0
2019-12-08 23:15:00;7;2;2;1;9;5;0
2019-12-08 23:30:00;6;2;1;0;6;2;0
2019-12-08 23:45:00;6;5;2;0;8;4;0
