DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2020-04-09 00:00:00;2;1;1;1;2;1;1;0;3;0;0;0
2020-04-09 00:15:00;2;2;0;0;1;0;3;2;1;2;0;0
2020-04-09 00:30:00;1;0;0;0;1;3;3;1;0;0;0;0
2020-04-09 00:45:00;5;4;2;0;1;4;6;6;0;2;0;0
2020-04-09 01:00:00;4;1;0;2;2;7;6;2;3;2;0;0
2020-04-09 01:15:00;2;4;1;1;1;0;5;2;0;0;0;0
2020-04-09 01:30:00;1;2;0;1;1;2;3;3;1;0;0;0
2020-04-09 01:45:00;1;3;0;0;0;4;3;2;3;2;0;0
2020-04-09 02:00:00;1;1;0;0;0;1;2;0;0;0;0;0
2020-04-09 02:15:00;3;4;1;0;0;2;3;3;0;1;0;0
2020-04-09 02:30:00;1;0;0;0;0;1;1;1;2;2;0;0
2020-04-09 02:45:00;4;2;1;1;0;1;0;0;4;2;0;0
2020-04-09 03:00:00;3;2;1;1;2;1;1;2;4;4;0;0
2020-04-09 03:15:00;3;0;0;0;0;0;1;1;0;0;0;0
2020-04-09 03:30:00;1;0;0;0;0;0;1;1;0;0;0;0
2020-04-09 03:45:00;3;1;0;0;0;1;1;1;1;0;0;0
2020-04-09 04:00:00;1;1;0;1;1;2;2;1;2;2;0;0
2020-04-09 04:15:00;5;2;0;1;0;4;4;2;3;1;0;0
2020-04-09 04:30:00;5;2;0;0;0;3;3;2;4;4;0;0
2020-04-09 04:45:00;7;3;1;1;3;7;8;5;8;2;0;0
2020-04-09 05:00:00;10;3;0;3;4;9;8;2;11;4;0;0
2020-04-09 05:15:00;34;12;0;7;6;16;8;3;15;7;0;0
2020-04-09 05:30:00;32;17;2;5;7;26;27;9;28;7;0;0
2020-04-09 05:45:00;33;17;2;5;9;48;36;11;39;6;0;2
2020-04-09 06:00:00;27;16;2;8;11;42;39;19;34;8;3;3
2020-04-09 06:15:00;39;9;2;6;4;44;50;34;26;9;1;41
2020-04-09 06:30:00;46;22;0;6;9;66;78;36;54;15;3;3
2020-04-09 06:45:00;47;38;1;11;14;79;88;46;53;10;2;3
2020-04-09 07:00:00;38;26;3;10;10;69;78;43;35;9;0;1
2020-04-09 07:15:00;45;26;5;9;16;79;80;51;47;18;1;0
2020-04-09 07:30:00;44;24;2;5;13;81;84;52;69;19;2;6
2020-04-09 07:45:00;49;23;3;12;14;78;75;67;52;21;1;10
2020-04-09 08:00:00;41;24;1;3;3;65;69;42;44;20;1;0
2020-04-09 08:15:00;38;22;4;9;9;54;51;42;49;9;1;2
2020-04-09 08:30:00;46;27;2;5;5;43;39;30;42;11;3;1
2020-04-09 08:45:00;45;17;5;6;6;50;50;40;37;10;1;4
2020-04-09 09:00:00;43;25;3;8;10;58;57;44;46;19;1;0
2020-04-09 09:15:00;46;23;3;5;5;49;58;34;60;16;3;6
2020-04-09 09:30:00;33;25;2;10;11;48;60;43;35;10;4;15
2020-04-09 09:45:00;44;33;6;10;13;51;70;42;55;6;2;1
2020-04-09 10:00:00;53;20;4;10;10;54;56;41;60;19;2;14
2020-04-09 10:15:00;47;33;6;12;17;40;46;28;49;25;6;4
2020-04-09 10:30:00;41;20;5;9;14;48;67;45;60;17;1;0
2020-04-09 10:45:00;65;34;2;8;6;53;69;51;36;15;9;1
2020-04-09 11:00:00;51;28;7;10;12;58;60;48;57;17;3;3
2020-04-09 11:15:00;57;44;4;16;16;55;58;50;55;18;2;4
2020-04-09 11:30:00;48;31;1;11;6;49;52;34;45;11;0;5
2020-04-09 11:45:00;56;43;7;7;8;53;64;44;36;13;4;1
2020-04-09 12:00:00;59;43;6;12;15;36;59;44;63;22;6;0
2020-04-09 12:15:00;49;37;6;15;16;50;60;44;47;13;2;7
2020-04-09 12:30:00;66;43;3;11;16;50;64;42;53;13;5;2
2020-04-09 12:45:00;65;52;9;12;18;58;57;39;55;28;2;2
2020-04-09 13:00:00;69;45;3;15;14;54;56;34;63;22;7;1
2020-04-09 13:15:00;58;44;6;15;13;62;76;59;57;20;3;3
2020-04-09 13:30:00;79;45;4;10;10;58;71;47;57;13;3;1
2020-04-09 13:45:00;65;39;10;10;16;66;77;53;61;20;1;5
2020-04-09 14:00:00;64;29;4;10;12;57;63;44;71;15;1;4
2020-04-09 14:15:00;71;46;6;18;14;51;60;57;67;20;5;6
2020-04-09 14:30:00;65;37;5;13;16;54;61;50;61;18;3;6
2020-04-09 14:45:00;77;61;3;15;18;56;75;49;70;17;5;33
2020-04-09 15:00:00;90;38;8;6;12;57;63;59;67;17;1;6
2020-04-09 15:15:00;66;39;6;17;15;58;63;49;52;20;1;0
2020-04-09 15:30:00;73;46;5;17;16;62;54;45;70;19;3;2
2020-04-09 15:45:00;85;45;12;20;18;64;68;50;72;11;5;17
2020-04-09 16:00:00;91;59;7;18;12;64;60;54;61;14;8;49
2020-04-09 16:15:00;102;61;11;23;22;67;57;60;68;23;4;0
2020-04-09 16:30:00;77;42;8;20;19;84;66;64;83;15;4;5
2020-04-09 16:45:00;82;45;4;16;14;71;74;60;72;24;7;14
