DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DC1);8(DC2);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC)
2020-05-29 00:00:00;18;2;3;2;1;1;0;12;0;0;0;0;0
2020-05-29 00:15:00;9;4;6;2;0;0;0;12;0;0;0;0;0
2020-05-29 00:30:00;12;5;8;4;0;1;1;24;0;0;0;0;0
2020-05-29 00:45:00;7;3;4;2;0;0;0;4;0;0;0;0;0
2020-05-29 01:00:00;9;3;3;2;3;2;1;11;0;0;0;0;0
2020-05-29 01:15:00;7;4;4;1;0;0;0;10;0;0;0;0;0
2020-05-29 01:30:00;9;2;3;1;0;0;1;5;0;0;0;0;0
2020-05-29 01:45:00;9;2;2;1;2;2;0;3;0;0;0;0;0
2020-05-29 02:00:00;7;2;3;3;0;0;0;4;0;0;0;0;0
2020-05-29 02:15:00;5;2;4;2;0;0;0;5;0;0;0;0;0
2020-05-29 02:30:00;10;4;5;2;0;0;1;8;0;0;0;0;0
2020-05-29 02:45:00;10;3;2;1;0;0;0;4;0;0;0;0;0
2020-05-29 03:00:00;4;0;2;0;0;0;1;7;0;0;0;0;0
2020-05-29 03:15:00;6;4;3;3;0;0;0;4;0;0;0;0;0
2020-05-29 03:30:00;4;0;0;0;0;0;0;4;0;0;0;0;0
2020-05-29 03:45:00;5;4;4;2;0;0;1;4;0;0;0;0;0
2020-05-29 04:00:00;6;2;4;3;0;0;3;6;0;0;0;0;0
2020-05-29 04:15:00;13;1;1;1;1;1;0;4;0;0;0;0;0
2020-05-29 04:30:00;5;5;4;1;1;1;2;12;0;0;0;0;0
2020-05-29 04:45:00;13;4;4;1;1;1;0;11;0;0;0;0;0
2020-05-29 05:00:00;17;5;7;1;2;2;6;28;0;0;0;0;0
2020-05-29 05:15:00;27;15;17;9;5;5;4;35;0;0;0;0;0
2020-05-29 05:30:00;53;14;18;9;10;10;6;74;0;0;0;0;0
2020-05-29 05:45:00;46;15;21;7;7;5;7;61;0;0;0;0;0
2020-05-29 06:00:00;50;12;21;9;6;6;2;72;0;0;0;0;0
2020-05-29 06:15:00;82;10;16;6;3;3;7;79;0;0;0;0;0
2020-05-29 06:30:00;107;8;20;7;12;15;14;135;0;0;0;0;0
2020-05-29 06:45:00;92;18;27;18;13;13;10;132;0;2;0;0;0
2020-05-29 07:00:00;120;13;17;12;12;14;15;141;1;1;0;0;0
2020-05-29 07:15:00;142;23;29;26;12;14;18;133;0;1;0;0;0
2020-05-29 07:30:00;157;20;26;20;16;18;10;193;1;2;0;0;0
2020-05-29 08:00:00;114;17;28;17;25;28;1;134;3;0;0;0;0
2020-05-29 08:15:00;131;17;22;15;24;35;0;145;0;3;0;0;0
2020-05-29 08:30:00;139;18;28;21;24;24;12;137;1;0;0;0;0
2020-05-29 08:45:00;132;24;26;20;22;24;22;154;2;1;0;0;0
2020-05-29 09:00:00;127;17;25;15;27;28;9;168;1;1;0;0;0
2020-05-29 09:15:00;147;21;32;17;27;28;20;163;2;0;0;0;0
2020-05-29 09:30:00;157;22;21;14;29;34;14;172;2;1;0;0;0
2020-05-29 09:45:00;150;17;24;14;22;26;15;203;0;1;0;0;0
2020-05-29 10:00:00;150;31;31;30;21;22;13;156;3;0;0;0;0
2020-05-29 10:15:00;151;25;30;24;26;25;23;194;5;0;0;0;0
2020-05-29 10:30:00;168;23;29;22;39;39;32;198;4;5;0;0;0
2020-05-29 10:45:00;193;24;26;28;19;38;36;189;7;1;0;0;0
2020-05-29 11:00:00;176;20;29;21;40;37;13;255;7;0;0;0;0
2020-05-29 11:15:00;186;24;28;20;33;35;23;177;4;0;0;0;0
2020-05-29 11:30:00;183;28;34;28;42;40;22;204;6;1;0;0;0
2020-05-29 11:45:00;164;29;35;28;47;53;21;176;2;0;0;0;0
2020-05-29 12:00:00;164;16;20;17;31;32;15;170;1;2;0;0;0
2020-05-29 12:15:00;186;16;22;15;26;30;19;221;2;3;0;0;0
2020-05-29 12:30:00;191;22;29;25;8;25;15;206;3;0;0;0;0
2020-05-29 12:45:00;171;20;22;15;1;26;24;207;1;0;0;0;0
