DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-05-22 00:00:00;6;6;0;0;15;8;2;14;7;0;0
2020-05-22 00:15:00;9;9;0;0;21;3;0;19;5;0;0
2020-05-22 00:30:00;8;5;0;0;14;7;0;12;8;0;0
2020-05-22 00:45:00;10;9;1;0;5;6;1;6;7;0;0
2020-05-22 01:00:00;6;4;0;0;5;5;0;4;5;0;0
2020-05-22 01:15:00;1;4;0;0;3;3;0;2;4;0;0
2020-05-22 01:30:00;2;3;0;0;2;2;0;3;4;0;0
2020-05-22 01:45:00;9;9;4;0;7;3;1;5;4;0;0
2020-05-22 02:00:00;5;6;0;0;4;3;0;5;4;0;0
2020-05-22 02:15:00;2;7;0;1;4;7;0;2;6;0;0
2020-05-22 02:30:00;8;5;0;0;2;1;0;2;2;0;0
2020-05-22 02:45:00;7;4;0;0;3;2;0;3;2;0;0
2020-05-22 03:00:00;5;5;0;0;1;2;0;1;2;0;0
2020-05-22 03:15:00;4;2;0;0;4;4;1;5;4;0;0
2020-05-22 03:30:00;7;3;0;0;6;3;0;7;6;0;0
2020-05-22 03:45:00;3;4;0;0;10;7;1;7;6;0;0
2020-05-22 04:00:00;5;2;0;0;5;2;0;4;3;0;0
2020-05-22 04:15:00;4;4;0;0;6;4;1;7;7;0;0
2020-05-22 04:30:00;14;12;0;0;8;1;0;9;1;0;0
2020-05-22 04:45:00;12;10;0;0;7;3;2;8;5;0;0
2020-05-22 05:00:00;24;16;2;0;13;5;0;14;6;0;0
2020-05-22 05:15:00;16;14;2;0;10;7;0;12;8;0;0
2020-05-22 05:30:00;30;34;2;0;24;11;0;22;16;0;0
2020-05-22 05:45:00;28;25;5;1;22;17;2;23;18;0;0
2020-05-22 06:00:00;24;24;2;4;23;17;1;22;21;0;0
2020-05-22 06:15:00;28;25;0;1;30;24;2;28;22;0;0
2020-05-22 06:30:00;39;39;5;0;28;23;0;27;29;0;0
2020-05-22 06:45:00;36;42;3;1;40;38;3;42;43;0;0
2020-05-22 07:00:00;46;46;5;3;57;70;2;53;76;0;0
2020-05-22 07:15:00;57;61;3;2;69;75;3;76;89;4;0
2020-05-22 07:30:00;54;53;8;1;59;68;5;60;69;1;15
2020-05-22 07:45:00;55;81;6;1;62;57;3;62;63;4;4
2020-05-22 08:00:00;68;86;3;1;60;52;4;58;57;0;1
2020-05-22 08:15:00;55;80;1;1;76;73;6;74;82;2;2
2020-05-22 08:30:00;65;85;4;1;69;59;7;73;63;5;13
