DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(TAFGA);10(TAFBA);11(TAFGB);12(TAFBB);13(TAFBC)
2019-12-13 00:00:00;0;11;3;14;9;1;0;0;0;0;0;0;0
2019-12-13 00:15:00;1;15;6;17;10;2;2;1;0;0;0;0;0
2019-12-13 00:30:00;0;12;2;14;11;0;0;0;0;0;0;0;0
2019-12-13 00:45:00;1;8;5;6;6;0;0;0;0;0;0;0;0
2019-12-13 01:00:00;0;12;4;8;6;0;2;2;0;0;0;0;0
2019-12-13 01:15:00;0;13;3;12;7;0;0;0;0;0;0;0;0
2019-12-13 01:30:00;0;10;0;12;1;0;0;0;0;0;0;0;0
2019-12-13 01:45:00;0;11;0;8;2;0;0;0;0;0;0;0;0
2019-12-13 02:00:00;1;11;0;3;1;0;1;2;0;0;0;0;0
2019-12-13 02:15:00;0;13;2;9;5;0;0;0;0;0;0;0;0
2019-12-13 02:30:00;0;10;1;9;3;1;0;0;0;0;0;0;0
2019-12-13 02:45:00;2;8;4;3;4;0;0;1;0;0;0;0;0
2019-12-13 03:00:00;0;5;0;4;4;0;0;0;0;0;0;0;0
2019-12-13 03:15:00;0;9;3;7;1;0;1;1;0;0;0;0;0
2019-12-13 03:30:00;0;5;2;8;3;0;0;0;0;0;0;0;0
2019-12-13 03:45:00;0;8;1;9;2;0;0;0;0;0;0;0;0
2019-12-13 04:00:00;1;13;4;6;2;1;0;1;0;0;0;0;0
2019-12-13 04:15:00;0;7;7;17;5;1;0;0;0;0;0;0;0
2019-12-13 04:30:00;3;15;2;10;4;2;1;2;0;0;0;0;0
2019-12-13 04:45:00;0;20;10;35;20;1;1;1;0;0;0;0;0
2019-12-13 05:00:00;0;27;10;80;56;0;1;2;0;0;0;0;0
2019-12-13 05:15:00;0;42;31;107;89;1;0;1;0;0;0;0;0
2019-12-13 05:30:00;7;50;46;111;107;3;3;4;0;0;0;0;0
