DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2019-08-22 00:00:00;2;10;9;3;0;1;11;0;0
2019-08-22 00:15:00;1;6;9;0;1;0;5;0;0
2019-08-22 00:30:00;2;7;8;0;0;0;5;0;0
2019-08-22 00:45:00;2;3;6;1;0;0;5;0;0
2019-08-22 01:00:00;0;4;4;1;0;0;3;0;0
2019-08-22 01:15:00;2;5;9;0;0;0;6;0;0
2019-08-22 01:30:00;2;8;7;1;1;1;4;0;0
2019-08-22 01:45:00;2;1;4;0;0;0;5;0;0
2019-08-22 02:00:00;0;1;2;0;0;0;1;0;0
2019-08-22 02:15:00;1;1;1;0;0;0;0;0;0
2019-08-22 02:30:00;1;5;5;0;0;0;0;0;0
2019-08-22 02:45:00;0;3;4;0;0;0;2;0;0
2019-08-22 03:00:00;0;0;2;1;0;1;3;0;0
2019-08-22 03:15:00;0;4;5;0;0;1;3;0;0
2019-08-22 03:30:00;1;1;2;0;0;0;3;0;0
2019-08-22 03:45:00;1;1;5;1;0;0;6;0;0
2019-08-22 04:00:00;5;0;4;1;0;0;2;0;0
2019-08-22 04:15:00;1;1;2;0;0;2;4;0;0
2019-08-22 04:30:00;1;2;1;0;0;0;3;0;0
2019-08-22 04:45:00;4;7;9;3;0;0;4;0;0
2019-08-22 05:00:00;7;8;14;1;0;3;10;0;0
2019-08-22 05:15:00;8;15;22;3;2;1;13;0;0
2019-08-22 05:30:00;9;20;30;2;1;2;36;0;0
2019-08-22 05:45:00;12;20;33;8;3;5;44;0;0
2019-08-22 06:00:00;10;14;24;9;2;4;37;0;0
2019-08-22 06:15:00;12;20;32;6;4;6;37;0;0
2019-08-22 06:30:00;31;22;49;24;18;25;89;0;5
2019-08-22 06:45:00;28;42;64;15;10;17;72;0;0
2019-08-22 07:00:00;23;35;61;23;15;16;74;6;6
2019-08-22 07:15:00;26;30;52;23;7;9;79;1;5
2019-08-22 07:30:00;27;36;54;12;7;8;89;3;8
2019-08-22 07:45:00;40;29;64;12;10;13;69;0;11
2019-08-22 08:00:00;28;27;54;21;14;13;60;1;3
2019-08-22 08:15:00;29;34;65;19;12;12;81;4;13
2019-08-22 08:30:00;37;23;76;16;8;4;54;1;1
2019-08-22 08:45:00;20;50;70;9;4;7;65;1;4
2019-08-22 09:00:00;32;30;49;19;15;7;53;2;12
2019-08-22 09:15:00;31;33;44;11;6;4;56;0;4
2019-08-22 09:30:00;24;49;57;17;6;5;44;1;3
2019-08-22 09:45:00;42;40;65;19;9;2;65;2;5
2019-08-22 10:00:00;30;42;55;13;6;4;48;1;3
2019-08-22 10:15:00;38;45;69;13;7;3;56;2;1
