DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2020-04-13 00:00:00;0;0;0;0;0;2;0;2;0;0;0
2020-04-13 00:15:00;0;0;0;0;0;3;1;3;0;0;0
2020-04-13 00:30:00;0;0;0;0;1;3;0;3;0;0;0
2020-04-13 00:45:00;2;0;0;1;0;2;1;2;0;0;0
2020-04-13 01:00:00;1;0;0;0;0;1;0;1;0;0;0
2020-04-13 01:15:00;0;0;0;0;0;1;1;1;0;0;0
2020-04-13 01:30:00;1;1;0;0;0;1;1;1;0;0;0
2020-04-13 01:45:00;2;1;0;0;0;0;0;0;0;0;0
2020-04-13 02:00:00;0;0;0;0;0;2;0;2;0;0;0
2020-04-13 02:15:00;0;0;0;0;0;0;0;0;0;0;0
2020-04-13 02:30:00;0;0;0;0;0;0;0;0;0;0;0
2020-04-13 02:45:00;0;0;0;0;0;0;0;0;0;0;0
2020-04-13 03:00:00;0;0;0;0;0;0;0;0;0;0;0
2020-04-13 03:15:00;0;0;0;0;0;0;0;0;0;0;0
2020-04-13 03:30:00;1;0;0;0;0;1;0;1;0;0;0
2020-04-13 03:45:00;1;0;0;0;0;0;0;0;0;0;0
2020-04-13 04:00:00;0;1;1;0;0;1;1;1;0;0;0
2020-04-13 04:15:00;0;0;0;0;0;1;0;1;0;0;0
2020-04-13 04:30:00;0;0;0;0;0;0;0;0;0;0;0
2020-04-13 04:45:00;1;0;0;0;0;2;0;2;0;0;0
2020-04-13 05:00:00;0;0;0;0;0;1;0;1;0;0;0
2020-04-13 05:15:00;3;0;0;0;0;1;0;1;0;0;0
2020-04-13 05:30:00;6;0;0;0;0;2;0;2;0;0;0
2020-04-13 05:45:00;11;1;1;0;0;4;0;4;0;0;0
2020-04-13 06:00:00;2;1;1;0;0;7;1;7;0;0;0
2020-04-13 06:15:00;1;0;0;0;0;3;0;3;0;0;0
2020-04-13 06:30:00;6;0;1;0;0;5;0;5;0;0;0
2020-04-13 06:45:00;2;0;0;0;0;6;0;6;0;0;0
2020-04-13 07:00:00;3;0;0;0;0;3;0;3;0;0;0
2020-04-13 07:15:00;2;0;0;0;0;1;0;1;0;0;0
2020-04-13 07:30:00;1;2;2;0;0;3;0;3;0;0;0
2020-04-13 07:45:00;2;0;0;0;0;2;0;2;0;0;0
2020-04-13 08:00:00;2;0;0;0;0;2;0;2;0;0;0
2020-04-13 08:15:00;8;0;0;0;0;5;1;5;0;0;0
2020-04-13 08:30:00;6;0;0;0;0;6;0;6;0;0;0
2020-04-13 08:45:00;7;2;1;0;0;10;1;10;0;0;0
2020-04-13 09:00:00;7;1;0;0;0;7;0;7;0;0;0
2020-04-13 09:15:00;6;1;0;1;0;11;0;11;0;0;0
2020-04-13 09:30:00;6;0;0;0;0;9;3;9;0;0;0
2020-04-13 09:45:00;10;1;0;0;2;10;0;10;2;0;0
2020-04-13 10:00:00;17;0;0;0;0;13;4;13;1;0;0
2020-04-13 10:15:00;15;0;0;2;1;16;2;16;1;2;2
2020-04-13 10:30:00;12;1;0;0;1;14;3;14;0;0;0
2020-04-13 10:45:00;24;2;1;0;0;20;1;20;1;0;0
2020-04-13 11:00:00;16;1;0;1;0;13;3;13;1;0;0
2020-04-13 11:15:00;22;2;2;0;0;11;3;11;0;0;2
2020-04-13 11:30:00;19;2;0;0;1;21;1;21;0;0;0
2020-04-13 11:45:00;22;1;0;0;0;25;3;26;3;0;0
2020-04-13 12:00:00;17;0;1;0;0;15;0;15;0;0;0
2020-04-13 12:15:00;25;2;2;1;0;18;1;17;3;0;0
2020-04-13 12:30:00;22;0;0;1;0;18;2;18;0;1;0
2020-04-13 12:45:00;19;2;2;0;0;28;0;28;1;0;0
2020-04-13 13:00:00;17;2;1;1;1;19;2;19;1;0;0
2020-04-13 13:15:00;23;2;0;0;0;32;1;32;4;0;0
2020-04-13 13:30:00;24;6;2;0;0;28;2;28;4;0;0
2020-04-13 13:45:00;20;2;1;0;0;33;2;33;1;0;0
2020-04-13 14:00:00;19;1;1;0;0;22;3;22;5;3;0
2020-04-13 14:15:00;20;2;2;0;0;19;1;19;3;1;0
2020-04-13 14:30:00;25;4;2;1;0;24;1;25;2;0;0
