DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(TAA);9(TAC);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-05-22 00:00:00;7;0;0;0;6;0;0;0;0;0;0;0;0
2020-05-22 00:15:00;8;0;0;1;12;0;0;0;0;0;0;0;0
2020-05-22 00:30:00;9;0;0;0;14;0;0;0;0;0;0;0;0
2020-05-22 00:45:00;11;0;0;0;12;1;0;0;0;0;0;0;0
2020-05-22 01:00:00;7;0;0;0;13;0;0;0;0;0;0;0;0
2020-05-22 01:15:00;3;0;0;1;16;0;0;0;0;0;0;0;0
2020-05-22 01:30:00;21;0;0;0;6;0;0;0;0;0;0;0;0
2020-05-22 01:45:00;11;0;0;0;4;0;0;0;0;0;0;0;0
2020-05-22 02:00:00;6;0;0;0;10;0;0;0;0;0;0;0;0
2020-05-22 02:15:00;7;0;0;0;6;0;0;0;0;0;0;0;0
2020-05-22 02:30:00;9;0;0;1;10;0;0;0;0;0;0;0;0
2020-05-22 02:45:00;11;1;0;1;6;0;0;0;0;0;0;0;0
2020-05-22 03:00:00;4;0;0;0;6;0;0;0;0;0;0;0;0
2020-05-22 03:15:00;8;0;0;0;7;0;0;0;0;0;0;0;0
2020-05-22 03:30:00;5;0;0;0;3;0;0;0;0;0;0;0;0
2020-05-22 03:45:00;5;0;0;0;7;0;0;0;0;0;0;0;0
2020-05-22 04:00:00;1;0;0;0;4;0;0;0;0;0;0;0;0
2020-05-22 04:15:00;9;0;0;0;4;0;0;0;0;0;0;0;0
2020-05-22 04:30:00;6;0;0;0;10;0;0;0;0;0;0;0;0
2020-05-22 04:45:00;13;1;0;0;10;0;0;0;0;0;0;0;0
2020-05-22 05:00:00;19;0;0;0;12;0;0;0;0;0;0;0;0
2020-05-22 05:15:00;21;0;0;1;19;0;0;0;0;0;0;0;0
2020-05-22 05:30:00;26;0;0;2;26;0;0;0;0;0;0;0;0
2020-05-22 05:45:00;31;1;1;0;32;0;0;0;0;0;0;0;0
2020-05-22 06:00:00;34;0;1;1;30;0;0;0;0;0;0;0;0
2020-05-22 06:15:00;42;3;1;4;32;1;0;0;0;0;0;0;0
2020-05-22 06:30:00;54;4;5;2;59;0;0;0;1;0;0;0;0
2020-05-22 06:45:00;45;3;0;0;38;0;0;0;0;0;0;0;0
2020-05-22 07:00:00;87;5;3;1;65;0;0;0;5;0;0;0;0
2020-05-22 07:15:00;109;4;6;6;64;0;0;0;8;0;0;0;0
2020-05-22 07:30:00;72;2;3;5;66;0;0;0;10;0;3;2;0
2020-05-22 07:45:00;104;6;6;4;86;0;1;0;9;0;0;0;0
2020-05-22 08:00:00;89;10;10;7;67;1;0;0;2;0;0;0;0
2020-05-22 08:15:00;106;2;7;5;57;1;1;0;11;0;0;0;0
2020-05-22 08:30:00;113;13;11;7;85;1;0;0;10;0;0;0;0
2020-05-22 08:45:00;124;6;10;10;92;2;0;0;7;0;0;0;0
2020-05-22 09:00:00;117;9;6;10;90;1;1;7;13;0;0;4;0
2020-05-22 09:15:00;142;8;4;6;120;4;2;4;10;0;0;0;0
2020-05-22 09:30:00;169;3;13;11;131;6;5;3;2;0;0;1;0
2020-05-22 09:45:00;164;16;7;8;132;11;10;3;49;0;0;2;1
2020-05-22 10:00:00;148;5;12;12;138;8;11;54;38;0;0;0;0
2020-05-22 10:15:00;154;9;10;17;143;10;16;6;8;0;0;0;0
2020-05-22 10:30:00;156;10;15;12;137;17;14;9;23;0;0;0;0
2020-05-22 10:45:00;141;5;20;9;172;8;12;1;24;0;0;0;0
2020-05-22 11:00:00;151;12;15;17;164;7;13;8;18;0;0;0;0
2020-05-22 11:15:00;145;9;16;6;154;17;13;2;4;0;0;0;0
2020-05-22 11:30:00;154;5;10;12;155;8;11;15;5;0;0;2;0
2020-05-22 11:45:00;153;12;11;8;170;14;12;0;1;0;1;0;0
2020-05-22 12:00:00;152;5;15;17;159;14;8;5;34;0;0;0;0
2020-05-22 12:15:00;119;2;13;9;182;10;13;8;7;0;1;0;0
2020-05-22 12:30:00;148;9;18;15;166;12;13;17;32;0;0;0;0
2020-05-22 12:45:00;144;4;15;16;174;4;12;0;6;0;0;0;0
2020-05-22 13:00:00;145;5;11;12;151;11;13;0;20;0;0;0;0
2020-05-22 13:15:00;134;3;10;9;179;9;6;5;29;0;1;0;0
2020-05-22 13:30:00;162;10;9;8;154;8;6;6;9;0;0;0;0
