DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2020-04-24 00:00:00;3;2;1;2;1;3;0;5
2020-04-24 00:15:00;4;3;1;1;3;3;0;3
2020-04-24 00:30:00;2;1;0;3;0;2;0;3
2020-04-24 00:45:00;0;0;2;3;5;0;0;2
2020-04-24 01:00:00;3;0;0;1;3;2;0;2
2020-04-24 01:15:00;1;2;0;1;0;0;0;1
2020-04-24 01:30:00;1;4;2;1;1;2;0;1
2020-04-24 01:45:00;2;3;1;3;3;2;0;3
2020-04-24 02:00:00;1;2;0;1;1;0;0;0
2020-04-24 02:15:00;1;0;0;3;2;3;0;1
2020-04-24 02:30:00;2;0;0;1;0;1;0;1
2020-04-24 02:45:00;3;1;0;2;2;4;0;1
2020-04-24 03:00:00;2;2;0;1;0;0;0;0
2020-04-24 03:15:00;0;2;2;2;1;1;0;0
2020-04-24 03:30:00;1;2;0;0;1;0;0;0
2020-04-24 03:45:00;2;0;0;0;0;1;0;0
2020-04-24 04:00:00;0;0;0;0;1;0;0;0
2020-04-24 04:15:00;2;4;1;0;0;2;0;0
2020-04-24 04:30:00;4;1;1;2;2;2;0;1
2020-04-24 04:45:00;2;2;2;2;0;1;0;2
2020-04-24 05:00:00;8;7;3;5;1;2;0;1
2020-04-24 05:15:00;11;17;16;7;5;0;0;6
2020-04-24 05:30:00;26;22;31;7;3;4;0;10
2020-04-24 05:45:00;28;29;49;6;9;12;0;4
2020-04-24 06:00:00;16;14;12;10;5;4;0;3
2020-04-24 06:15:00;33;28;33;8;9;7;0;10
2020-04-24 06:30:00;29;24;39;15;7;15;0;14
2020-04-24 06:45:00;31;38;41;10;17;15;0;18
2020-04-24 07:00:00;39;36;37;17;21;10;0;23
2020-04-24 07:15:00;38;34;45;14;22;23;0;28
2020-04-24 07:30:00;33;36;42;12;15;22;0;24
2020-04-24 07:45:00;43;34;41;11;25;17;0;32
2020-04-24 08:00:00;43;30;28;14;23;12;0;22
2020-04-24 08:15:00;34;26;27;20;20;16;0;21
2020-04-24 08:30:00;25;23;20;14;23;9;0;22
2020-04-24 08:45:00;33;33;12;16;25;24;0;32
2020-04-24 09:00:00;36;29;20;15;44;15;0;21
2020-04-24 09:15:00;38;28;24;14;17;17;0;15
2020-04-24 09:30:00;35;32;17;19;17;22;0;25
2020-04-24 09:45:00;47;35;19;19;53;20;0;28
2020-04-24 10:00:00;36;29;17;21;27;19;0;25
2020-04-24 10:15:00;40;30;22;14;15;23;0;26
2020-04-24 10:30:00;32;28;16;28;16;18;0;21
2020-04-24 10:45:00;48;31;25;28;59;16;0;30
2020-04-24 11:00:00;43;34;19;26;53;30;0;28
2020-04-24 11:15:00;41;30;24;32;31;19;0;33
2020-04-24 11:30:00;42;40;21;25;23;19;0;29
2020-04-24 11:45:00;44;38;23;25;79;18;0;38
2020-04-24 12:00:00;43;35;25;28;31;26;0;36
2020-04-24 12:15:00;44;39;33;36;25;22;0;39
2020-04-24 12:30:00;42;36;35;47;75;23;0;41
2020-04-24 12:45:00;44;31;23;40;39;29;0;48
2020-04-24 13:00:00;39;38;27;32;56;23;0;37
2020-04-24 13:15:00;38;34;10;29;47;21;0;33
2020-04-24 13:30:00;37;40;22;19;47;17;0;41
2020-04-24 13:45:00;39;40;31;31;44;25;0;37
2020-04-24 14:00:00;41;35;22;34;30;23;0;34
2020-04-24 14:15:00;39;47;22;46;57;18;0;34
2020-04-24 14:30:00;47;34;26;41;25;17;0;29
2020-04-24 14:45:00;30;31;30;38;14;30;0;36
2020-04-24 15:00:00;39;33;22;29;20;20;0;35
2020-04-24 15:15:00;46;42;19;30;18;24;0;26
2020-04-24 15:30:00;43;40;23;37;29;22;0;30
2020-04-24 15:45:00;46;34;19;22;20;18;0;37
2020-04-24 16:00:00;40;28;13;32;23;15;0;23
2020-04-24 16:15:00;40;32;17;47;24;20;0;33
2020-04-24 16:30:00;45;39;19;27;25;14;0;26
2020-04-24 16:45:00;39;33;22;33;20;30;0;43
2020-04-24 17:00:00;45;31;17;21;21;28;0;34
2020-04-24 17:15:00;43;27;16;29;16;23;0;28
2020-04-24 17:30:00;40;31;28;36;26;16;0;23
2020-04-24 17:45:00;38;29;30;34;20;18;0;35
2020-04-24 18:00:00;36;37;28;40;31;19;0;33
2020-04-24 18:15:00;39;24;25;29;15;15;0;24
2020-04-24 18:30:00;33;28;15;21;16;23;0;24
2020-04-24 18:45:00;24;20;16;19;13;18;0;27
2020-04-24 19:00:00;42;29;16;18;13;19;0;15
2020-04-24 19:15:00;37;31;21;14;9;15;0;16
2020-04-24 19:30:00;23;26;12;15;10;17;0;20
2020-04-24 19:45:00;28;16;14;17;19;16;0;24
2020-04-24 20:00:00;23;23;13;13;11;14;0;21
2020-04-24 20:15:00;17;10;8;19;11;14;0;16
2020-04-24 20:30:00;21;16;8;14;12;9;0;8
2020-04-24 20:45:00;19;15;14;13;8;7;0;7
2020-04-24 21:00:00;14;13;13;9;5;6;0;12
2020-04-24 21:15:00;12;9;7;8;8;10;0;10
2020-04-24 21:30:00;9;7;4;8;6;9;0;8
2020-04-24 21:45:00;9;9;2;7;7;7;0;5
2020-04-24 22:00:00;9;5;4;5;6;8;0;5
