DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DD1);6(TAFBA);7(TAFBC);8(TAFBD)
2019-09-25 00:00:00;0;3;0;2;0;0;0;0
2019-09-25 00:15:00;0;0;0;0;0;0;0;0
2019-09-25 00:30:00;0;2;0;0;0;0;0;0
2019-09-25 00:45:00;0;2;1;0;0;0;0;0
2019-09-25 01:00:00;0;3;1;1;0;0;0;0
2019-09-25 01:15:00;0;0;0;0;0;0;0;0
2019-09-25 01:30:00;0;2;0;0;0;0;0;0
2019-09-25 01:45:00;0;2;0;0;0;0;0;0
2019-09-25 02:00:00;0;1;0;0;0;0;0;0
2019-09-25 02:15:00;0;0;1;0;0;0;0;0
2019-09-25 02:30:00;0;0;0;0;0;0;0;0
2019-09-25 02:45:00;0;1;0;0;0;0;0;0
2019-09-25 03:00:00;0;1;0;0;0;0;0;0
2019-09-25 03:15:00;0;0;0;0;0;0;0;0
2019-09-25 03:30:00;1;1;0;0;0;0;0;0
2019-09-25 03:45:00;0;0;0;0;0;0;0;0
2019-09-25 04:00:00;0;2;3;1;0;0;0;0
2019-09-25 04:15:00;0;0;0;0;1;0;0;0
2019-09-25 04:30:00;0;1;0;0;0;0;0;0
2019-09-25 05:00:00;3;8;13;4;0;0;0;0
2019-09-25 05:15:00;0;20;32;11;0;0;0;0
2019-09-25 05:30:00;3;19;25;7;1;0;0;0
2019-09-25 05:45:00;7;33;35;7;8;0;0;0
2019-09-25 06:00:00;5;15;45;3;9;0;0;0
2019-09-25 06:15:00;0;17;49;5;1;0;0;0
2019-09-25 06:30:00;7;30;107;2;3;0;0;0
2019-09-25 06:45:00;7;40;114;7;11;0;0;0
2019-09-25 07:00:00;3;33;86;5;5;0;2;0
2019-09-25 07:15:00;7;23;77;9;7;0;0;0
2019-09-25 07:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2019-09-25 07:45:00;0;20;96;17;9;0;2;0
2019-09-25 08:00:00;4;29;107;15;10;0;1;1
2019-09-25 08:15:00;5;30;89;20;13;0;10;0
2019-09-25 08:30:00;13;34;56;10;16;1;2;0
2019-09-25 08:45:00;5;19;49;3;14;0;1;0
2019-09-25 09:00:00;10;23;35;12;9;0;0;0
2019-09-25 09:15:00;1;24;28;4;5;0;2;0
2019-09-25 09:30:00;5;24;12;6;11;0;0;0
2019-09-25 09:45:00;3;25;17;10;5;0;7;0
2019-09-25 10:00:00;6;23;24;9;11;0;0;3
2019-09-25 10:15:00;2;24;25;7;6;0;0;0
2019-09-25 10:30:00;6;20;19;4;6;0;5;0
2019-09-25 10:45:00;4;27;15;4;8;0;0;0
2019-09-25 11:00:00;2;22;15;5;7;0;0;0
2019-09-25 11:15:00;2;27;20;5;4;0;0;0
2019-09-25 11:30:00;4;27;21;5;15;0;1;0
2019-09-25 11:45:00;3;27;23;4;13;0;3;0
2019-09-25 12:00:00;9;35;13;4;4;0;3;0
2019-09-25 12:15:00;258;39;30;4;12;0;5;0
2019-09-25 12:30:00;11;44;22;4;9;0;3;0
2019-09-25 12:45:00;4;28;35;9;6;0;0;0
2019-09-25 13:00:00;2;38;24;11;10;2;4;0
2019-09-25 13:15:00;3;27;27;7;7;0;2;0
2019-09-25 13:30:00;10;49;32;11;9;0;2;0
2019-09-25 13:45:00;8;61;37;14;16;0;0;0
2019-09-25 14:00:00;12;53;31;8;15;5;0;0
2019-09-25 14:15:00;4;77;37;5;28;0;0;0
2019-09-25 14:30:00;4;56;39;9;14;0;0;0
2019-09-25 14:45:00;3;55;17;8;271;0;0;0
2019-09-25 15:00:00;7;98;53;7;12;0;3;0
2019-09-25 15:15:00;14;133;23;11;17;0;1;0
2019-09-25 15:30:00;4;74;15;7;16;0;0;0
2019-09-25 15:45:00;5;76;18;6;17;0;2;0
2019-09-25 16:00:00;3;68;12;6;17;0;0;0
2019-09-25 16:15:00;3;67;21;3;17;0;1;0
2019-09-25 16:30:00;9;61;33;5;19;0;0;0
2019-09-25 16:45:00;2;63;32;6;22;0;1;0
