DATUM;1(TAFGA);2(TAFBA)
2020-08-24 00:00:00;0;0
2020-08-24 00:15:00;0;0
2020-08-24 00:30:00;0;0
2020-08-24 00:45:00;0;0
2020-08-24 01:00:00;0;0
2020-08-24 01:15:00;0;0
2020-08-24 01:30:00;0;0
2020-08-24 01:45:00;0;0
2020-08-24 02:00:00;0;0
2020-08-24 02:15:00;0;0
2020-08-24 02:30:00;0;0
2020-08-24 02:45:00;0;0
2020-08-24 03:00:00;0;0
2020-08-24 03:15:00;0;0
2020-08-24 03:30:00;0;0
2020-08-24 03:45:00;0;0
2020-08-24 04:00:00;0;0
2020-08-24 04:15:00;0;0
2020-08-24 04:30:00;0;0
2020-08-24 04:45:00;0;0
2020-08-24 05:00:00;0;0
2020-08-24 05:15:00;0;0
2020-08-24 05:30:00;3;2
2020-08-24 05:45:00;3;2
2020-08-24 06:00:00;3;4
2020-08-24 06:15:00;0;0
2020-08-24 06:30:00;4;2
2020-08-24 06:45:00;6;1
2020-08-24 07:00:00;7;1
2020-08-24 07:15:00;9;2
2020-08-24 07:30:00;9;1
2020-08-24 07:45:00;13;1
2020-08-24 08:00:00;8;4
2020-08-24 08:15:00;10;1
2020-08-24 08:30:00;9;4
2020-08-24 08:45:00;9;4
2020-08-24 09:00:00;10;0
2020-08-24 09:15:00;9;3
2020-08-24 09:30:00;13;1
2020-08-24 09:45:00;21;4
2020-08-24 10:00:00;12;2
2020-08-24 10:15:00;17;1
2020-08-24 10:30:00;14;4
2020-08-24 10:45:00;16;14
2020-08-24 11:00:00;19;5
2020-08-24 11:15:00;16;3
2020-08-24 11:30:00;14;4
2020-08-24 11:45:00;12;6
2020-08-24 12:00:00;13;2
2020-08-24 12:15:00;12;3
2020-08-24 12:30:00;25;11
2020-08-24 12:45:00;15;1
2020-08-24 13:00:00;15;5
2020-08-24 13:15:00;20;3
2020-08-24 13:30:00;19;2
2020-08-24 13:45:00;22;5
2020-08-24 14:00:00;16;9
2020-08-24 14:15:00;19;7
2020-08-24 14:30:00;19;5
2020-08-24 14:45:00;26;6
2020-08-24 15:00:00;19;24
2020-08-24 15:15:00;19;2
2020-08-24 15:30:00;11;2
2020-08-24 15:45:00;16;6
2020-08-24 16:00:00;22;9
2020-08-24 16:15:00;16;9
2020-08-24 16:30:00;19;9
2020-08-24 16:45:00;22;13
2020-08-24 17:00:00;21;5
2020-08-24 17:15:00;22;3
2020-08-24 17:30:00;16;7
2020-08-24 17:45:00;14;2
2020-08-24 18:00:00;16;5
2020-08-24 18:15:00;16;16
2020-08-24 18:30:00;27;4
2020-08-24 18:45:00;17;3
2020-08-24 19:00:00;15;5
2020-08-24 19:15:00;17;4
2020-08-24 19:30:00;17;8
2020-08-24 19:45:00;13;1
2020-08-24 20:00:00;18;10
2020-08-24 20:15:00;18;8
2020-08-24 20:30:00;10;4
2020-08-24 20:45:00;8;6
2020-08-24 21:00:00;7;2
2020-08-24 21:15:00;10;2
2020-08-24 21:30:00;5;7
2020-08-24 21:45:00;5;3
2020-08-24 22:00:00;13;3
2020-08-24 22:15:00;2;1
2020-08-24 22:30:00;6;2
2020-08-24 22:45:00;0;0
2020-08-24 23:00:00;0;0
2020-08-24 23:15:00;0;0
2020-08-24 23:30:00;0;0
2020-08-24 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
